"2021-05-10 23:45:14,""b'Sambut lebaran Kpk dengan ott dan sebagian pesta bansos, belum.lagi warna china berbondong2 rekreasi dengan maksud yang sama sekali tidak dimengerti,zaman covid membanjiri negeri ini, more complex and very wonderful my lovely country...'"",1391902179653390338,Mukhlis23422576,0,Twitter for Android,0,[]";;;
2021-05-10 23:44:29,b'@IND_MAJU @Japs187 @KPK_RI empat lawang usut tuntas bansos dana desa audit',1391901990406393858,MarianaratuAdil,0,Twitter for Android,0,[];;;
"2021-05-10 23:43:58,""b'RT @RestyCayaaah: Trik ngeles jika ketauan  @KPK_RI .\n\nKemensos Kelebihan Bayar Vendor Bansos Rp 74 M, Baru Kembali Rp 5 M https://t.co/2xp\xe2\x80\xa6'"",1391901862622765058,miharja_ozzy,237,Twitter for Android,1,[]";;;
"2021-05-10 23:43:39,""b'RT @SirianaGde: Para koruptor &amp";" oligark serang balik KPK. Alih2 tngkap angg DPR yg jelas dsebut dlm sidang Korupsi Bansos Juliari, malah pn\xe2\x80\xa6'"",1391901779541905409,perangutan_,83,Twitter for iPhone,1,[]";;
2021-05-10 23:42:40,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391901533189574661,Syahria44307450,2733,Twitter for Android,1,[];;
"2021-05-10 23:42:25,""b'@ilham_darfaz @solikin_pipi @tubirfess Kayak korupsi dana bansos, antigen bekas, dll. Dua kondisi itu sama2 bikin ekonomi ancur, nah kalo ujung2ny sama2 ancur knp ga ambil langkah """"ekstrim"""" aja?'"",1391901469318598656,Vinn___125,0,Twitter for Android,0,[]";;;
"2021-05-10 23:38:48,""b'RT @haikal_hassan: Pegawai KPK yg sedang tangani Harun Masiku, korupsi Bansos, yg menyeret 2 menteri dikabinet koalisi ini TIDAK LULUS wawa\xe2\x80\xa6'"",1391900559259619330,Syahria44307450,414,Twitter for Android,1,[]";;;
2021-05-10 23:38:36,b'RT @rajapeanutbuter: @Lukman_HARP Saya dulu malas ikut klub ini itu tapi diwajibkan ikut minimal satu.\n\nAkhirnya bikin club motor. Kerjaann\xe2\x80\xa6',1391900509452181507,Hegie_bae,1,Twitter for Android,1,[];;;
"2021-05-10 23:37:32,""b'@doeldjoni Bansos covid gede. Bisa dibagiin merata buat jatah 2-4 minggu utk tiap keluarga, ngasihnya sembako,bukan uang.\nSetelah merata, bisa dikasih kebijakan """"tutup semua, dilarang keluar semua termasuk yg bekerja selama 2-4 minggu !""""'"",1391900243000643586,AzizatilNurul,0,Twitter for Android,0,[]";;;
2021-05-10 23:37:04,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391900122619908097,gtpspt,2733,Twitter for iPhone,1,[];;
"2021-05-10 23:35:44,""b'@Lukman_HARP Saya dulu malas ikut klub ini itu tapi diwajibkan ikut minimal satu.\n\nAkhirnya bikin club motor. Kerjaannya nongkrong dan bansos. Gak punya ruangan, tempat parkir pun jadi :))'"",1391899786710638592,rajapeanutbuter,1,Twitter for Android,0,[]";;;
"2021-05-10 23:35:41,""b'Waduh, Dirjen Kemensos Ungkap Perintah Juliari Potong Rp10 Ribu Paket\xc2\xa0Bansos https://t.co/VGJQfdMFPD'"",1391899776803815431,hajinewsonline,0,WordPress.com,0,[]";;;
2021-05-10 23:35:09,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391899640589479936,haris_dmazhar,2733,Twitter for Android,1,[];;
"2021-05-10 23:34:17,""b'RT @RestyCayaaah: Trik ngeles jika ketauan  @KPK_RI .\n\nKemensos Kelebihan Bayar Vendor Bansos Rp 74 M, Baru Kembali Rp 5 M https://t.co/2xp\xe2\x80\xa6'"",1391899422481543169,threehartono,237,Twitter for Android,1,[]";;;
"2021-05-10 23:33:00,""b'RT @haikal_hassan: Pegawai KPK yg sedang tangani Harun Masiku, korupsi Bansos, yg menyeret 2 menteri dikabinet koalisi ini TIDAK LULUS wawa\xe2\x80\xa6'"",1391899098630922240,Fathur4521,414,Twitter for Android,1,[]";;;
"2021-05-10 23:31:20,""b'RT @RestyCayaaah: Trik ngeles jika ketauan  @KPK_RI .\n\nKemensos Kelebihan Bayar Vendor Bansos Rp 74 M, Baru Kembali Rp 5 M https://t.co/2xp\xe2\x80\xa6'"",1391898682031628291,Swarnad71915084,237,Twitter for Android,1,[]";;;
"2021-05-10 23:30:53,""b'RT @rmahesatri: Ah, gaji ini, itu dll mah kecil.. Tapi proyekannya yg gede. Bolelah tengok kasus bansos/swab test yg blm lama ini. Biasalah~'"",1391898569376817157,Vjejays,1,Twitter for Android,1,[]";;;
"2021-05-10 23:27:04,""b'RT @RestyCayaaah: Trik ngeles jika ketauan  @KPK_RI .\n\nKemensos Kelebihan Bayar Vendor Bansos Rp 74 M, Baru Kembali Rp 5 M https://t.co/2xp\xe2\x80\xa6'"",1391897607744548869,RamdhaniBrutus,237,Twitter for Android,1,[]";;;
2021-05-10 23:26:21,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391897428295503872,MadutrigonaA,2733,Twitter for Android,1,[];;
"2021-05-10 23:25:37,""b'RT @marzukialie_MA: @KPK_RI Maaf, klo anda KPK apa gak malu ott yang ecek2 begini? Kasih kewenangan @KejaksaanRI utk menyadap, hasil pasti\xe2\x80\xa6'"",1391897243863588864,SarahDrAcad,22,Twitter for Android,1,[]";;;
2021-05-10 23:24:59,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391897084400332801,afuadrizaldi,2733,Twitter for Android,1,[];;
2021-05-10 23:23:23,b'RT @Mdy_Asmara1701: Sila dimaknai sendiri \xf0\x9f\xa4\x94\n\nTernyata Pegawai KPK tak Lolos TKW Sedang Tangani Korupsi Bansos dan KKP yang Jerat 2 Menteri\xe2\x80\xa6',1391896681231224836,Jaya52102315,708,Twitter for Android,1,[];;;
"2021-05-10 23:22:50,""b'RT @PresidenKopi: Jiwasraya, Asabri, bansos, lobster...\nApa kabarnya ???'"",1391896540810149889,ekossri2,27,Twitter Web App,1,[]";;;
"2021-05-10 23:22:08,""b'RT @RestyCayaaah: Trik ngeles jika ketauan  @KPK_RI .\n\nKemensos Kelebihan Bayar Vendor Bansos Rp 74 M, Baru Kembali Rp 5 M https://t.co/2xp\xe2\x80\xa6'"",1391896367568547840,ElPertama,237,Twitter for iPhone,1,[]";;;
2021-05-10 23:19:43,b'RT @hiranoa101: @amirrotinsulu @ferdiriva pake dana darimana kak kan bansos dikorup',1391895757792239619,nonemnolyf,1,Twitter for Android,1,[];;;
2021-05-10 23:19:22,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391895669569323010,chubycheek,2733,Twitter for Android,1,[];;
2021-05-10 23:18:04,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391895342107422727,budiira88,2733,Twitter for Android,1,[];;
"2021-05-10 23:17:26,""b'RT @veaadeeana: Banyak pengalihan...akhirnya betul2 teralihkan,\n*Proses hukum pembantaian 6 laskar FPI di km 50.\n*Persidangan ib Hrs dkk.\n*\xe2\x80\xa6'"",1391895181318778884,irastirawan,147,Twitter for Android,1,[]";;;
2021-05-10 23:15:22,b'RT @FKadrun: Juara 1 miss bipang bansos https://t.co/cfjci5QbOB',1391894664798556160,ZRsaja,76,Twitter for Android,1,[];;;
2021-05-10 23:14:19,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391894398128955395,Nugroho63705724,2733,Twitter for Android,1,[];;
"2021-05-10 23:10:19,""b'RT @RestyCayaaah: Trik ngeles jika ketauan  @KPK_RI .\n\nKemensos Kelebihan Bayar Vendor Bansos Rp 74 M, Baru Kembali Rp 5 M https://t.co/2xp\xe2\x80\xa6'"",1391893393177858052,akoemala,237,Twitter for Android,1,[]";;;
2021-05-10 23:10:01,b'Menteri Sosial Tri Rismaharini mengaku siap memberikan penjelasan mengenai persoalan 21 juta data ganda bantuan sosial (bansos) kepada DPR. Simak selengkapnya. #datagandabansos https://t.co/Kw9aV53w11',1391893315797217282,Genpi_Co,0,genpico,0,['datagandabansos'];;;
2021-05-10 23:08:08,b'@susipudjiastuti @msaid_didu Bunuh maling bansos dan stek antigen bekas.. ... otomatis rakyat akn patuh pada prokes..',1391892843950579713,Sutrisn19549877,0,Twitter for Android,0,[];;;
"2021-05-10 23:04:40,""b'Tak Hanya Bantuan dari Kemensos, Banpres BPUM 2021 Juga Cair Sebelum Lebaran, Begini Cara Cek Bansos PKH, BPNT, dan BLT UMKM https://t.co/snqvJ8wR1a'"",1391891969702436866,MasjidSunan,0,Twitter for Android,0,[]";;;
2021-05-10 22:58:27,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391890405453570049,AdienArai,2733,Twitter for Android,1,[];;
"2021-05-10 22:58:22,""b'RT @FPKSDPRRI: Coba kita cermati 4 kejadian yg berurutan ini yg baru saja terjadi (1) masalah pertanyaan yg diajukan kepada pegawai KPK, (2\xe2\x80\xa6'"",1391890383626407937,slametharyanto,31,Twitter Web App,1,[]";;;
2021-05-10 22:56:55,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391890019749482497,elrizal20,2733,Twitter Web App,1,[];;
2021-05-10 22:53:06,b'RT @awiekoe: @PutraErlangga_ @DPP_PKB @PDI_Perjuangan Ternyata gw diblock sm partainya madam bansos ya @fpdip_jakarta \xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/8ju5i\xe2\x80\xa6',1391889060411494400,DENSUS_______99,1,Twitter for Android,1,[];;;
"2021-05-10 22:51:03,""b'RT @Adinda_Zahran1: Kemensos Kelebihan Bayar Vendor Bansos Rp 74 M, Baru Kembali Rp 5 M\n\nIni maksudnya bagaimana ?\n\n#BebaskanHRSDanAktivis\xe2\x80\xa6'"",1391888542691827714,AdeCand65866045,105,Twitter for Android,1,['BebaskanHRSDanAktivis']";;;
"2021-05-10 22:48:43,""b'RT @RestyCayaaah: Trik ngeles jika ketauan  @KPK_RI .\n\nKemensos Kelebihan Bayar Vendor Bansos Rp 74 M, Baru Kembali Rp 5 M https://t.co/2xp\xe2\x80\xa6'"",1391887956630073344,Dessy73404518,237,Twitter for Android,1,[]";;;
2021-05-10 22:46:20,b'RT @sambatan__hati: @txtdrpemerintah Tahun lalu mah sebel kalo liat pada nekat mudik sedangkan di sini kita bener2 taat dan jaga... tapi ta\xe2\x80\xa6',1391887355045240832,malphxte,20,Twitter for Android,1,[];;;
"2021-05-10 22:46:16,""b'RT @Adinda_Zahran1: Kemensos Kelebihan Bayar Vendor Bansos Rp 74 M, Baru Kembali Rp 5 M\n\nIni maksudnya bagaimana ?\n\n#BebaskanHRSDanAktivis\xe2\x80\xa6'"",1391887340721770504,Komaini_ahmad24,105,Twitter Web App,1,['BebaskanHRSDanAktivis']";;;
"2021-05-10 22:44:59,""b'RT @penguraiairmata: @dariandywarhol @txtdrpemerintah Emang selama ini ga keluyuran? :( gini, covid di endonesia ga bakal kelar kelar selam\xe2\x80\xa6'"",1391887015914852355,premolarinsisiv,10,Twitter for iPhone,1,[]";;;
2021-05-10 22:44:48,b'RT @FKadrun: Juara 1 miss bipang bansos https://t.co/cfjci5QbOB',1391886968699572227,adinda07_juwita,76,Twitter for Android,1,[];;;
2021-05-10 22:43:42,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391886693188341762,Anisuparti28,2733,Twitter for Android,1,[];;
"2021-05-10 22:43:26,""b'RT @maspiyuaja: Ternyata Pegawai KPK Yang Tak Lolos """"Tes Kabangsaan"""" Sedang Tangani Korupsi Bansos! https://t.co/XKxj04GkXG https://t.co/bo\xe2\x80\xa6'"",1391886627367051265,GendukNieha,887,Twitter for Android,1,[]";;;
"2021-05-10 22:42:57,""b'RT @veaadeeana: Banyak pengalihan...akhirnya betul2 teralihkan,\n*Proses hukum pembantaian 6 laskar FPI di km 50.\n*Persidangan ib Hrs dkk.\n*\xe2\x80\xa6'"",1391886505577115649,AlKausar5,147,Twitter for Android,1,[]";;;
2021-05-10 22:42:40,b'@SridianaEva Angka segitu mah kecil dibanding data ganda bansos yg 21jt aja ada kok hehe \nCorona smart made in mukidi\nInget cerita perampok yg di kadalin manager bank yg dompleng rampokan malah lbh bny ngambil nya dr perampok.. ya kek gt dah corona di marih',1391886435494490112,im_batoe,0,Twitter for Android,0,[];;;
2021-05-10 22:35:35,b'@Fahrihamzah Abang lagi senang dgn kelakuan rezim ini mengeluarkan pegawai2 KPK yg lagi mengusut Madam Bansos dan kasus2 lain? Sukses abang didunia namun berat tanggung jawabmu menjawab pertanyaan Allah SWT nanti bang...',1391884652474822656,Bambang07000838,0,Twitter for Android,0,[];;;
"2021-05-10 22:35:13,""b'RT @haikal_hassan: Pegawai KPK yg sedang tangani Harun Masiku, korupsi Bansos, yg menyeret 2 menteri dikabinet koalisi ini TIDAK LULUS wawa\xe2\x80\xa6'"",1391884560967757827,NajaiRocky,414,Twitter for Android,1,[]";;;
"2021-05-10 22:33:09,""b'RT @OposisiCerdas: Kemensos Kelebihan Bayar Vendor Bansos Rp 74 M, Baru Kembali Rp 5 M\nhttps://t.co/TsZHaGDesR'"",1391884037803765762,PradityaBeni,31,Twitter for Android,1,[]";;;
2021-05-10 22:33:00,b'RT @UyokBack: Ternyata Pegawai KPK tak Lolos TWK Sedang Tangani Korupsi Bansos dan KKP yang Jerat 2 Menteri\n\nhttps://t.co/WbsRoOF1cr',1391884000352821250,fitrah_,217,Twitter for Android,1,[];;;
2021-05-10 22:32:54,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391883974620835841,toneupcream,2733,Twitter for Android,1,[];;
2021-05-10 22:29:34,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391883137592954880,mulyatikaral,2733,Twitter for Android,1,[];;
2021-05-10 22:27:43,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391882670884364294,lord_huthut,2733,Twitter for Android,1,[];;
2021-05-10 22:23:25,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391881591069110272,sitirachmah_,2733,Twitter for Android,1,[];;
2021-05-10 22:22:11,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391881277867843587,DonniFadillah,2733,Twitter for Android,1,[];;
"2021-05-10 22:21:23,""b'RT @BudiSetyarso: Para penyidik yg membongkar kasus korupsi kakap spt e-KTP, simulator SIM, ekspor benur, jg bansos tak bs jd ASN krn tdk l\xe2\x80\xa6'"",1391881079292719109,zlindra,3382,Twitter for iPhone,1,[]";;;
2021-05-10 22:21:06,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391881008232894464,real__queen_,2733,Twitter for Android,1,[];;
"2021-05-10 22:20:25,""b'RT @Adinda_Zahran1: Kemensos Kelebihan Bayar Vendor Bansos Rp 74 M, Baru Kembali Rp 5 M\n\nIni maksudnya bagaimana ?\n\n#BebaskanHRSDanAktivis\xe2\x80\xa6'"",1391880832751599618,Monitor40585232,105,Twitter for Android,1,['BebaskanHRSDanAktivis']";;;
2021-05-10 22:20:24,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391880830864089089,0eefa4e3896a4f7,2733,Twitter for Android,1,[];;
2021-05-10 22:18:55,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391880457512382464,matdunk1928,2733,Twitter for Android,1,[];;
"2021-05-10 22:18:33,""b""""RT @fghar135: @ustadtengkuzul Bukan salah pake.!!!\nCuma'realokasi' ke Bansos Covid19.\nKan ada Perpu Covid-19.\nBukti klo\nPDIP Itu bantu wong\xe2\x80\xa6"""""",1391880362918236162,maswuranto,1,Twitter for Android,1,[]";;;
2021-05-10 22:18:25,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391880332975083520,wanBarmy,2733,Twitter for Android,1,[];;
2021-05-10 22:17:57,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391880215555579906,awan_essence,2733,Twitter for iPhone,1,[];;
"2021-05-10 22:17:57,""b'@Icu663 @RicKY_KCh @panca66 Betul sekali termasuk koruptor saat ini dan yang lalu, bansos saat ini, serta hambalang yang lalu \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'"",1391880213592612868,Taqim35937476,0,Twitter for iPhone,0,[]";;;
"2021-05-10 22:17:38,""b'RT @BudiSetyarso: Para penyidik yg membongkar kasus korupsi kakap spt e-KTP, simulator SIM, ekspor benur, jg bansos tak bs jd ASN krn tdk l\xe2\x80\xa6'"",1391880133837942785,Ezanuansaa,3382,Twitter for Android,1,[]";;;
2021-05-10 22:16:43,b'RT @merdekadotcom: Mantan Menteri Sosial Juliari Batubara Jalani Sidang Lanjutan Suap Bansos Covid-19: Mantan Menteri Sosial Juliari Batuba\xe2\x80\xa6',1391879904879210497,lukman141070,1,Twitter for Android,1,[];;;
"2021-05-10 22:14:03,""b'RT @SirianaGde: Para koruptor &amp";" oligark serang balik KPK. Alih2 tngkap angg DPR yg jelas dsebut dlm sidang Korupsi Bansos Juliari, malah pn\xe2\x80\xa6'"",1391879232146444289,ekojogja145,83,Twitter for Android,1,[]";;
2021-05-10 22:12:33,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391878853690236928,Intannapipit,2733,Twitter for Android,1,[];;
2021-05-10 22:10:05,b'@Budionotaslim21 @Erasace @Dandanbuyasa @bayoeighara4 @Hilmi28 @ustadtengkuzul Hahahaha kadrun lu liat itu investasi bodong 212 mart hahahaha. Ngomong ngomong aja korupsi kek yang iye aje. Korupsi bansos udah diproses drun. Hahahaha pelakunya udeh di tangkap masih aje lu bahas bahas.',1391878233772093441,Noonelikeus8,0,Twitter for Android,0,[];;;
"2021-05-10 22:08:48,""b'RT @SirianaGde: Para koruptor &amp";" oligark serang balik KPK. Alih2 tngkap angg DPR yg jelas dsebut dlm sidang Korupsi Bansos Juliari, malah pn\xe2\x80\xa6'"",1391877912345776128,BachGinan,83,Twitter Web App,1,[]";;
2021-05-10 22:06:04,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391877221715906564,anasabi_a,2733,Twitter for Android,1,[];;
2021-05-10 22:04:42,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391876878303072258,ininaawaa,2733,Twitter for Android,1,[];;
2021-05-10 22:03:52,b'RT @nang_syam: Korban Bansos Bicara... membela korban TWK... kita semua adalah korban korupsi...korban kesewenangan https://t.co/vRZStF3OVP',1391876669560877056,NetizenUnited,9,Twitter for Android,1,[];;;
2021-05-10 22:02:53,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391876420180209668,jhontravolta006,2733,Twitter for Android,1,[];;
2021-05-10 22:02:38,b'Kalo Madem Bansos siapa? https://t.co/lTxZPAJN5P',1391876357714432000,03_malikha,0,Twitter for Android,0,[];;;
2021-05-10 22:01:22,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391876041640083464,syeifm,2733,Twitter for iPhone,1,[];;
2021-05-10 22:00:23,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391875795027599366,rickydp19,2733,Twitter for Android,1,[];;
"2021-05-10 22:00:05,""b'@RommyRoosyana @jokowi Walaupun """"katanya"""" korupsi adalah kejahatan luar biasa, tapi gak pernah ada namanya napi koruptor yg dapat hukuman luar biasa, bahkan untuk kasus korupsi bansos covid-19.'"",1391875717449666562,Nandagustiann,0,Twitter for Android,0,[]";;;
2021-05-10 21:58:37,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391875349084925955,dongayanto,2733,Twitter for Android,1,[];;
"2021-05-10 21:58:36,""b'Yang lain lagi story in parcel dan hampers""""an lebaran.\n\naku be like :  \nyang dapat bansos indomi, gula, minyak curah, mantau \xf0\x9f\x91\x80'"",1391875342952894464,tomyhrhp,0,Twitter for Android,0,[]";;;
"2021-05-10 21:58:27,""b'RT @RestyCayaaah: Trik ngeles jika ketauan  @KPK_RI .\n\nKemensos Kelebihan Bayar Vendor Bansos Rp 74 M, Baru Kembali Rp 5 M https://t.co/2xp\xe2\x80\xa6'"",1391875307360034817,xdjulistyox,237,Twitter for Android,1,[]";;;
2021-05-10 21:58:16,b'@txtdrpemerintah ngurus data pemilih tetap aja nggak beres. Apalagi data bansos.\n*canda bansos',1391875259435872258,kenzler_,0,Twitter for Android,0,[];;;
2021-05-10 21:56:20,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391874772628246531,AnasiiHaris,2733,Twitter Web App,1,[];;
