Tanggal;Tweets;Sentiment;ID;Screen Name;Banyak Retweet;Source;Retweet Status;Hashtags;
12/05/2021 06:57;b'@Arafat58905957 Yg nyolong jatah masarakat (bansos) siapa? \nGua selaku pemilik hak tdk rela dunia akhirat';0;1,39E+18;qolbunkhoir;0;Twitter for Android;0;[];
12/05/2021 03:56;b'@ariwibowo10121 @joeydsap @kayzzz58106440 @RamdaniGuruh 21 juta dana bansos ganda.\nItu yang ketahuan.';0;1,39E+18;HamidRaizan;0;Twitter for Android;0;[];
12/05/2021 09:01;b'@ariwibowo10121 @joeydsap @kayzzz58106440 @RamdaniGuruh 21 juta data ganda bansos.\nBansos 1 orang 300.000\nItu setara dana 6 Triliun.\nBelum selisih harga alat medis.\nPCR itu Minimal 1 juta bukan 300.000';0;1,39E+18;HamidRaizan;0;Twitter for Android;0;[];
12/05/2021 09:03;b'@ariwibowo10121 @joeydsap @kayzzz58106440 @RamdaniGuruh Nggak semua orang bisa mikir panjang, jadi ya silahkan aja kali katamu nggak logis.\n21 juta data ganda. 1 bansos 300.000 itu setara dana 6 Triliun.';0;1,39E+18;HamidRaizan;0;Twitter for Android;0;[];
12/05/2021 09:46;b'@ArRozaq_khalid Masih, kemarin Korupsi bansos juga yg nangkep kpk';0;1,39E+18;Fiqih_Pradana;0;Twitter for Android;0;[];
12/05/2021 18:33;b'@asamlambonk Nanti kalau ada om om yg ngirimin dana korupsi bansos gimana';0;1,39E+18;hanifmutho_;0;Twitter for Android;0;[];
12/05/2021 02:10;b'@AsepIra44314224 @Tendy75978200 @Kumbara14467594 @AngelQueen_99 @B_dzoel @RSipirock @Nicho_Silalahi @DonAdam68 @NurlelySiregar @Gojekmilitan @bachrum_achmadi @hincapandjaitan @d3vilicious @Joentax7 @Ernaku6 @Brunowicaksono @EllocoBenny @korban_politik @monika_monika77 buzzerRp katanya mau bantu pemerintah berantas korupsi terus apa nih yg sdh di sumbangkan ke pemerintah spy gak terjadi korupsi lagi..masak gak ada usahanya kalau koar2 doang mah anak kecil juga bisa.sampe dana u bansos juga di sikat ramai ramai bantu lah pemerintah kasihan dia.. https://t.co/QyKxgcLIAO';0;1,39E+18;achmads21160315;0;Twitter for Android;0;[];
12/05/2021 02:07;b'@AsepIra44314224 @Tendy75978200 @Kumbara14467594 @ikofurqonmas @B_dzoel @LearnToStruggle @RSipirock @Nicho_Silalahi @DonAdam68 @NurlelySiregar @Gojekmilitan @bachrum_achmadi @hincapandjaitan @d3vilicious @Joentax7 @Ernaku6 @Brunowicaksono @EllocoBenny @korban_politik @monika_monika77 @aniesbaswedan tong tong ngomong balik modal..gimana mau balik modal uang yg ada aja di korupsi teruss..sampai uang u rakyat uang Bansos di korupsi duh parah yaa...trus buzzerRp mana kerjanya katanya mau bantu berantas korupsi...apa nih usahanya u cegah korupsi https://t.co/l2yqECXp40';0;1,39E+18;achmads21160315;0;Twitter for Android;0;[];
12/05/2021 21:37;b'@AyahHanif2 @rahung Korupsi di Papua adlh krn NKRI memang koruptif dan dikuasai oligarki.\nBansos yg di jkt aja diembat apa lg dana otsus di Papua.\nIntinya negara ini gagal. Maka wajarlah Papua ingin merdeka. Kalo negara gagal sejatinya semua ga puas dan ingin merdeka. Baru Papua yg ada momentum.';0;1,39E+18;HHira_1;2;Twitter for Android;0;[];
12/05/2021 07:38;b'@AyaZhou @RadioElshinta Lha iya koruptor juga pada enggak suka ama Novel dkk. \nApalgai kasus kemarin kasus Bansos dan Benur dibongkatnoleh Novel dkk. \nMenurut gw cuma koruptor dan pendukung BuzzeRp yg enggak suka ama tuh orang';0;1,39E+18;ArthantoMoestra;0;Twitter for Android;0;[];
12/05/2021 11:43;b'@BachtiarAbdull5 @RamliRizal Yth. Pak @jokowi, rakyat mohon dg rendah hati agar Bpk minta penjelasan dr pemimpin KPK kaitan TWK dg pemberantasan korupsi. Di saat negara hrs fokus menangani pandemi &amp;0;;;;;;;
12/05/2021 01:11;b'@BandarJuaraNya @rudy30059411 @VeronicaKoman Kalo korupsi bansos kira2 udah diganti rugi apa belum ya sama partainya? Serius nanya';0;1,39E+18;mugiwarasnokuwi;0;Twitter for Android;0;[];
12/05/2021 13:34;b'@BangYose8 @Mustafa11515308 @ekowboy2 Awas ada maling bansos \xf0\x9f\xa4\xa3';0;1,39E+18;NekoBrott;0;Twitter for Android;0;[];
12/05/2021 14:58;b'@bangZhack86 Kontribusi eh maksudnya distribusi hasil curi dana bansos!';0;1,39E+18;RakhmadIrawan7;1;Twitter for Android;0;[];
12/05/2021 01:58;b'@bangZhack86 Tepat sekali...\n\nContohnya: \nAwal adanya RUU OMNIBUS LAW pihak buruh begitu garang menolak..\nTetapi setelah buruh disumpal dengan dana bansos 600rb sebulan selama 4 bulan..\nBuruh auto mingkem...\n\nDan RUU melenggang mnjdi UU OMNIBUS LAW';0;1,39E+18;nandspriatna2;0;Twitter for Android;0;[];
12/05/2021 12:50;b'@Beritasatu Iblis nya ngumpet di dana bansos bu';0;1,39E+18;jojo_botak;0;Twitter for Android;0;[];
12/05/2021 00:36;"b'@BoyMantouw @Dennysiregar7 Bongkar korupsi bansos sampe ke akar"" nya'";0;1,39E+18;Annas89116845;0;Twitter for Android;0;[];
12/05/2021 13:36;b'@BoyMantouw @Dennysiregar7 Jangan cuma itu, bansos sampai dana covid kamu diam';0;1,39E+18;Ridho_017;0;Twitter for Android;0;[];
12/05/2021 08:53;b'@BudiSetyarso @AhmadRi24953035 Mungkinkah ini karena gara2 madam bansos mulai merasa tidak nyaman?';0;1,39E+18;dinauda;0;Twitter for Android;0;[];
12/05/2021 07:15;b'@budiwidagdo2 @jawapos @msaid_didu Kwkwkwkwkw harun masiku dan madam bansos kok gak ditangkap';0;1,39E+18;Awanzamrud;0;Twitter for Android;0;[];
12/05/2021 08:56;b'@Chairulsurya Isi bansos ketika pemerintah kerja keras seperti Raffi Nagita';1;1,39E+18;robynovandre;2;Twitter for Android;0;[];
12/05/2021 18:29;b'@ChomZdelaRoCa Kader partai korupsi bansos udh gak ada yg dipercaya!!!';0;1,39E+18;Akrap214;1;Twitter for Android;0;[];
12/05/2021 05:49;b'@CNNIndonesia bun bansos diperpanjang dong  \xf0\x9f\x98\xad';1;1,39E+18;agustine_ange;0;Twitter Web App;0;[];
12/05/2021 14:00;b'@CNNIndonesia Cara hancurkan rezim sekarang\n\n1. Tar1k du1t di b4nk ramai2\nSolusi&gt;0;;;;;;;
12/05/2021 22:06;b'@CNNIndonesia gue yakin ni org dpt bagian dri bansos';1;1,39E+18;rahmat11636652;0;Twitter for Android;0;[];
12/05/2021 05:28;b'@CNNIndonesia Ibu gak usah kesana,bansos aja ibu kirim buat rakyat papua';1;1,39E+18;anjasmara_ferry;0;Twitter for Android;0;[];
12/05/2021 20:40;b'@CNNIndonesia Ini Muhammadiyah pengen dicap Radikal kali ya ama para penjilat madam bansos';0;1,39E+18;NekoBrott;0;Twitter for Android;0;[];
12/05/2021 22:46;b'@CNNIndonesia Insentif nakes susah tapi dana bansos berlimpah ruah buat.......';0;1,39E+18;alfa_zem;0;Twitter for Android;0;[];
12/05/2021 15:54;b'@CNNIndonesia Sejahat jahatnya Demokrat , meskipun besan SBY di sikat , meskipun Ka Umumnya disikat , meskipun sejawatnya banyak yg dicomot , KPK tetap exix dan bertaji. Kalo sekarang kaga ade Jalunye bro , bubarin aje , ngabisin anggaran , mending buat Bansos ape Pendidikan , anggarannye. \xf0\x9f\x98\xa2';0;1,39E+18;ASpunbond;0;Twitter for Android;0;[];
12/05/2021 22:53;b'@CNNIndonesia Setan2 korupsi bansos malah dikasih perlindungan';0;1,39E+18;Perfect_Laster;0;Twitter Web App;0;[];
12/05/2021 16:15;b'@CNNIndonesia Ya pak otak saya sungsang, la gimana pendidikan saja di negeri ini ga jelas, katanya sih mencerdaskan kehidupan bangsa, cuma ga tahu bangsa yg mana? Tapi btw setidak nya kita masih punya sisi kemanusian pak, daripada pintar tapi korupsi dana bansos';0;1,39E+18;Maanusia_bodoh;0;Twitter for Android;0;[];
12/05/2021 15:27;b'@coromodol Nomer 3/Axis, bank BRI, layak udah dapet bansos';1;1,39E+18;aimrod;7;TweetDeck;0;[];
12/05/2021 08:45;b'@Corona_KafirNw @hrpindra1 @RachlanNashidik Bansos aja deh, itu paling biadab. Menterinya ngembat dana wong cilik di depan mata presiden.';0;1,39E+18;ImanTangankanan;0;Twitter for iPhone;0;[];
12/05/2021 05:40;b'@Corona_KafirNw @RachlanNashidik Candi hambalang sdh tdk laku lg krna yg terbaru Bus karatan jakarta, Kereta cepat jkt bandung mangkrak, Jiwasraya,Asabri,Koruptor Bansos,harun masiku...';0;1,39E+18;raffie_aqmal;1;Twitter for Android;0;[];
12/05/2021 07:10;b'@Corona_KafirNw @RachlanNashidik Cb bandingkan kerugian hambalang dgn bansos gedean mana?';0;1,39E+18;ojo_ruwet;0;Twitter Web App;0;[];
12/05/2021 05:29;b'@Corona_KafirNw @RachlanNashidik Hambalang bae...basih...noh Asabri Jiwasraya..Bansos...TPPI...dan seabrek2 lainnya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 lu mingkem? Cangkemmu \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';0;1,39E+18;FBU72;1;Twitter for Android;0;[];
12/05/2021 08:00;b'@Corona_KafirNw @RachlanNashidik Hambalang masih ada tanah nya, bangunan nya. Kalo bansos? Asabri, jiwasraya? Kemana uang nya?';0;1,39E+18;pramono_yap;0;Twitter for Android;0;[];
12/05/2021 05:41;b'@Corona_KafirNw @RachlanNashidik Hooiii bipang tua, hambalang gak seberapa nilainya dengan korupsi direzim sekarang ini,bansos,Jiwasraya,asabri, gak punya kuota apa ?\nHambalang terus diungkit2 .';0;1,39E+18;hrpindra1;0;Twitter for Android;0;[];
12/05/2021 08:56;b'@Corona_KafirNw @RachlanNashidik Madam Bansos gimana kabarnya???';0;1,39E+18;PecanduKretek;0;Twitter for Android;0;[];
12/05/2021 10:46;b'@danieldokter @AdiWriter @VincentJose @christpramudia @josepsibuea Kau mau kujadikan DUTA BANSOS? https://t.co/NEbZ3yCIve';0;1,39E+18;asliga;0;Twitter for iPhone;0;[];
12/05/2021 05:30;b'@dannyie23 Dapet bansos iya, vaksin gratis, biaya karantina gratis, pengobatan gratis\n\nTp nuntut muluk mereka, seenaknya sendiri';0;1,39E+18;_yuugureRINN69_;0;Twitter for Android;0;[];
12/05/2021 07:05;b'@danyrizkie Alhamdulillah novel dipecat, menuju kpk baru yg bersih tidak berpolitik dan tidak tebang pilih  ??? Itu harun masiku dan madam bansos kok gak tersentuh??.';0;1,39E+18;Awanzamrud;0;Twitter for Android;0;[];
12/05/2021 10:48;b'@daveastrawinata @AyamJuntay @Corona_KafirNw @RachlanNashidik Bansos ditangani dan diungkap kan? Berharap megakorupsi spt Petral, Century gate, dll juga dibongkar.';0;1,39E+18;vdandre3;0;Twitter for Android;0;[];
12/05/2021 16:11;b'@daveastrawinata @vdandre3 @AyamJuntay @Corona_KafirNw @RachlanNashidik Ya jelaslah, era skrg lebih baik. Terbukti kasus2 besar mangkrak (bkn cm hambalang) trjd di era beye, hingga jd PR berat penerusnya. Dipikir gampang apa ngusut kasus besar bgtu, jamannya siapa.. yg dituntut selesaikan siapa..\xf0\x9f\xa5\xb4\xf0\x9f\x98\xacKasus bansos yg brtgjwb dah ditahan, pantau aja trs';0;1,39E+18;nadrpalupi;1;Twitter for Android;0;[];
12/05/2021 13:20;b'@David_kayadu1 @AliNgabalinNew Jangan lupa, makan duit Bansos juga \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3';0;1,39E+18;NekoBrott;0;Twitter for Android;0;[];
12/05/2021 13:59;b'@democrazymedia Koruptor Alutsista itu, yakin pasti berjamaah spt di bansos, E KTP, BLBI dll, akan sulit di ungkap walau oleh Menhan Sendiri..mau sapu bersih korupsi, sapunya hrs bersih dulu, bila tdk dmkn tdk akan efektif...';0;1,39E+18;WikaWitana;0;Twitter for Android;0;[];
12/05/2021 10:56;b'@Dennysiregar7 @KPK_RI @DKIJakarta Apa karena berhasil seret GARONG BANSOS  yang akan seret juga MADAM??? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';0;1,39E+18;Mail91187076;0;Twitter for Android;0;[];
12/05/2021 07:20;b'@Dennysiregar7 @KPK_RI @DKIJakarta Bansos dikorupsi di rezim ini ampun dah..';0;1,39E+18;sonicers_p;0;Twitter for Android;0;[];
12/05/2021 03:45;b'@Dennysiregar7 @KPK_RI @DKIJakarta DAN SEMUA YANG DI NON AKTIVKAN TERNYATA ORANG2 YANG MENGUNGKAP SOAL DANA BANSOS.......';0;1,39E+18;Zahh201189;0;Twitter for Android;0;[];
12/05/2021 13:03;b'@Dennysiregar7 @KPK_RI @DKIJakarta Halah....penjilat seperti anda punya jasa  apa terhdap penegakan korupsi di Indonesia,,koar koar Radikal radikul dan kadrun aja,,banyak kasus korupsi di Indonesia,contohnya Bansos dan BLBI..Anda senyap2 aja..,';0;1,39E+18;jeri_wardani;0;Twitter for Android;0;[];
12/05/2021 06:14;b'@Dennysiregar7 @KPK_RI @DKIJakarta Hhhhh kasus Trasjakarta tuan ahok aman terus ea bang \nBansos jugak aman ea bank \nKasus rumah sakit Sumber waras ea bank \nDll.... \nKlompok @Dennysiregar7  Memang pendukung Para koruptor... \nKerena makanx dari hasil korupsi \nTampa kekerja banting tulang tp dapat Bayaran Meliyaran.';0;1,39E+18;Khobir79M;0;Twitter for Android;0;[];
12/05/2021 00:53;b'@Dennysiregar7 @KPK_RI @DKIJakarta Korupsi bansos gmn? Hilang?';0;1,39E+18;kiscasohl;0;Twitter for iPhone;0;[];
12/05/2021 05:49;b'@Dennysiregar7 @KPK_RI @DKIJakarta Pestapora istana dong, madan bansos, benur lobster, hayoo';0;1,39E+18;donie_bkt;0;Twitter for Android;0;[];
12/05/2021 08:54;b'@Dennysiregar7 @KPK_RI @DKIJakarta Semoga pegawai KPK yg lolos dan katanya punya integritas tinggi..semoga bs bongkar korupsi bansos yg melibatkan kader partainya mbokde.....di tunggu kabarnya';1;1,39E+18;lanang433;0;Twitter for Android;0;[];
12/05/2021 02:59;b'@Dennysiregar7 @KPK_RI @DKIJakarta Semoga yang maling dana bansos covid 19, sebesar 17 milyar di proses juga';0;1,39E+18;iimadearyy;0;Twitter for Android;0;[];
12/05/2021 05:54;b'@Dennysiregar7 @KPK_RI @DKIJakarta Yakin ga belain koruptor?\nKok jarang lihat @Dennysiregar7 \nNgetweet soal Bansos.Bibit Lobsters, Bencimu jangan sampai bikin kamu ga bisa berbuat adil bang..';0;1,39E+18;Jarwo92590389;0;Twitter for Android;0;[];
12/05/2021 11:18;b'@Dennysiregar7 @KPK_RI kenapa kpk juga gak berani nyentuh anak Ki lurah dan madam bansos? tentu bukan hal yg kebetulan saja kalau si thor merah ingin KPK bubar? ya kan?';0;1,39E+18;theaqyal;0;Twitter Web App;0;[];
12/05/2021 03:40;b'@detikcom Akal2an aja ajg ampe kiamat covid di indonesia tuh gak bakalan ilang.\nMudik disalahin pengalihan isu YANG KORUP DANA BANSOS BELOM DIHUKUM MATI. MENOLAK LUPA';0;1,39E+18;primmaroot;0;Twitter for Android;0;[];
12/05/2021 16:45;b'@detikcom Andai negara bisa dikelola dgn baik,bansos tanpa dikorupsi para petugas partai tikus,honor aparat negara yg dipakai menghalau,uang nya dipakai vaksin dan tes swab utk pemudik,uang thr dan gaji ke 13 pejabat,bisa dipakai beli vaksin dan tes swab utk pemudik';0;1,39E+18;Dude17103543;1;Twitter for Android;0;[];
12/05/2021 03:56;b'@detikcom Data positif bertambah -&gt;1;;;;;;;
12/05/2021 08:38;b'@detikcom Klo investor menguasai smua lini kehidupan..trus rakyat harus diam aja...rakyat butuh pekerjaan bukan bansos yang diembat penguasa juga....';0;1,39E+18;MawanViyant;0;Twitter for Android;0;[];
12/05/2021 05:04;b'@detikcom Korup bansos, kebijakan yang linglung, ini dilarang itu dibolehkan, si A tidak mau disalahkan si B tidak mau disalahkan, kepercayaan sebenarnya sudah ada pada awal pandemi tapi luka lama dan kekecewaan sebab yang berakibat rakyat hilang percaya, maka hrs nyalakan tanda bahaya :)';0;1,39E+18;MRSAraw;0;Twitter for Android;0;[];
12/05/2021 08:46;b'@detikcom Masa iya?\nBansos, BLT segera turunkan\nBiar dikorupsi lagi\xf0\x9f\x98\x80\xf0\x9f\x98\x80';0;1,39E+18;Pandi82608468;0;Twitter for Android;0;[];(-)
12/05/2021 16:13;b'@detikcom Nunggu bansos cairr buat pak sopir...tp habiss bersih di korupsi...';0;1,39E+18;SnackRambak;0;Twitter Web App;0;[];
12/05/2021 17:34;b'@Djoked2 Gassss periksa si ngibulin ini OTT dana bansos biar keringet dingin\xf0\x9f\x98\x85\xf0\x9f\x98\x85';0;1,39E+18;alfihalfawii;0;Twitter for Android;0;[];
12/05/2021 13:41;b'@Djoked2 Kayaknya ngabalin tidak terlibat korupsi bansos, tapi terlibat dalam kasus korupsi benih benur';0;1,39E+18;suherman_wan;0;Twitter Web App;0;[];
12/05/2021 12:01;b'@dlgofl04 @SantorinisSun @emak3bocah @evasummerr @amoeroso @DrajadUmbaran @Itoonk1 wow....ini orang kayaknya kurang kasih sayang jd depresi... mbak urusan korupsi sdh ada yg nangani, pejabat lain byk gak cm yg korup. apa yg dilihat cm bansos saja? eh...cb buka hati dan pikiran biar gak judes gt...\xf0\x9f\xa4\xad';0;1,39E+18;panjianom102;0;Twitter for Android;0;[];
12/05/2021 06:07;b'@DonAdam68 Biar pada mampus ketabrak kontainer yg makan dana bansos umat dan keluargabya dipermalukan juga';0;1,39E+18;dodinp40;0;Twitter for iPhone;0;[];
12/05/2021 15:42;b'@DonAdam68 Boneka madam bansos';0;1,39E+18;cebong_hunter;0;Twitter for iPhone;0;[];
12/05/2021 11:54;b'@dzulkarnainov @alieeffputra @nobonkecil @nazaqistsha @KPK_RI Pasti ngga punya data,. Giliran bansos yg sdh jelas2 dikorup dia mingkem ....';0;1,39E+18;putra_jamparing;0;Twitter for Android;0;[];
12/05/2021 03:28;b'@EdiMahaMG Yg 2 org seragam merah di kasus bansos aja lolos apalagi seragamnya kuning.......Seremmmmmm';0;1,39E+18;ganefri63;0;Twitter for Android;0;[];
12/05/2021 09:07;b'@edy_siregar_77 @eraaneh Dianya sendiri satu kandang sama rampok bansos....';0;1,39E+18;Wirajiwa1;0;Twitter for Android;0;[];
12/05/2021 08:27;b'@ekodjasa @KPK_RI ya liat ja koruptor bansos itu harusnya kan kena hukuman mati. tapi ya liat ja kena hukumannya apa. sesuai dengan undang2 atau tidak';0;1,39E+18;Dongolah_2114;0;Twitter Web App;0;[];
12/05/2021 13:57;b'@ekowboy2 @Muslim_AntiPKI Cara menghancurkan rezim sekarang\n\n1. Tar1k du1t di b4nk ramai2\nSolusi &gt;0;;;;;;;
12/05/2021 04:13;b'@ekowboy2 Kardus duren\nMadam bansos\nAnak pak lurah';0;1,39E+18;kaimsasikul;0;Twitter for Android;0;[];
12/05/2021 10:35;b'@EYarech @kangnday @RamadhanNasta @republikaonline penggalangan dana dikorupsi Hamas? Lu ada bukti? Emang di sini ? Dana bansos dimaling?';0;1,39E+18;19farabi76;0;Twitter for Android;0;[];
12/05/2021 04:16;b'@fadjroeL @univ_indonesia @itbofficial Dan sekarang ternyata Korupsi dan Kolusi masih Tumbuh  Subur kang ..\nHARUN MASIKU Belum Mudik...??\nBansos di Curi...';0;1,39E+18;dikdik_ali;0;Twitter for Android;0;[];
12/05/2021 08:17;b'@fadlizon Perang Israel vs Palestina sudah sangat lama berlangsung, pemimpin kita terdahulu juga ga sanggup nyelesain, lalu kenapa kalian menghujat membabi buta pemimpin yg sekarang, klo ada bansos dari pemerintah aja kalian paling depan. Miris!!';0;1,39E+18;Yanto61896024;0;Twitter for Android;0;[];
12/05/2021 11:42;b'@FaisalBasri @RamliRizal Yth. Pak @jokowi, rakyat mohon dg rendah hati agar Bpk minta penjelasan dr pemimpin KPK kaitan TWK dg pemberantasan korupsi. Di saat negara hrs fokus menangani pandemi &amp;0;;;;;;;
12/05/2021 15:39;b'@FaisalBasri Radikal sesungguhnya adalah yang korupsi Bansos utk rakyat kecil.';0;1,39E+18;Haji_Bajuri;0;Twitter for iPhone;0;[];
12/05/2021 14:46;b'@FajarDumadi @LOVE_AG4EVER Tertutup oleh gunung bansos  dan benur   ... mega korupsi \xf0\x9f\x98\x9b';0;1,39E+18;ErSat_Arema;0;Twitter for Android;0;[];
12/05/2021 13:23;b'@fathiadila @biahrtnt Bansos itu namanya ti';1;1,39E+18;Rizprab;0;Twitter for iPhone;0;[];
