Tanggal;Tweets;Sentiment;ID;Screen Name;Banyak Retweet;Source;Retweet Status;Hashtags
12/05/2021 23:00;b'Pemberian bansos secara langsung jadi bukti kehadiran #DukungKebaikanUntukNKRI https://t.co/aINrylBdha';;1,39E+18;totebagjingga;0;Twitter Web App;0;['DukungKebaikanUntukNKRI']
12/05/2021 23:00;b'Pemberian bansos secara langsung jadi bukti kehadiran\n#DukungKebaikanUntukNKRI https://t.co/HL7byshVpg';;1,39E+18;Jossynat0;0;Twitter Web App;0;['DukungKebaikanUntukNKRI']
12/05/2021 23:00;b'Pemberian Bansos secara langsung akan menjadi bukti kehadiran negara ditengah masyarakat\n#DukungKebaikanUntukNKRI https://t.co/HKe8ldIl2g';;1,39E+18;Vikavik81617927;0;Twitter Web App;0;['DukungKebaikanUntukNKRI']
12/05/2021 23:00;b'Pemberian bansos secara langsung jadi bukti kehadiran #DukungKebaikanUntukNKRI https://t.co/Nc72tKreMC';;1,39E+18;Bunga0205;0;Twitter Web App;0;['DukungKebaikanUntukNKRI']
12/05/2021 22:53;b'@CNNIndonesia Setan2 korupsi bansos malah dikasih perlindungan';;1,39E+18;Perfect_Laster;0;Twitter Web App;0;[]
12/05/2021 22:51;b'Nyata akhirnya Janji Pak @jokowi penguatan ??? Berani tangkap Madam Bansos n Koruptor PECAT.\n#BeraniJujurPecat \n\nAlangkah Lucunya negeri ini. https://t.co/MNhzfbgtdI';;1,39E+18;simobawa;0;Twitter for Android;0;['BeraniJujurPecat']
12/05/2021 22:46;b'@CNNIndonesia Insentif nakes susah tapi dana bansos berlimpah ruah buat.......';;1,39E+18;alfa_zem;0;Twitter for Android;0;[]
12/05/2021 22:46;b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp;;;;;;;
12/05/2021 22:45;b'@ZHARAF8 @TheKopRossonero @ulil Itu mah imajinasi..... Imajinasi penikmat korupsi BANSOS';;1,39E+18;ICHANKsrg2;0;Twitter for Android;0;[]
12/05/2021 22:40;b'@txtdrpemerintah Bansos aja ditilep.. apalagi.. hmmmm';;1,39E+18;fadhilahazis;0;Twitter for iPhone;0;[]
12/05/2021 22:37;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;ABudima68828545;137;Twitter for Android;1;[]
12/05/2021 22:33;b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp;;;;;;;
12/05/2021 22:27;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;DjafarHasny3;137;Twitter for Android;1;[]
12/05/2021 22:27;b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp;;;;;;;
12/05/2021 22:26;b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp;;;;;;;
12/05/2021 22:25;b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp;;;;;;;
12/05/2021 22:19;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;izraseven;137;Twitter Web App;1;[]
12/05/2021 22:06;b'@CNNIndonesia gue yakin ni org dpt bagian dri bansos';;1,39E+18;rahmat11636652;0;Twitter for Android;0;[]
12/05/2021 22:02;b'@GyatWidyas @ZHARAF8 @ulil Kita tunggu penanganan korupsi bansos, makin maju atau justru tenggelam';;1,39E+18;RinaUmmuZhafira;0;Twitter for Android;0;[]
12/05/2021 22:01;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;BalagiDico;137;Twitter for Android;1;[]
12/05/2021 22:00;b'@Markonah_002 Bipangers kenapa pada nyinyir masalah palestina ya? Kan harusnya seneng masalah KPK, bansos dll sedikit teralihkan. \nMoslembongs, shia &amp;;;;;;;
12/05/2021 21:58;b'@AmMuliadi @Corona_KafirNw @RachlanNashidik Korupsi lobster gk seberapa om,, koruptor bansos layak  di hukum mati';;1,39E+18;AyamJuntay;0;Twitter for Android;0;[]
12/05/2021 21:37;b'@AyahHanif2 @rahung Korupsi di Papua adlh krn NKRI memang koruptif dan dikuasai oligarki.\nBansos yg di jkt aja diembat apa lg dana otsus di Papua.\nIntinya negara ini gagal. Maka wajarlah Papua ingin merdeka. Kalo negara gagal sejatinya semua ga puas dan ingin merdeka. Baru Papua yg ada momentum.';;1,39E+18;HHira_1;2;Twitter for Android;0;[]
12/05/2021 21:32;b'@WajahPribumiii @panca66 Mereka2 ini ada kasusnya korupsi bansos gak??\n\nWalau Asabri dan Jiwasraya total korupnya gede amat,.\nTp terasa ga sekejam korupsi bansos..';;1,39E+18;Drhevo1;0;Twitter for Android;0;[]
12/05/2021 21:30;b'@AlissaWahid Jangan jauh jauh mbak @AlissaWahid  BANSOS aja d koruppp.. hadeuuhhhhh';;1,39E+18;Adehuda4;0;Twitter for Android;0;[]
12/05/2021 21:24;b'Pada kagak kebagian bansos ape begimana nih? Sampe ngejarah segala https://t.co/wxosptqwpu';;1,39E+18;zuhzuhzuhh;0;Twitter for Android;0;[]
12/05/2021 21:24;b'@MSApunya Pakabar bansos https://t.co/oY5a5Wxq17';;1,39E+18;SarminaUsman;0;Twitter for Android;0;[]
12/05/2021 21:22;b'@PutraWadapi Kasus bansos yg melibatkan pejabat dan anak pejabat blum diapa2in https://t.co/iul4z7AGZD';;1,39E+18;SarminaUsman;0;Twitter for Android;0;[]
12/05/2021 21:16;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;Puji83887483;137;Twitter for Android;1;[]
12/05/2021 21:15;b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6';;1,39E+18;roeslie81;338;Twitter for Android;1;[]
12/05/2021 21:04;b'min numpang tanya, apakah bansos covid19 dr Kemensos bisa di alihkan secara sepihak ? apakah di alihkan dari Kemensos https://t.co/VpjPvnvyMk';;1,39E+18;jimmyherdyansy2;0;Twitter for Android;0;[]
12/05/2021 21:00;b'@KoneksiRasa @sahidnegara90 @KomandanRmp @rezs_29 @kumenangis_ @dianafithras emang bansos \xf0\x9f\x99\x84';;1,39E+18;Mend0an_;0;Twitter for Android;0;[]
12/05/2021 21:00;b'Rebutan bansos https://t.co/OS5MlUWfnK';;1,39E+18;PojokAtleti;0;Twitter for Android;0;[]
12/05/2021 20:50;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;lukman2001;137;Twitter for Android;1;[]
12/05/2021 20:49;b'@YanHarahap @KPK_RI @jokowi Ingat kasus maikarta kasus harun masiku kasus bansos kemensos kasus bupati nganjuk dalam penanganan penyidik kpk.. Kenapa sebagian besar penyidiknya tidak lolos test kebangsaan menjadi ASN. Apakah kpk mulai dilemahkan sampai kapan korupsi bisa tuntas.. Jawabannya menunggu ...???';;1,39E+18;Gatot86057213;0;Twitter for Android;0;[]
12/05/2021 20:45;b'RT @KataBewe: PEMBUSUKAN di KPK makin DEGIL &amp;;;;;;;
12/05/2021 20:45;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;Frezaacoy;137;Twitter for Android;1;[]
12/05/2021 20:40;b'@CNNIndonesia Ini Muhammadiyah pengen dicap Radikal kali ya ama para penjilat madam bansos';;1,39E+18;NekoBrott;0;Twitter for Android;0;[]
12/05/2021 20:38;b'@panca66 @KPK_RI Kpk jekas 2 dilemahkan dg tidak lolosnya penyidik senior kpk dalam test kebangsaan menjadi sarat ASN yg diadakan BKN kpk adalah hantu bagi para koruptor. Para Penyidik kpk yg menangani kasus besar tindak korupsi Bansos kemensos.. Maikarta harun masicu bupati nganjuk';;1,39E+18;Gatot86057213;0;Twitter for Android;0;[]
12/05/2021 20:32;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;gindoduri;137;Twitter for iPhone;1;[]
12/05/2021 20:26;b'@fnursyamsi @5194b @PSHKIndonesia Benar sekali ini. Bukan hanya bansos, tapi korupsi akan menjadi makin masif di banyak sektor jika gawang penanganan dan pemberantasannya lemah.';;1,39E+18;joniyulianto;0;Twitter for iPhone;0;[]
12/05/2021 20:22;b'RT @fnursyamsi: @5194b Dampaknya terlalu, jadi harus terus melawan. Kelompok difabel dirugikan jika para penyidik yang berhasil mengungkap\xe2\x80\xa6';;1,39E+18;joniyulianto;2;Twitter for iPhone;1;[]
12/05/2021 20:20;b'RT @fnursyamsi: @5194b Dampaknya terlalu, jadi harus terus melawan. Kelompok difabel dirugikan jika para penyidik yang berhasil mengungkap\xe2\x80\xa6';;1,39E+18;5194b;2;Twitter for iPhone;1;[]
12/05/2021 20:19;b'@IpoengSoemadi @MrsRachelIn @RachlanNashidik Betul...dan sudah terbukti Pengacau NKRI adalah Gerombolan MALING Bansos yg sok paling nkri...\nNamanya juga Maling apalagi Maling duit rakyat gk akan mau di bilang maling...apalagi sedang berkuasa...';;1,39E+18;Ahmad41400773;0;Twitter for Android;0;[]
12/05/2021 20:12;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;kartikaDeee;137;Twitter for Android;1;[]
12/05/2021 20:06;b'#BeraniJujurPecat\nMendukung pemecatan 75 anggota kpk, dan mengganti dengan personil baru yg lebih bersih berani dan tidak berpolitik, berani tangkap harun masiku dan madam bansos';;1,39E+18;Awanzamrud;0;Twitter for Android;0;['BeraniJujurPecat']
12/05/2021 20:04;b'@idtodayco Jangan pilih partai yang kerjanya perampok uang bansos di saat wong cilik membutuhkan bantuan. Biadab tak bermoral';;1,39E+18;WalangKakek;0;Twitter for Android;0;[]
12/05/2021 20:02;b'@PKSejahtera @MardaniAliSera Sebab Kasus Bansos Harus di TUTUP segera.  Kalau ngak Madam gawat .  Tapi Kalau 75 Sudah non aktif.  Semua data Mereka Sudah copy ngak ya.  Ramai lho nantinya Heheheheh';;1,39E+18;Siahaan8Lambok;0;Twitter for iPhone;0;[]
12/05/2021 20:01;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;R_Soentana;137;Twitter for Android;1;[]
12/05/2021 19:59;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;RafianiR;137;Twitter for Android;1;[]
12/05/2021 19:52;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;BengkalisSutan;137;Twitter for Android;1;[]
12/05/2021 19:51;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;etwinariawanda;137;Twitter for Android;1;[]
12/05/2021 19:30;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;PututKarang;137;Twitter for Android;1;[]
12/05/2021 19:25;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;Gotun05;137;Twitter for Android;1;[]
12/05/2021 19:24;"b'RT @angga_rusmanto: @tempodotco Ini semua akal""an utk menghambat kelanjutan korupsi bansos, benur &amp";;;;;;;
12/05/2021 19:15;b'@republikaonline @safirasafifra Terkait mamih bansos kalii yaa ?? \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81';;1,39E+18;putra_jamparing;0;Twitter for Android;0;[]
12/05/2021 19:10;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;YaqutYazid;137;Twitter for Android;1;[]
12/05/2021 19:07;b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6';;1,39E+18;ariesukray;338;Twitter for Android;1;[]
12/05/2021 19:05;b'@jokowi Teman sejati itu tidak korupsi dana bansos untuk rakyat nya\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85. Indonesia rakyat nya juga butuh pak.';;1,39E+18;Sofyan01682105;0;Twitter Web App;0;[]
12/05/2021 19:03;b'@Taufik_06 busyet..jatah..wmang bansos...\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3...sue lu brooh..\nsalam perrsaudaraan\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f';;1,39E+18;Jackarthur05;0;Twitter for Android;0;[]
12/05/2021 18:56;b'dapet thr aja udah bersyukur apalagi dapet korupsi bansos';;1,39E+18;strioydn;0;Twitter for Android;0;[]
12/05/2021 18:53;b'@panca66 @WajahPribumiii semua di jaman SBY. Cuman Bansos di jaman jokowi wkwkwkw. Kang fitnah. Kang mangkrak';;1,39E+18;Katonn98;0;Twitter for Android;0;[]
12/05/2021 18:43;b'Kadang suka mikir, ya allah tanah air kok gini amat ya. \nKalo mau yg bawah tertib, tertibin dulu tuh dana bansos.';;1,39E+18;merryjuana22;0;Twitter for Android;0;[]
12/05/2021 18:33;b'@asamlambonk Nanti kalau ada om om yg ngirimin dana korupsi bansos gimana';;1,39E+18;hanifmutho_;0;Twitter for Android;0;[]
12/05/2021 18:29;b'@ChomZdelaRoCa Kader partai korupsi bansos udh gak ada yg dipercaya!!!';;1,39E+18;Akrap214;1;Twitter for Android;0;[]
12/05/2021 18:22;b'Sugar daddy seminggu berani ngasi 100jt \nItu nyari duitnya trading apa ngehack dana bansos dah';;1,39E+18;donny_pangestu1;0;Twitter for Android;0;[]
12/05/2021 18:20;b'RT @PAWANGNYAJINUK: @sarangeyok @kdrama_menfess Itu mah sudah sangat jelas\n\nAnggaran bansos copit dipake buat seneng-seneng\nKasus anak angg\xe2\x80\xa6';;1,39E+18;sweetricecakeee;2;Twitter for Android;1;[]
12/05/2021 18:19;b'@jpnncom Korupsi bansos itu masuk kategori peduli &amp;;;;;;;
12/05/2021 18:18;b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6';;1,39E+18;gusadhie1;338;Twitter for Android;1;[]
12/05/2021 18:10;b'RT @pndgmsh_: @SantorinisSun coba kalo pemerintah lebih konsisten sama kebijakannya, lebih adil ke wni dan wna\nga ada drama korupsi bansos,\xe2\x80\xa6';;1,39E+18;farelamer;13;Twitter for iPhone;1;[]
12/05/2021 18:09;b'@UyokBack demi Anak Pak Lurah &amp;;;;;;;
12/05/2021 18:06;b'@xzdsh bawa bansos aja';;1,39E+18;txtdarines;0;Twitter for Android;0;[]
12/05/2021 18:02;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;Rafifijlal02;137;Twitter for Android;1;[]
12/05/2021 17:50;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;Rozi17136983;137;Twitter Web App;1;[]
12/05/2021 17:47;b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6';;1,39E+18;PututKarang;338;Twitter for Android;1;[]
12/05/2021 17:45;b'@Gelombangpasan2 @FerdinandHaean3 Yang korupsi bansos kau sebut bapak apa? Yg korupsi Asabri kau sebut bapak apa? Yg SP3 BLBI kau sebut bapak apa?';;1,39E+18;Herys46229010;0;Twitter for Android;0;[]
12/05/2021 17:43;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;JohnZEddi1;137;Twitter Web App;1;[]
12/05/2021 17:39;b'RT @aimrod: @coromodol Nomer 3/Axis, bank BRI, layak udah dapet bansos';;1,39E+18;jonLutty;7;Twitter for iPhone;1;[]
12/05/2021 17:39;b'Tim Gerak Cepat Seroja Kupang, Perjaka 30, Ropes, Alas 30 Jakarta Menyalurkan Bansos https://t.co/rZcNO73Po5 https://t.co/6fhtCOgzey';;1,39E+18;statusternate;0;dlvr.it;0;[]
12/05/2021 17:38;b'Penyaluran Bansos Berlanjut di 2021 Target 8 Juta Orang, Cek Penerima di https://t.co/b40YoDzdhv https://t.co/4TzDh3tiTi banjarmasinpost https://t.co/qWxHnS5BQp';;1,39E+18;banjarmasinpost;0;dlvr.it;0;[]
12/05/2021 17:38;b'Yayasan AL-Jabbar Bagikan Bansos kepada Yatim dan Dhuafa https://t.co/asiYBFX5Z0 https://t.co/dQbw41sC1e';;1,39E+18;penakunews;0;dlvr.it;0;[]
12/05/2021 17:38;b'Penyaluran Bansos Berlanjut di 2021 Target 8 Juta Orang, Cek Penerima di https://t.co/dHpzjGjkKR https://t.co/wJ6J4xkJLJ https://t.co/CXf9CtMEL3';;1,39E+18;Berita_TU;0;dlvr.it;0;[]
12/05/2021 17:37;b'Penyaluran Bansos Berlanjut di 2021 Target 8 Juta Orang, Cek Penerima di https://t.co/Z4jngTgbZc https://t.co/jChnZHC1UI https://t.co/Hrsf5b4Ida';;1,39E+18;aladin_archer;0;dlvr.it;0;[]
12/05/2021 17:37;b'Penyaluran Bansos Berlanjut di 2021 Target 8 Juta Orang, Cek Penerima di https://t.co/YrnKUuQrf1 https://t.co/mCgLuQIqKy https://t.co/UiVHrjzTnm';;1,39E+18;ttataanita_;0;dlvr.it;0;[]
12/05/2021 17:37;b'Penyaluran Bansos Berlanjut di 2021 Target 8 Juta Orang, Cek Penerima di https://t.co/J6VIH6mqun https://t.co/AXXbnie0TI https://t.co/Yme66Fh9vT';;1,39E+18;YamaniRamlan;0;dlvr.it;0;[]
12/05/2021 17:37;b'Penyaluran Bansos Berlanjut di 2021 Target 8 Juta Orang, Cek Penerima di https://t.co/ZWLt4KxpTo: Bantuan yang pencairannya dipercepat adalah pemerintah adalah Program Keluarga Harapan, Program Sembako, Bantuan Sosial Tunai (BST) dan BLT Dana Desa. https://t.co/qRDvebTp4I https://t.co/fZhMguxvon';;1,39E+18;BNews_Borneo;0;dlvr.it;0;[]
12/05/2021 17:37;b'RT @rahung: Tentu saja kalian gembira. Harun Masiku dan Blockchain Bansos. Bukan begitu Wak Haji @budimandjatmiko?';;1,39E+18;Rh_Kurniawan;26;Twitter for Android;1;[]
12/05/2021 17:35;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;Seftian1892;137;Twitter for Android;1;[]
12/05/2021 17:34;b'@Djoked2 Gassss periksa si ngibulin ini OTT dana bansos biar keringet dingin\xf0\x9f\x98\x85\xf0\x9f\x98\x85';;1,39E+18;alfihalfawii;0;Twitter for Android;0;[]
12/05/2021 17:27;b'@aik_arif @chandra_dewi29 Emang skr zamannya binatang acr takbiran di jaga pakai laras panjang mall di biarin berdesakan, KPK di lemahkan, BANSOS JIWASRAYA BPJS Di garong, TKA di biarkan masuk, org lebaran di suruh makan BIPANG. Ngak salah kalau Faisal basri bilang bangkrut Moral \xf0\x9f\x91\x8e\xf0\x9f\x8f\xbf';;1,39E+18;mak_bento;0;Twitter for iPhone;0;[]
12/05/2021 17:23;b'RT @radiomercury96: Distribusi bansos kacau, Kodrat Sunyoto: Jangan kambinghitamkan Kepala Desa via @radiomercury96 https://t.co/xwa7e1ja89';;1,39E+18;kotafm881;1;Twitter for iPhone;1;[]
12/05/2021 17:21;b'@TRendusara @msaid_didu Gmn kelanjutannya kasus bansos Ngabalin??';;1,39E+18;Roby82026070;0;Twitter for Android;0;[]
12/05/2021 17:11;b'@Syarman59 @Yoyonenindyo Mungkin bansos canda juga ya...,canda sos..';;1,39E+18;kill_buzzerp;0;Twitter for Android;0;[]
12/05/2021 17:10;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;saefulfihri;137;Twitter for iPhone;1;[]
12/05/2021 17:09;b'@Zaky795 @Faqihabdulqodir @febridiansyah hahaha thr udah cair blm orang ngurus korupsi yg lebih gede juga bNyak yg sudah terbukti korupnya bukan baru dugaan asabri bansos harun nasimu dll ???';;1,39E+18;agusdewo6;0;Twitter for Android;0;[]
12/05/2021 17:09;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';;1,39E+18;saifuleanware;137;Twitter Web App;1;[]
