Tanggal;Banyak Retweet;Tweet;Terjemah
17/05/2021 00:59;0.0;pada tinggal depok vaksin sunter depok gitu acara apa rw rumah cuy seperti  semprot dbd iur bulan bansos covid pake nametag gaada logo kemenkes maksa banget lgi;when you stay in depok, the sunter depok vaccine is like that, what's the event in your house, like spraying dengue fever, the contribution for the month of social assistance, covid, using a nametag, there's no logo of the ministry of health, it's really pushy
17/05/2021 01:00;0.0;asabri bansos jiwasraya reklamasi meykarta trans jkrt sumbdr waras ekonomi hancur sukses;asabri social assistance, jiwasraya, reclamation of meykarta, trans jkrt, sumbdr, sane, economy, destroyed, successful
17/05/2021 01:10;0.0;terobos mensos tri rismaharini kabinet indonesiamaju presiden kenal dtks data padu sejahtera sosial guna butuh masyarakan daftar terima bansos lapor temu seleweng;social welfare minister tri rismaharini breakthrough indonesian cabinet forward president knows dtks data for solidarity in social welfare in order to need the public to register for social assistance, report deviant meetings
17/05/2021 01:13;0.0;henti program bansos unfaedah;stop the useless social assistance program
17/05/2021 01:15;1.0;tuhan semayam gubuk miskinterus dana bansos semayam tau;god is like a poor hut, so the social assistance funds are like you know
17/05/2021 01:16;0.0;makan dana bansos setan;eat the devil's social assistance fund
17/05/2021 01:18;0.0;indonesia ssaya india berkat bakat suport sistem situasi kondisi 1 bonus wisata 2 perintah 2m mencla mencle 3 pilkada 4 korupsi bansos 5 langgar atur;indonesia ssaya india thanks to talent support system situation conditions 1 tourist bonus 2 orders 2m mencla mencle 3 pilkada 4 corruption bansos 5 breach of regulation
17/05/2021 01:55;0.0;pilar bansos desa kedungpadang;kedungpadang village social assistance pillar
17/05/2021 01:56;0.0;ambulance hasil infak padang bukti donasi sunat bansos;ambulance from padang infaq, proof of donation for social assistance circumcision
17/05/2021 02:04;0.0;kapitra wakil pedeipe partai yang ingin kpk hancur karena tahu kader rampok dana bansos;the head of the party's pedeipe representative who wants kpk to be destroyed because he knows that cadres have stolen social assistance funds
17/05/2021 02:09;0.0;bank rame bansos;social assistance bank
17/05/2021 02:09;0.0;titip korupsi bansos hukum mati tidak;give corruption, social assistance, the death penalty is not
17/05/2021 02:15;0.0;seng korupsi bansos sido hukum matek ora;zinc, corruption, social assistance, sido, law, matek ora
17/05/2021 02:20;0.0;bansos korupsi primitif laku cc;primitive corruption social assistance sells cc
17/05/2021 02:44;1.0;43 t bpjs jiwasraya bansos asabri prakerja lobster makasih jok;43 t bpjs jiwasraya bansos asabri lobster pre-employment thanks for the seat
17/05/2021 02:53;0.0;mending vaksin lambat bansos korup anggur sana solat ajah tidak aman 2 ajah tidak aman kalau tidak dukung at least tidak masalah dukung sana ngerasain seperti sana juga harap nolong ato donasi;it's better if the vaccine is slow, social assistance corrupts the wine, just praying, it's not safe, it's not safe if you don't support it, at least it's okay to support it, feel like it too, please help or donate
17/05/2021 03:07;0.0;saat cina sudah nisa bikin tablet tipis curi duit dana bansos covid ambyar;when china is ready to make thin tablets, they steal money from the social assistance funds for covid-19
17/05/2021 03:10;0.0;keren mata dunia syukur kurang dana bansos harun masiku leewaaat tuhan indonesia gubuk 2 rakyat;cool, the eyes of the world are grateful for the lack of social assistance funds, harun masiku leewaaat, god of indonesia, the hut of 2 people
17/05/2021 03:15;0.0;bansos libat lurah madam bansos sih;social assistance involves the village head madam for social assistance
17/05/2021 03:23;0.0;atur galang dana untuk bansos atur perintah pusat daerah;arrange fundraising for social assistance, arrange regional center orders
17/05/2021 03:34;0.0;rapide tes bekas bandara kualanamu akibat dirut dirop pecat anggap tanggung jawa dengan laku bawah beda laku dengan korupsi bansos mensos;rapide tests the former kualanamu airport due to the dismissal of the ceo of dirop, assumes responsibility by acting under different behavior from corruption, social assistance, minister of social affairs
17/05/2021 03:37;14.0;ngarep bansos ngumpulin donasi mikirrr;hoping for social assistance to collect donations thinking
17/05/2021 03:49;0.0;terima bansos masyarakat daftar new data padu sejahtera sosial dtks jokowi;receive social assistance, register for new data for social welfare, dtks jokowi
17/05/2021 03:53;;asbab bubar tangan blbi serta turun bansos karena arah petinggi partai kuasa usia fix barbuk milik negara jual  ;asbab disbanded blbi and dropped social assistance because of the direction of the party officials in the power of fixing the age of the state-owned barbuk to sell 
17/05/2021 03:58;0.0;bansos kroupsi tuanm bong;lord bong corruption assistance
17/05/2021 04:01;0.0;coba madam bansos;try madam bansos
17/05/2021 04:04;0.0;cebong tolol bantu doong susah sisihin sisa korup bansos kek;stupid cebong, please help, it's hard to get rid of the rest of the corrupt social assistance, kek
17/05/2021 04:10;0.0;harun masiku bansos ganjal twk haikal hassan bubar;harun masiku bansos bans twk haikal hassan disbanded
17/05/2021 04:11;0.0;a balikin uang korupsi bansos harun masiku korupsi 2 lainnyab korupsic stop islamophobia intoleransid stop radikal-radikule jujur;a return money corruption, social assistance, harun masiku, corruption, 2 othersb corruption, stop islamophobia, intolerance, stop honest radicals
17/05/2021 04:13;1.0;a balikin uang korupsi bansos harun masiku korupsi 2 lainnyab korupsic stop islamophobia in;a return money for corruption, social assistance, harun masiku, corruption, 2 othersb, corruption, stop islamophobia in
17/05/2021 04:15;0.0;tukang curi bansos;social assistance thief
17/05/2021 04:17;0.0;belagu sok haram duit bansos elo garong;belagu pretending to be illegal, your social assistance money is illegal
17/05/2021 04:18;0.0;kapitra garong bansos bupati nganjuk kalau pro jegal singkir;kapitra robbed the social assistance of the regents saying that the pros would get out of the way
17/05/2021 04:26;;ngarep hutang tangan pandemi kalau cair sikat seperti  bansos  ;expect pandemic hand debt if it's liquid it's like social assistance 
17/05/2021 04:28;0.0;enak korupsi bansos tidak susah payah sebar no rek;it's good that social assistance corruption is not difficult to spread account numbers
17/05/2021 04:33;0.0;perintah jokowi gas poll reformasi birokrasi new data padu kesejahteraab sosial masyarakat daftar cek data terima bansos lapor;jokowi's order, gas poll, bureaucratic reform, new data, community social welfare, checklist, data, receive social assistance, report
17/05/2021 04:42;0.0;parte bansos ktp;ktp social assistance party
17/05/2021 04:43;8.0;senin 17 mei 2021 kasat binmas polres rau akp sutrisno s h bagi bansos sdr yohanes ireuw papua alamat jalan durian iii gg perkasa kel tanjung redeb menghimbau dukung bijak perintah otonomi papua;monday 17 may 2021, rau regional police headquarters, akp sutrisno, sh for social assistance, mr. yohanes ireuw, papua, jalan durian iii, gg perkasa, tanjung redeb, urges wise support for papua's autonomy order
17/05/2021 04:43;59.0;sidik kpk belah kelompok dukung usut tuntas korupsi dana bansos tidak kelompok dukung henti halus tes wawasan bangsa;kpk fingerprint splits support group to thoroughly investigate corruption in social assistance funds not support group stops smooth test of nation's insight
17/05/2021 04:44;0.0;tidak kaum bani bipang jiwasraya asabribansose ktpaahh terhi gga;no, the bani bipang, jiwasraya, asabibansose, ktpaahh, are unlimited
17/05/2021 04:45;0.0;bang orang teriak pancasila nkri banyak biadab bansos tilap blum;bro, people shouting pancasila, there are a lot of barbarians for social assistance, but not yet
17/05/2021 04:45;3.0;upaya intelejen bungkam suara fpi jahat korupsi bansos hasil;intelligence efforts to silence the evil fpi's voice, social assistance corruption, results
17/05/2021 04:46;1.0;hukum gulir kabar korupsi bansos covid 19 simak rangkum fakta;the law scrolls the news of corruption for the social assistance social assistance covid 19, see the summary of facts
17/05/2021 04:46;59.0;sidik kpk belah kelompok dukung usut tuntas korupsi dana bansos tidak kelompok dukun;kpk fingerprint divides support group to thoroughly investigate corruption in social assistance funds, not shaman group
17/05/2021 04:47;0.0;pecat tanggung serah pimpin siapa 3 bansos benur dll-nya seperti edy tansil;fire, handover, lead, who are the 3 social aids for fries, etc. like edy tansil
17/05/2021 04:53;0.0;indonesia pancasila maling bansos;indonesia pancasila thief bansos
17/05/2021 05:06;0.0;suplai bansos abin;abin social assistance supply
17/05/2021 05:09;9.0;tayang tarik berfikir jabat kalah edan setan karena setan cuka ganggu manusia tilep dana bansos;show the show, think, shake, lose, crazy, the devil because the vinegar devil disturbs people with social assistance funds
17/05/2021 05:17;0.0;hahahaha anak pintar jngn 2 duit bansos pikir;hahahaha smart kid don't think 2 money for social assistance
17/05/2021 05:22;17.0;ini berita juli 2020 cek israel kpk kuat kpknya kpknya lemah olh twk tes wawasan bangsa bansos coronanya sunat warga nuntut netanyahu israel tuntut netanyahu mundur korupsi corona;this is july 2020 news check israel kpk is strong kpk is weak
17/05/2021 05:24;0.0;new data padu sejahtera sosial dtks masyarakat daftar terima bansos lapor jokowigaspolreformasibirokrasi;new data on social welfare, community dtks, register to receive social assistance, report to jokowigaspol, bureaucratic reform
17/05/2021 05:25;17.0;ini berita juli 2020 cek israel kpk kuat kpknya kpknya lemah olh twk tes wawasan bangsa bansos co;this is july 2020 news check israel kpk is strong kpk is weak
17/05/2021 05:38;0.0;bagimana kirim bansos hilang;how to send lost social assistance
17/05/2021 05:41;0.0;ngarep bansos blt lagak cari donasi sono;hoping for social assistance blt acting looking for donations sono
17/05/2021 05:44;9.0;tayang tarik berfikir jabat kalah ed;show drag, think, shake, lose ed
17/05/2021 05:59;0.0;ayo beri bansos;let's give social assistance
17/05/2021 06:08;0.0;tad bansos cair kerongkongan seret neh;tad social assistance, the throat is dragging
17/05/2021 06:11;0.0;testimoni jokitugas by twinniemil 0ve90 makalah korupsi bansos politik;testimony jokitugas by twinniemil 0ve90 political social assistance corruption papers
17/05/2021 06:12;0.0;bansos miskin maling menteri;minister's thief thief
17/05/2021 06:15;0.0;bansos sergap  banser;bansos ambush banser
17/05/2021 06:17;107.0;geisz chalifa to faldo maldinibgm psi serap anggar jaman ahok jaman ahok tdk;geisz chalifa to faldo maldinibgm psi absorbs ahok era fencing ahok era does not
17/05/2021 06:25;0.0;juga siram novel baswedan celakain ahli it di tol lupa siapa nmnya herman bukan madam bansos korup asabri jiwasraya lapindo bongkar kalau mau ng bongkar bobrok orang jangan tanggung;also flush the novel baswedan woe, the expert on the toll road forgot who the name was herman, not the corrupt social assistance madam, asabri jiwasraya, lapindo, if you want to dismantle it, don't be responsible.
17/05/2021 06:29;0.0;semenjak bansos tarik bni bni tidak nyaman nasabah;since the social assistance has been withdrawn from bni bni, customers are not comfortable
17/05/2021 06:38;0.0;daftar terima bansos;sign up for social assistance
17/05/2021 06:43;1.0;ngarep bansos ngumpulin donasi mikirrrkomikita;hoping for social assistance collecting donations, thinking rrkomikita
17/05/2021 06:49;0.0;ah bingung niih konflik bansos;ah, i'm confused about the social assistance conflict
17/05/2021 06:52;2.0;biasanya kalau seperti  begitu program tri agama bisa izin g;usually, if that's the case, the tri-religious program can get permission
17/05/2021 07:04;0.0;kalau korupsi dana bansos teliti yaaa;if the social assistance fund is corrupt, be careful, okay?
17/05/2021 07:09;0.0;abang saran salur bansos bri satu think out of the box bang;bro, advise on the distribution of social assistance channels, bri one, think out of the box, bro
17/05/2021 07:21;;komen selektif;selective comments
17/05/2021 07:28;0.0;realisasi anggar pen rp172 3 triliun bansos tunai 98 39;realization of pen budget rp172 3 trillion cash assistance 98 39
17/05/2021 07:37;0.0;beli pake duit bansos korup gerombol cebong yahudi pesek mknya cebong yahudi pesek th 2024 wajib binasa sampah khianat nkri;buy using social assistance money, corrupt, smack jewish gangs, the snub jewish tadpole in 2024, must be destroyed, treacherous trash, homeland
17/05/2021 07:41;1.0;pemkot bandar lampung bantu keluarga alfansyah shakeel 4 bocah hanyut drainase pasar tugu gang bukit i lurah kebon jeruk camat tanjungkarang timur hanyut bocah bansos lampung lampostco;bandar lampung municipal government helps alfansyah shakeel's family, 4 children washed away by the drainage of tugu alley market, i lurah kebon jeruk, east tanjungkarang sub-district, washed away the children from social services lampung lampostco
17/05/2021 07:43;1.0;pemkot bandar lampung bantu keluarga alfansyah shakeel 4 bocah hanyut drainase pasar tugu;the city government of bandar lampung helps alfansyah shakeel's family 4 children are washed away by the monument market drainage
17/05/2021 07:48;0.0;sidang suap bansos covid 19 hakim cecar saksi rapat hadir juliari batubara covid covid 19;trial for bribery for social assistance covid 19 judges searched for witnesses to the meeting present juliari coal covid 19
17/05/2021 07:51;0.0;meh klambi partai ta bansos ta erigo lak attitude mu apik respect;meh klambi party ta social assistance ta erigo lak your attitude is good respect
17/05/2021 08:08;3.0;saksi 2 korupsi bansos covid 19 dakwa mantan tri sosial juliari p batubara dengar terang hadap majelis hakim jpu kuasa hukum dakwa 17 5  8mes;witness 2 corruption bansos covid 19 indicted former tri social juliari p coal heard clearly before the panel of judges jpu attorney indicted 17 5 8mes
17/05/2021 08:09;3.0;saksi 2 korupsi bansos covid 19 dakwa mantan tri sosial juliari p batubara dengar terang;witness 2 corruption of social assistance covid 19 indicts former tri social juliari p coal listen to the light
17/05/2021 08:10;6.0;puji tuhan masyarakat indonesia tidak butuh bansos bpjs bukti 62 kaya 2;praise god, indonesian people don't need social assistance, bpjs proof 62 rich 2
17/05/2021 08:16;;kemensos 2 fitur  cusulan  ;ministry of social affairs 2 special features 
17/05/2021 08:23;0.0;iya jahat begal dana bansos;yes it is bad to steal social assistance funds
17/05/2021 08:24;0.0;aa tempo hari bansos dki isi diboongin;aa the other day the social assistance from dki was filled
17/05/2021 08:26;0.0;allah sedih banget daerah mana banyak tidk makn cc in masiku data kemntrian sosial miris memng dana bansos rakyat kesusahn eh malh korupsi tidak ahlak;god, it's really sad where there are many areas that don't mean cc in the data, but the ministry of social affairs data is sad that the people's social assistance funds are in trouble, and corruption is not moral
17/05/2021 08:29;0.0;aplagi kirim bansos doa galang dana;moreover, send a prayer aid to raise funds
17/05/2021 08:32;0.0;panitia bansos bang;social assistance committee
17/05/2021 08:33;0.0;lepas kader data keluarga plh sekda data program bagi bansos suara indonesia kamus kbbi bahasa;let go of family data cadre plh secretary of regional data program for indonesian voice social assistance kbbi language dictionary
17/05/2021 08:47;73.0;jabat kemensos nama victorious saut hamonangan direktur rehabilitasi sosial korban napza saya perintah staf nama yahya hapus data kait bantu sosial bansos baca deh alas ngelesnya lucuk;ministry of social affairs, name victorious, saut hamonangan, director of social rehabilitation for drug victims, i ordered the staff, the name yahya, to delete the data on the social assistance link, social assistance, read it, it's funny.
17/05/2021 08:48;73.0;jabat kemensos nama victorious saut hamonangan direktur rehabilitasi sosial korban napza saya me;ministry of social affairs name victorious saut hamonangan director of social rehabilitation for drug victims i
17/05/2021 08:50;0.0;datan bansosnya hapus sidik naganin bansos hapus kpk;the social assistance data removes fingerprints, naganin social assistance deletes kpk
17/05/2021 08:51;2.0;62 rakyat kaya dinasi terkumpul milyaran ini satu bansos bansos;62 rich people, this billion is collected in one social assistance assistance
17/05/2021 08:53;0.0;perhati masyarakat libur rakyat popayato barat popayato timur kesini;pay attention to the people of west popayato, east popayato people's holidays here
17/05/2021 08:57;0.0;bansos rakyat palestina cukup perintah 62;palestinian people's social assistance is enough to order 62
17/05/2021 08:57;0.0;jaksa rencana vendor bansos corona fee ott kpk detiknews corona korona;prosecutor plans for social assistance vendor corona fee ott kpk detiknews corona corona
17/05/2021 08:59;0.0;tka muncul masalah kabar bansos asabri jiwasraya bpjs ketenagakerjaan progresnyasampai tangan korupsi tsb;when there is a problem, there is news about the social assistance, asabri jiwasraya, the employment bpjs, the progress has reached the hands of corruption
17/05/2021 09:05;0.0;naon a bansos wkwk;naon a bansos wkwk
17/05/2021 09:07;0.0;apa korupsi bansos;what is social assistance corruption?
17/05/2021 09:14;0.0;menteri sosial tri rismaharini informasi new data padu sejahtera sosial dtks masyarakat daftar;minister of social affairs, tri rismaharini, new information, social welfare solidarity data, community dtks register
17/05/2021 09:25;0.0;dapet bansos cepet;get help fast
17/05/2021 09:25;0.0;komisi iii dpr korupsi bansos siak sangka via beritahu siak;commission iii of the house of representatives corruption, social assistance, i thought, via telling me
17/05/2021 09:26;0.0;tuju dar oceh obrol pangkal ojek guna presiden ide camat bupati walikota gubernur presiden jgn-jangan usul madam bansos;go from chatter to chat from ojek base for president idea of ??camat regent mayor mayor governor president don't suggest madam bansos
17/05/2021 09:29;0.0;buzzerp wujud manusia sifat sudah ubah mjd binatang iblis mungkin makan adlh beli uang hasil korupsi bansos bayar hasil kerja bandar rintih miskin garong uang mjd bencana;buzzerp human form, nature has changed into a demonic beast maybe eating is buying money from corruption, social assistance pays for the work of the poor groaning city robbing money into a disaster
17/05/2021 09:37;0.0;suara partai konon ktny ikut karno tidak terengar bela palestina asyik ngakalin bansos biar bisa selamat;the party's voice is said to have participated because it was not heard that defending palestine was fun to work with social assistance so that it could be saved
17/05/2021 09:39;0.0;korup bansos lg;corrupt social assistance lg
18/05/2021 00:00;738.0;yahudipesek bilang ngapain ngumpulin donasi palestina tetangga deket susah bansos korupsi g;yahudipesek said why collecting palestinian donations from nearby neighbors is difficult to help with corruption, g
18/05/2021 00:01;147.0;direktur kemensos saya perintah staf hapus data bansos;the director of the ministry of social affairs, i ordered the staff to delete the social assistance data
18/05/2021 00:03;0.0;link cek daftar nama terima bantu pkh hp login https cekbansos kemensos go id bansos pkh;link check list of names accept help pkh hp login https check bansos ministry of social go id bansos pkh
18/05/2021 00:03;33.0;ngarep bansos mikirin israel vs palestina ngumpulin donasi syukur lahir indones;hoping for social assistance thinking about israel vs palestine collecting donations thanks to being born in indonesia
18/05/2021 00:04;5.0;madame bansos ngasih komentar hambar;madame bansos gave a tasteless comment
18/05/2021 00:04;0.0;manusia bangsat bejat diam kala korupsi bansosmembela israel laku jahat kemanusiaandiam jend tni tembak kkbsenang dukung pancasila trisila ekasila;human bastard, depraved, silent during corruption, social assistance, defending israel, evil behavior of humanity, silence, general army shoots, kkb, happy to support pancasila, trisila ekasila
18/05/2021 00:12;0.0;polri tidak 127 kait dana bansos covid 19 100 kerja kepala polisi ri jenderal listyo sigit prabowo temponasional;the police did not 127 hook up the social assistance funds for covid 19 100 the work of the chief of police general listyo sigit prabowo temponasional
18/05/2021 00:13;0.0;sudah bukti partai cilik kader ngrampok uang bansos cilik jangkrik;it's evidence that the cadre's little party robbed the little crickets' social assistance money
18/05/2021 00:15;0.0;siga nu ngalebok korupsi bansos bani pancasila;siga nu busts the corruption of the social assistance of the bani pancasila
18/05/2021 00:18;0.0;direktur kemensos saya perintah staf hapus data bansos cnn indonesia;the director of the ministry of social affairs ordered the staff to delete the social assistance data cnn indonesia
18/05/2021 00:33;0.0;2017 pdip tinggi bansos harun masiku paham tolol banyak literasi;2017 pdip is high for social assistance, harun still understands, stupid, many literate
18/05/2021 00:36;0.0;jatah bansos kamu embat junjung licik picik;your social assistance quota is upheld, petty, sneaky
18/05/2021 00:37;2.0;hasil kerja novel dan kawan-kawan buruk nangkap koruptor kelas teri nilai ratus juta;the work of the novel and bad friends caught petty criminals worth a hundred million
18/05/2021 00:38;1.0;juliary juga sum pake nama kitab tuhan eh duit bansos embat sumpah;juliary also sums up using the name of god's book, eh, the social assistance money takes an oath
18/05/2021 00:39;0.0;dungu ahhh 75 integritas tidak orang sorot test acakadul lulus 75 lulus sudah banyak koruptor merana terus pancasilais pancasilais adlh gerombol koruptor bansos;stupid ahhh 75 integrity does not highlight random test passed 75 passed there are many corruptors languishing continuously pancasilais pancasilais is a gang of social aid corruptors
18/05/2021 00:40;0.0;benar 3 kader parpol ott kpk  biadab benar itu korupsi dana bansos anak bangsa;it's true that 3 cadres of political parties ott kpk are barbaric, it's true that it is corruption of the social assistance funds of the nation's children
18/05/2021 00:40;0.0;setuju proyek danah bansos 17 t proyek jiwas raya 34 t proyek bebas lahan jalan toll ratus triliun mangkrak 2 danah buzzer miliar tka ratus miliar proyek 2 cocok setuju bro;agree to the social assistance fund project 17 t the jiwas raya project 34 t land free project for the toll road hundred trillion stalled 2 the buzzer fund billion tka hundred billion project 2 agree agree bro
18/05/2021 00:40;0.0;top news koran rakyat merdekasidang perkara suap proyek bansos covidpejabat kemensos ngaku nyuruh musnah dokumen kontrakkpk korupsi suap bansos kpkupdates rakyatmerdeka rmid;top news merdeka people's newspaper trial of bribery case for social assistance project covid ministry of social officials admits to ordering the destruction of contract documents kpk corruption bribery of social assistance kpkupdates people's independence rmid
18/05/2021 00:41;18.0;sopir dakwa korupsi bansos covid 19 matheus joko santoso sanjaya saya transfer uang;driver charged with social assistance corruption 19 matheus joko santoso sanjaya i transferred the money
18/05/2021 00:41;18.0;sopir dakwa korupsi bansos covid 19 matheus joko santoso sanjaya saya transfer uang 40 juta rekening ajudan mantan menteri sosial juliari batubara nama eko budi santoso temponasional;driver charged with social assistance corruption 19 matheus joko santoso sanjaya i transferred 40 million to the account of the aide to former social minister juliari coal name eko budi santoso temponasional
18/05/2021 00:43;4.0;kemensos fitur new data padu sejahtera sosial dtks akses masyarakat daftar terima bantu sosial bansos jokowi gas pol reformasi birokrasi;ministry of social affairs new feature data on social welfare dtks community access list for receiving social assistance social assistance jokowi gas police bureaucratic reform
18/05/2021 00:52;0.0;ngurus bansos indonesia sunat;taking care of the indonesian social assistance circumcision
18/05/2021 00:53;0.0;update cek terima blt umkm blt dana desa bansos cari mei 2021 blt kemensos danadesa bansos;update check received blt umkm blt village social assistance funds looking for may 2021 blt ministry of social and village social assistance funds
18/05/2021 00:54;0.0;ngamatin guys 2 bain mati koruptor bansos juga mati bela firli kpk 2 kalau juga mati anti palestina kenapa world stands with palestineworld stands with palestine;observing guys 2 bain dies the corruption of social assistance also dies defending firli kpk 2 if also dies anti palestine why world stands with palestineworld stands with palestine
18/05/2021 00:57;0.0;terimakasih bansos dekat habis den nggule mese nai kalau ketemu;thank you for the social assistance close to the end with mese nai nggule if you find it
18/05/2021 00:59;0.0;bajing bansos sikat;brush squirrel
18/05/2021 00:59;;sinergitas bhabinkamtibmas  ;bhabinkamtibmas synergy 
18/05/2021 01:03;0.0;wkwk duga bri bank besar indo satu segmen desa program kredit tani salur bansos bri kalau bumn classaya mandiri bni;wkwkwk i guess bri indo big bank is a village segment farmer credit program channeling social assistance bri if bumn classaya mandiri bni
18/05/2021 01:05;0.0;wajib hukum mati maling bansos;bansos thief must be put to death
18/05/2021 01:06;3.0;maling bansos musuhiyang mencuri sumbang blokirmasa ngetwit nyomot konten  cukuplah retwi;enemy social assistance thief who steals donations blocking the time of tweeting to collect content, enough retwi
18/05/2021 01:07;0.0;sopir ada bansos sidang saya transfer uang ajudan eks mensos juliari batubara;the driver has a trial assistance, i transfer the money to the aide to the former social minister juliari coal
18/05/2021 01:10;0.0;sesuai niat tuju pribadi pilih profesi kualitas kerja selaras tidak sulit ngulik bansos antigen kemarin;according to personal intentions, choose a profession, work quality in harmony, it's not difficult to find the antigen social assistance yesterday
18/05/2021 01:14;0.0;sd catat agenda sekretarissmp kumpul bansos sekretaris karya seni;sd notes the secretarial agenda smp collects social assistance secretarial works of art
18/05/2021 01:23;0.0;jabat kemensos perintah staf honorer hapus data bansos kpk laku ott news;ministry of social affairs orders honorary staff to delete social assistance data kpk sells ott news
18/05/2021 01:23;;miskin korupsi  ;poor corruption 
18/05/2021 01:27;0.0;nenek bansos;social assistance grandmother
18/05/2021 01:29;0.0;itu protes korupsi bansos;it's a social assistance corruption protest
18/05/2021 01:31;0.0;berita kepala unit bri put papar mekanisme bagi kartu bansos citrafm lubuklinggau;head of the bri put unit explained the mechanism for the lubuklinggau citrafm social assistance card
18/05/2021 01:31;4.0;uang ratus juta rupiah saya sopir dakwa korupsi bansos covid 19;hundred million rupiah, my driver is indicted for corruption, social assistance for covid 19
18/05/2021 01:32;0.0;kepala unit bri put papar mekanisme bagi kartu  bansos;head of the bri put unit explains the mechanism for social assistance cards
18/05/2021 01:34;0.0;gimana maju indonesia dana bansos di korupsi;how is indonesia progressing, social assistance funds are corrupted
18/05/2021 01:34;0.0;hidup harap bansos pkh gaya langit sempat buka donasi;live hope the social assistance pkh sky style can open donations
18/05/2021 01:36;0.0;bantu bansos bagiken pegang kartu atm bni 46 warna merah pkh;help social assistance share holding atm card bni 46 red color pkh
18/05/2021 01:40;0.0;banyak politis kaum nasionalis tidak ngerti solidaritas tidak tau palestina ngira palestina afrika mereka tau cuman bansos dana reses proyek money laundry uang suap gratifikasi sputar deh;many politicians, nationalists, don't understand solidarity, don't know palestine, think palestine is africa.
18/05/2021 01:42;0.0;direktur kemensos saya perintah staf hapus data bansos news;the director of the ministry of social affairs ordered the staff to delete the social assistance data news
18/05/2021 01:44;0.0;pilar bansos desa gempol;gempol village social assistance pillar
18/05/2021 01:44;0.0;pilar bansos desa musir kidul;the pillar of social assistance in the village of musir kidul
18/05/2021 01:47;0.0;new data padu sejahtera sosial dtks masyarakat daftar terima bansos lapor jokowi gaspolreformasibirokrasi indonesiamaju;new data on social welfare, community dtks register to receive social assistance, report jokowi gaspol, indonesian bureaucratic reform forward
18/05/2021 01:47;0.0;ngomongin hti noooh koruptor trilyunan bansos asabri jiwasraya rugi negara tka cina rampas lapang kerja mingkem dasar oon;talk about hti noooh, corruptors, trillions of social assistance, asabri jiwasraya, state losses, chinese foreign workers take jobs
18/05/2021 01:48;;new data padu sejahtera sosisal dtks masyarakat daftar terima bansos  ;new data on social welfare social dtks, the community registers to receive social assistance 
18/05/2021 01:51;0.0;koruptor bansos suara rugi anggar negara;social assistance corruptors lose votes in state fencing
