Tanggal;Banyak Retweet;Tweet;Terjemah
05/05/2021 02:27;0.0;temu bos bumiputera nasabah janji klaim cair november 2020sesemoga cepet selesai jiwasraya bansos bpjs bakrie life kresna life;bumiputera boss meeting customers promise liquid claims november 2020hopefully it will be over soon jiwasraya bansos bpjs bakrie life kresna life
05/05/2021 02:28;0.0;koruptor bansos selamat cebong gembira ria;social assistance corruptors are happy cebong happy
05/05/2021 02:29;0.0;dakwa harry van sidabukke direktur pt pilar agro ardi idkandar maddanatja;indicted harry van sidabukke director of pt pillar agro ardi idkandar maddanatja
05/05/2021 02:29;0.0;ingat pandemi lockdown total wna bansos ngecover rakyat korupsi besar hmmm;remember the total lockdown pandemic wna social assistance covers the people of big corruption hmmm
05/05/2021 02:30;1.0;duka cita mati demokrasi kpk tidak bosan kritisi uu revisi k;kpk's death mourning democracy is not tired of criticizing our revised law
05/05/2021 02:30;1.0;duka cita mati demokrasi kpk tidak bosan kritisi uu revisi kpk koruptorcontohnya simple korupsi blbi korupsi bansos gimana kabar;mourning the death of democracy kpk is not tired of criticizing the revised law kpk corruptors, for example, simple corruption, blbi corruption, social assistance corruption, how are you
05/05/2021 02:30;1.0;ngomongin data statistik diketawain bansos sama alat rapid bekas noh;talking about statistical data being laughed at by social assistance and used rapid tools
05/05/2021 02:33;0.0;bersih kuruptor pesta pora kuruptor bansos selamat;clean up corruption, debauchery, social assistance corruption, safe
05/05/2021 02:37;0.0;ngapain nyalahi orba kamu emang gimana korupsi orla kpk hemmm lihat gimana bansos rezim rakyat lapar pesta dansa oohhh omg;why are you blaming your orba, how about corruption orla kpk hmmm see how the social assistance regime is hungry for the dance party oohhh omg
05/05/2021 02:38;0.0;faham begal bansos sampai benur banget proses sidik pretel hidup indonesia raya;understand the social assistance begal until it really sucks the process of fingerprinting the life of indonesia raya
05/05/2021 02:38;;mbak risma kpk data 21 juta terima bansos bodong fiktif usaha 2 salur bansos abal 2 lengkap skenario  o bansos hak miskin skandal jahat malu masiku firli bongkar  ;ms. risma kpk data 21 million receive fake social assistance fake business 2 fake social assistance channels 2 complete scenarios o social assistance for poor rights evil scandal shame masiku firli unloading 
05/05/2021 02:38;489.0;mbak risma kpk data 21 juta terima bansos bodong fiktif usaha 2 salur bansos banya;ms. risma kpk data 21 million receive fake social assistance fictitious business 2 channels of social assistance a lot
05/05/2021 02:39;;tidak 1tahun lebih sop bijak ambigu bonus calo tes hasil palsu alat bekas mafia karantin korupsi bansos mafia masker apada kerumun beda kerumanan  ;no more than 1 year sop wise ambiguous bonus brokers fake test results tools used mafia quarantine corruption social assistance mafia masks in different crowds 
05/05/2021 02:39;0.0;tolol kalau saya sih tuju kalau maling dbunuh pake adil dtempat saya kalau maling ketangkep moddar massa maling 2 bansos itu gedeg ken bunuh wkwkwkk;it's stupid if i'm going to kill a thief with fairness in my place, if a thief is caught, the moddar of the mass of thieves 2 social assistance is big enough to kill wkwkwkk
05/05/2021 02:40;0.0;gmana kbar madam bansos dan nya;how are you madam bansos and her
05/05/2021 02:41;0.0;work respect aku usaha 2 ini ultahku dirayain seperti coworkers kta urun bansos thari aku juga gaada karena bilang kerja 4;work respect i'm trying 2 this is my birthday being celebrated like coworkers we urun social assistance today i'm also not there because i said work 4
05/05/2021 02:42;81.0;arti bejat sungguh  perusahaan sedia paket bansos fiktif rezimkacungchinarez;the meaning of depraved is that the company provides a fictitious social assistance package for the kacungchinarez regime
05/05/2021 02:43;1.0;gank koruptor fitnah taliban kaum gorong fitnah juga rampok bansos jamaah;gang of corruptors, slander of the taliban, the cultivators of slander, also rob the social assistance of the congregation
05/05/2021 02:45;0.0;tuju sih miskin sebenernya eh ntar ikut rebut bansos wkwkwkwkwk;the goal is really poor, eh later to take the social assistance wkwkwkwkwk
05/05/2021 02:51;2.0;imbau pns bima arya himbau atas presiden batal min;urge civil servant bima arya to call on the president to cancel min
05/05/2021 02:51;0.0;korupsi bansos korupsi rugi negara om sampah sampah busuk busuk;corruption, social assistance, corruption, loss to the state, omg, rotten, rotten garbage
05/05/2021 02:54;;untuk aman madam bansos  ;to be safe madam bansos 
05/05/2021 02:56;21.0;sengkarut data bansos rizal ramli skandal jahat malu;the social assistance data dispute, rizal ramli, is a shameful evil scandal
05/05/2021 02:56;0.0;sengkarut data bansos rizal ramli skandal jahat malu bansos bantuan sosial rizalramli trirismaharini;social assistance data chaotic rizal ramli scandal evil shame social assistance social assistance rizalramli trirismaharini
05/05/2021 02:57;0.0;ciri maju bikin bijak kalau baik data anggap malas wajar terima bansos sasar;advanced features make it wise, if the data is good, consider it lazy, it's natural to receive targeted social assistance
05/05/2021 02:58;0.0;langgar persepsi bangun serang kalau kurupsi bansos sekarang mandeg 2 nama politikus pdip hilang surat dakwa padahal nama hasil sidi libat;violate the perception of waking up to attack if the social assistance corruption has now stagnate
05/05/2021 03:01;0.0;korupsi korupsi korupsi dana bansos tidak bikin miskin terus dimatiin sih;corruption corruption corruption in social assistance funds does not make the poor continue to be killed
05/05/2021 03:03;0.0;bansos emg dapat blt juga dapat 300k dapat emg dasar males ngurus lapor;social assistance really does get blt, also gets 300k, it's really lazy to take care of reports
05/05/2021 03:05;30.0;takut madam bansos tangkap icw duga pecat pegawai kpk lolos tes rancang;i'm afraid that social assistance madam arrests icw, suspected of firing kpk employees, passed the design test
05/05/2021 03:07;0.0;iya benerr suka berandai-andai coba 2 positif korona wkt indo langsung lockdown country terus dana bansos korupsi;yes, i really like to wish i could try 2 positive coronas when indonesia immediately locked the country and continued to fund the social assistance for corruption
05/05/2021 03:07;0.0;urus ngelawak karena bicara tentang fakta tau karena berpatisipasi ngurus bansos kalau keluarga dapat mikir;take care of jokes because you talk about facts, you know because you participate in taking care of social assistance if the family can think
05/05/2021 03:08;0.0;genjot daya beli konsumsi masyarakat lebaran perintah cepat cair bansos mei dengar kabarsiangrampati ayu rk informasi bantu sosial cair;boost purchasing power of people's consumption for lebaran, quick order to disburse social assistance, may hear the news,siangrampati ayu rk, information on liquid social assistance
05/05/2021 03:08;10.0;lupa maling bansos hukum mati;forget the death penalty for theft of social assistance
05/05/2021 03:09;0.0;gengsi bib supaya anggap sebagai orang kaya kalau bagi bansos tetep rebut;the prestige of the bib so that you think of it as a rich person if for social assistance you still fight for it
05/05/2021 03:14;0.0;heuh pas baca berita bansos dipake karokean hura 2 kzl haha beda jalur sih ngan pajak dipake benar orang hidup juga mudah tinggal itu fasilitas harusnya dibkin pajak;heuh, when i read the social assistance news, it was used karokean hura 2 kzl haha, the path was different, but the tax was used correctly, people live too easily, that's a facility that should be taxed
05/05/2021 03:15;0.0;saya anti perintah bansos daerah bogor tamansari dapat sesuai instruksi presiden dptnya kue susu kental manis saya sudah simpan bukti belum daerah bekas bansosnya potong untuk bagi dapat bansos adalagi sasar termasuk orkay tapi dapat bansos;i am against the social assistance order in the bogor tamansari area, according to the president's instructions, i got sweetened condensed milk cake.
05/05/2021 03:16;0.0;sengkarut data bansos rizal ramli skandal jahat  memalukan;the chaos of social assistance data, rizal ramli, scandalous evil, shameful
05/05/2021 03:17;0.0;bansos korup kpk lemah kelompok makhluk anies baswedan kotor;social assistance corrupt kpk weak group of creatures anies baswedan dirty
05/05/2021 03:17;0.0;pas cerita anak papah muda karaoke teman 2 kamu nak pake uang bansos besok gitu ya okey pah laksana;when the story is young papah's son karaoke, your 2 friends want to use the social assistance money tomorrow, okay, it's like that
05/05/2021 03:17;0.0;props perintah strategi hadap pandemi korupsi bansos motongin libur;props orders strategy to deal with the social assistance corruption pandemic cut off holidays
05/05/2021 03:18;9.0;libat korupsi karaoke ciprat 1 rupiah penjara din;involved in corruption karaoke splash 1 rupiah in prison din
05/05/2021 03:18;0.0;puasa puasa diajakin korupsi duit bansos batal puasa;fasting fasting invites corruption of social assistance money to cancel fasting
05/05/2021 03:19;16.0;berani kpk sama madam bansos;dare kpk with madam bansos
05/05/2021 03:19;7.0;mikirin situasi negara bikin puyeng raja boneka menteri kasbon menteri gabung iblis penjara maki;thinking about the country's situation makes the king of puppets confused, the minister of cash, the minister joins the devil in prison, maki
05/05/2021 03:20;0.0;kpk lemah karena banyak mantan anggota dewan akan bisnis bansos dan lobster;kpk is weak because many former board members are going to the social assistance and lobster business
05/05/2021 03:23;0.0;pusing banget baca berita dana bansos pakai hura 2 tega jahat;i'm really dizzy reading the news about social assistance funds using hura 2 to be evil
05/05/2021 03:26;0.0;bansos yaa;social assistance
05/05/2021 03:26;0.0;bumn bulog tidak sebagai sedia bansos kemensosnya nyari cuan bumn kasih cuan;bulog's state-owned enterprises are not ready for social assistance, the ministry of social affairs is looking for money. bumn gives money
05/05/2021 03:26;0.0;buzzerp bansos lu;your social support buzzer
05/05/2021 03:26;;kemarin 2 tapi nyangkut madam bansos  ;yesterday 2 but stuck madam social assistance 
05/05/2021 03:27;0.0;21 juta ganda kalau 1 dicuri tidak 2 1x bansos 300rb 6m embat garong;21 million double if 1 is stolen not 2 1x social assistance 300 thousand 6m embat garong
05/05/2021 03:28;0.0;bansos kota bogor sasar tinggal dapat bansos 1 keluarga dapat double triple bagi;bogor city social assistance targets only to get social assistance 1 family gets double triple share
05/05/2021 03:30;1.0;sidik pecat kpk tangan bansos covid 19 benur e-ktp;fingerprints of kpk's hand for social assistance covid 19 fry e-ktp
05/05/2021 03:31;0.0;banyak gaya kamu zakat nyombongin saja kamu dana bansos kamu embat goblok;you have a lot of style, zakat, just bragging about your social assistance funds, you are stupid
05/05/2021 03:35;0.0;maksud korupsi jatah jabat pns non-pajak ingat korupsi bansos pns wajib korupsi pake tukin ato kagak;the purpose of corruption is the share of non-tax civil servants, remember corruption, social assistance, civil servants are obliged to use corruption or not
05/05/2021 03:36;0.0;kamu pikir efektif duit utang korup dana bansos mikir tong;do you think that money is effective?
05/05/2021 03:36;0.0;temu 21 juta data ganda terima bansos aleg pks dpr panggil menteri sosial;meeting 21 million double data received social assistance from aleg pks dpr call the minister of social
05/05/2021 03:38;0.0;kayane sih neng indo makmur sejahtera bansos lancar tidak ada korupsi perintah bersih kilap;kayane, indonesia is prosperous, prosperous, smooth social assistance, no corruption, shiny clean orders
05/05/2021 03:39;0.0;subsidi bunga jamin untuk bantu modal bantu modal umkm pajak umkm tanggung perintah skema bansos msh;guaranteed interest subsidies to help capital support msmes taxes msmes take orders for social assistance schemes still
05/05/2021 03:42;0.0;aneh nama madam bansos anak lurah hilang sama ramai islamphobia isu radikal radikul main buzzrp;it's strange that the name of the madam of social assistance is missing, the son of the village head is missing, with islamophobia, radical issues, playing buzzrp
05/05/2021 03:43;0.0;bansos seperti  ni;social assistance like this
05/05/2021 03:48;10.0;aleg pks bukhori yusuf komisi viii dpr ri panggil menteri sosial risma kait lapor;aleg pks bukhori yusuf commission viii dpr ri summons social minister risma hook report
05/05/2021 03:48;0.0;banget baca vice korupsi bansos covid kemarin dipake karokean ngebayangin ngorting makan expired rakyat miskin mati lapar halhal maksiat double kill;really read the vice corruption bansos covid yesterday used karokean imagine spending expired food poor people die of hunger things that are immoral to double kill
05/05/2021 03:49;0.0;mencuri bansos tidak hub dengan partai dulu gubernur sumut pks juga curi presiden pks juga curi sapi jenggot agama bajing;stealing social assistance does not have anything to do with the party, the governor of north sumatra, pks also stole the president, pks also stole cows, religious beards, squirrels
05/05/2021 03:50;0.0;jangan diputarbalik benar kalau novel dan kawan-kawan disingkirin bisa itu korupsi bansos sampai petinggi nye sampai madam cilaka deh kamu jegal orang lindung koruptor;don't turn it around, it's true that if the novel and friends are removed, it could be corruption, social assistance, until the top brass reaches madam cilaka, you thwart people who protect corruptors
05/05/2021 03:50;0.0;madam bansos mafia kaum oligarki berkalaborasi taipan hitam;madam social assistance mafia oligarchs collaborate with black tycoons
05/05/2021 03:50;0.0;mahal karaoke jakarta pakai duit bansos bayar pakai duit pribadi aku karaoke 80k jam rame rame;expensive karaoke jakarta uses social assistance money, pays with personal money, i karaoke 80k hours, it's busy
05/05/2021 03:50;3.0;uang pungutan liar kembali uang bansos sikat;illegal levies money back brush social assistance money
05/05/2021 03:50;266.0;;
05/05/2021 03:51;0.0;jabat korup bansos 2 daerah bal oknum 2 manfaatin pandemi seperti korban 2 emang negara sehopeless;official corrupt social assistance 2 areas bal unscrupulous 2 take advantage of the pandemic like victim 2 really a hopeless country
05/05/2021 03:52;0.0;korupsi bansos seperti keren banget adegan film karaoke deal deal an negara darurat ciamik;social assistance corruption looks like a really cool karaoke movie scene deal deal and a nice emergency country
05/05/2021 03:54;37.0;duga takut klompok tidak lolos tes bangsa syarat asn ngawur insan baik bukan focus korupsi bansos kes politis kalau insan coba dalam duga seleweng apbd dp formula e lebih bayar damkar;guess fear that the group will not pass the national test, the requirements of asn are inconsequential, good people, not the focus of corruption, social assistance, political cases, if people try to suspect misappropriation of the budget dp formula e, overpayment for firefighters
05/05/2021 03:54;2.0;lanjut usut korupsi bansos kemensos;continue to investigate corruption in the social assistance ministry of social affairs
05/05/2021 03:56;37.0;duga takut klompok tidak lolos tes bangsa syarat asn ngawur insan baik;i'm afraid that the group will not pass the national test, the conditions for asn are inconsequential, good people
05/05/2021 03:59;0.0;sih hukum lapor lupa kereta cepat jakarta-bandung proyek mangkrak covid but risma bilang 21 juta terima bansos palsu puluh lipat biaya formula e;it's legal to report forgetting the jakarta-bandung high-speed train project stalled, but risma said 21 million received fake social assistance, ten times the cost of formula e
05/05/2021 03:59;0.0;sp3 blbi rekomendasi sidik bilang sidik tidak lolos tangan mega korupsi bansos tapi blbi di sp3 sehat;sp3 blbi fingerprint recommendation says fingerprints don't pass the hands of the social assistance mega corruption but blbi on sp3 is healthy
05/05/2021 04:00;7.0;dpr panggil risma kait 21 juta data ganda terima bansos;dpr calls risma hook 21 million double data receive social assistance
05/05/2021 04:05;0.0;bau sembako bansos;the smell of social assistance groceries
05/05/2021 04:06;0.0;bansos receh situ waras data ganda 21 jt bilang mensos bantu sunat juli tolol kamu zer zer zer;social assistance is cheap, it's sane, double data, 21 million, says the social minister helps circumcise july, you idiot zer zer zer
