Tanggal,Banyak Retweet,Tweet,Terjemah,Subjectivity,Polarity,Sentiment,Sentiments,prediction
05/05/2021 00:05,716.0,mahasiswa tagih janji kpk hukum mati koruptor bansos covid 19,students claim kpk's promise to death penalty for social assistance corruptors covid 19,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 00:06,4.0,banget kamu bantu sosial bansos cair mei ayo simak info tarik sayang banget leewatkan ini bansos bantu bantuan sosial tukarpikiran blt bltcair,you really help social assistance social assistance liquid in may let's see the information about the pull it's a shame to miss this social assistance help social assistance brainstorming blt blt liquid,0.0933333333333333,0.0666666666666666,positif,2,2
05/05/2021 00:06,3332.0,sidik bongkar korupsi kakap seperti e-ktapi simulator sim ekspor benur juga bansos bisa asn karena tidak l,fingerprints for unloading big corruption like e-kbut the sim simulator for fry export also social assistance can be used because it doesn't work,0.0833333333333333,0.0166666666666666,positif,2,2
05/05/2021 00:08,4.0,banget kamu bantu sosial bansos cair mei ayo disi,"you really help the social assistance liquid in may, come on, come on",0.1333333333333333,0.1166666666666666,positif,2,2
05/05/2021 00:08,0.0,inul vista pake dana bansos,inul vista uses social assistance funds,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 00:08,4.0,rangkum bantu cair mei 2021 ayo pasti lumayan b,"summarize the liquidation in may 2021, come on, it's definitely pretty good",0.8,0.475,positif,2,2
05/05/2021 00:09,79.0,potensi sdm kpk uji taruh nyawa untuk berantas korupsi,the potential of kpk's human resources puts their lives on the line to eradicate corruption,0.55,0.0,netral,0,0
05/05/2021 00:10,0.0,kalau pake data bilang ekonomi buruk doi pilih pakai tren baik jiahahahahahahaha lihai tukang surpey nganggur bejibun pandemi nakut 2i bansos korup thari potong pake baik,"if you use data, you say the economy is bad, do you choose to use good trends, jiahahahahahahaha, skilled, unemployed, and a lot of people who are afraid of the pandemic, 2i, social assistance is corrupt, cut it well",0.6222222222222222,-0.0944444444444444,negatif,1,1
05/05/2021 00:11,0.0,justeru halu radikalisme khilafah tutup fakta bahaya korupsi bansos e-ktapi asabri jiwasraya korupsi libat partai dukung jokowi,"in fact, the caliphate's radicalism has closed the facts on the dangers of corruption, social assistance e-ktapi asabri jiwasraya, corruption, involves parties supporting jokowi",0.1388888888888889,0.0611111111111111,positif,2,2
05/05/2021 00:12,82.0,data ganda terima bansos 21 juta ambil data kpu milu 2019,"double data received 21 million social assistance, took data from kpu milu 2019",0.0333333333333333,0.0166666666666666,positif,2,2
05/05/2021 00:14,1.0,pdip partai raja korup madam bansos terus ideologi komunis ganti pancasila men,"pdip, the corrupt king's party, madam bansos, continues to replace communist ideology with pancasila",1.0,-0.5,negatif,1,1
05/05/2021 00:14,996.0,risma data ganda terima bansos bobrok kerja kader pdip juliari batubara salah er,risma double data received social assistance dilapidated work of pdip cadres juliari coal wrong error,0.3222222222222222,-0.1555555555555555,negatif,1,1
05/05/2021 00:20,78.0,temu 21 data ganda terima bansos risma saran mundur mensos,meeting 21 double data received social assistance risma advice to resign from social minister,0.0444444444444444,0.0222222222222222,positif,2,2
05/05/2021 00:26,197.0,a sidik senior tangan korupsi simulator sim bansos 2020 pada 2012 sidik korups,a senior fingerprint of corruption in the social assistance sim simulator 2020 in 2012 fingerprint of corruption,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 00:26,0.0,formula e perkara angkat seperti  hilang harun masiku bansos mandeg nama hilang surat dakwa terang benerang,formula e for lifting cases such as missing harun masiku social assistance stagnates name missing indictment letter is clear,0.21,-0.0533333333333333,negatif,1,1
05/05/2021 00:28,68.0,sidik kpk tidak kendali hukum berantas korupsi us,kpk fingerprint does not control the law to fight corruption us,0.0,0.0,netral,0,0
05/05/2021 00:29,0.0,21 juta data ganda alokasi dana bansos 21 juta data fiktif salur 31 5 t,21 million double data on social assistance fund allocation 21 million fictitious data channel 31 5 t,0.0333333333333333,0.0166666666666666,positif,2,2
05/05/2021 00:42,0.0,orng korupsi bansos,social assistance corruption person,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 00:45,0.0,madam bansos kabur niih  penyidik kpk duga pecat tangan korupsi kakap,"madam bansos is running away, kpk investigators suspect that he fired big brother corruption",0.1,0.0,netral,0,0
05/05/2021 00:47,79.0,duga singkir insan baik kpk tangan mega korupsi bumi pertiwi seperti bansos bi,guess get rid of good people kpk hands mega corruption of the motherland like social assistance bi,0.3333333333333333,0.3666666666666666,positif,2,2
05/05/2021 00:47,0.0,tes wawasan bangsa korupsi bansos pandemia muas pejabatb peras rakyat,"test of the nation's insight into corruption, social assistance, pandemic, satisfied officials squeeze the people",0.5333333333333333,0.2666666666666666,positif,2,2
05/05/2021 00:54,0.0,buram kamu enak hidup vaksin gratis dapat bansos ya tidak ya nga,"blurry, you enjoy living, free vaccines, get social assistance, yes, no, no, no",0.4555555555555555,0.2777777777777778,positif,2,2
05/05/2021 00:54,1.0,freelancing sugih babi ngepet dsbcewek perkosa cowok disalahin ceweknyakorupsi uang,"freelancing sucks pigs, etc., girls rape boys, girls blame them for money corruption",0.3,-0.3,negatif,1,1
05/05/2021 00:55,60.0,kutip icw ketidakmauan boyong harun masiku proses hukum hilang nama politis dalam dakwa korupsi bansos lin,quote icw refusal to bring in harun masiku legal process lost political name in indictment of social assistance corruption lin,0.1222222222222222,0.0777777777777777,positif,2,2
05/05/2021 00:55,,kader partai curi duit bansos sesuai kaidah agama sesuai pancasila impor beras garam tani padi  ,"party cadres steal social assistance money according to religious rules according to pancasila, import rice, salt, rice farmers ",0.1583333333333333,0.0166666666666666,positif,2,2
05/05/2021 00:57,0.0,madame bansos jangan 2 boss pimpin kepala banteng yaaa,"madame bansos, don't have 2 bosses, lead the bull's head yaa",0.0,0.0,netral,0,0
05/05/2021 00:59,248.0,lapor risma kpk 21 juta data terima bansos ganda tangan kp,report risma kpk 21 million data receive double-handed social assistance kp,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 01:01,0.0,efek frustasi saking pandemi banyak berita korupsi bansos swab pakai alat bekas pakai oknum tidak tanggung tidak korelasi dengan pandemi ini bisa muak efek frustasi,"frustrating effect because of the pandemic, there is a lot of news about corruption, social assistance, swab, using tools used by unscrupulous people, not correlated with this pandemic, can be fed up with frustrating effects",0.6222222222222222,-0.2555555555555556,negatif,1,1
05/05/2021 01:01,9.0,menteri sri mulyani apbn anggar pulih ekonomi nasional,minister sri mulyani budget budget for national economic recovery,0.2,0.2,positif,2,2
05/05/2021 01:05,0.0,pungli y lurah pegawai lurah y siih ko pecat lurahmya kalau menteri korupsi bansos pecat,"extortion y lurah y lurah employee why fire the lurahmya if the minister of corruption, social assistance is fired",0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 01:07,0.0,seperti denger kalau korup dana bansos covid hukum mati ehem ayo tagih janji yukk,"it's like hearing that the covid-19 social assistance fund is corrupt. ahem, let's make a promise, let's make a promise",0.5333333333333333,-0.2333333333333333,negatif,1,1
05/05/2021 01:07,0.0,selamat jiwa tua covid utama guna antigen bekas utama wisatawan asing negeri utama juga potong dana bansos utama lagi seperti kaum elit utama,"congratulations to the old soul of the main covid, using the main former antigens of foreign tourists, the main countries also cut the main social assistance funds again like the main elites",0.2287037037037037,0.0935185185185185,positif,2,2
05/05/2021 01:10,0.0,gerak cepat benar kalau coba sudah kalau korupsi bansos sama antigen bekas kwkw,"move fast, right if you try it, if you have social assistance corruption with used antigens kwkw",0.4007936507936507,0.173015873015873,positif,2,2
05/05/2021 01:10,,busuk kpk degil  ,rotten kpk stubborn ,0.0,0.0,netral,0,0
05/05/2021 01:14,4.0,selamat pagi sahabatlapor jalan baru data padu sejahtera sosial dtks terima bansos,"good morning friends, report new roads, solid data, social welfare, dtks, receive social assistance",0.2575757575757576,0.1806060606060606,positif,2,2
05/05/2021 01:16,,kerja panitia ada barang  ,committee work there are items ,0.0,0.0,netral,0,0
05/05/2021 01:17,0.0,bagi bansos dicuri a b tidak bangsat pilih a,for social assistance stolen ab no bastard choose a,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 01:19,0.0,dah indonesia ngomongin covid saya tidak percaya bansos covid korup tega benar kuasa tega orang tidak itu maaf publik kamera tidak seperti artis ketangkep narkoba maaf kamera tumpul tumpul tumpul,"indonesia is talking about covid, i don't believe in social assistance, covid is corrupt, has the heart to have the power to have the heart, people don't, sorry the public, the camera is not like an artist caught on drugs, sorry, the camera is blunt, blunt, blunt",0.6266666666666667,-0.2933333333333333,negatif,1,1
05/05/2021 01:19,0.0,tangkap buzzer 2 bayar serta dedengkot bahaya nkri hukum mati libat korupsi bansos,"catch buzzer 2 pay and dedengkot dangers of nkri, death penalty for involvement in social assistance corruption",0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 01:22,0.0,bansos ambil bang,take the social assistance,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 01:22,0.0,halaahhh mega korupsi bansos doang fee formula e lebih bayar formula e lebih bayar usut saya dukung kpk skrng,halaahhh mega corruption of social assistance only fee formula e overpayment formula e overpayment investigate i support kpk now,0.5333333333333333,0.0166666666666666,positif,2,2
05/05/2021 01:23,4.0,problem data problem utama seringkali sumber data beda data tenta,data problem the main problem is often the data source is different,0.4666666666666667,0.0833333333333333,positif,2,2
05/05/2021 01:24,1.0,batak waras langsung diem juga kepingin lihat korupsi bansos cpt slsai tapi kpk lambat sekali kerja 2 sengaja lambat biar u sudut perintah,sane hobos immediately shut up and want to see the corruption of social assistance quickly finished but kpk is very slow to work 2 deliberately slow so you can get orders,0.3716666666666666,-0.0808333333333333,negatif,1,1
05/05/2021 01:25,1.0,batak waras langsung diem juga kepingin lihat korupsi bansos cpt slsai tapi kpk lambat skali,sane hobos immediately shut up and want to see the corruption of social assistance quickly finished but kpk is so slow,0.3222222222222222,0.0222222222222222,positif,2,2
05/05/2021 01:29,9.0,kalau 21 juta data ganda terima bansos lapor kpk bukti patut,"if 21 million duplicate data receive social assistance, report to kpk, good evidence",0.3333333333333333,0.3666666666666666,positif,2,2
05/05/2021 01:29,53.0,lolos tes wawasan bangsa,pass the national insight test,0.0,0.0,netral,0,0
05/05/2021 01:34,43.0,allah ya pimpin seperti   tidak sempurna peduli sudah pas rakyat susah bansos,"god, yes, lead like it's not perfect, it doesn't matter when the people are having a hard time with social assistance",0.5361111111111111,-0.2527777777777778,negatif,1,1
05/05/2021 01:41,0.0,bahagia utang duit glontorkan bansos utang korupsi bayar rakyat eh korupsi ngomong usaha fiktif ujung 2 rakyat nanggung utang tidak apa-apa,"happy, debt, money, distributes social assistance, debt, corruption, pays people, eh, corruption, talks about fictitious business, ends of 2, the people bear the debt, it's okay",0.5222222222222223,0.4444444444444445,positif,2,2
05/05/2021 01:50,2.0,bansos korupsi klaim transparan 60 000 angka mati covid 19 politik,social assistance corruption claims transparent 60 000 death toll covid 19 politics,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 01:52,0.0,maen api sih seperti bansos aman bos 2024 heheh,"playing with fire is like social assistance, it's safe, boss 2024 heheh",0.2833333333333333,0.2666666666666666,positif,2,2
05/05/2021 01:53,0.0,upaya jegal ungkap maling dana bansos misteri sang madam,an attempt to thwart uncovering the madam's mystery social assistance fund thief,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 01:55,5.0,apbn peran sentral pulih ekonomi nasional cermin kerja apbn 2021 pada kuartal i realisasi bel,state budget plays a central role in recovering the national economy mirrors the work of the 2021 state budget in the first quarter of the realization of bel,0.2916666666666666,0.125,positif,2,2
05/05/2021 01:57,32.0,janji ngatur korupsi bansos korup,"promise to manage corruption, social assistance corrupt",0.5333333333333333,-0.2333333333333333,negatif,1,1
05/05/2021 02:04,0.0,korupsi 2 tuju politik korupsi bansos partai ideologi ideologi koruptor pancasila keluarga koruptor dampak korupsi tidak timbul takut koruptor hina teroris alamat opm,corruption 2 political goals corruption social assistance party ideology ideology of corruptors pancasila corrupt families the impact of corruption does not arise fear of corruptors insulting terrorists opm address,0.5416666666666667,-0.3666666666666667,negatif,1,1
05/05/2021 02:04,0.0,kurang nyelewengin dana bansos hukum mati hemmm hemm heemm,"not misappropriating social assistance funds, the death penalty",0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 02:09,25.0,tes bangsa variabel sok hak sendiri padahal korup bansos embat,the variable nation test pretends to be self-righteous even though the social assistance is corrupt,0.5333333333333333,-0.2333333333333333,negatif,1,1
05/05/2021 02:11,0.0,didieu nagara kongo mh dana bansos ge di korup emang negara jahanam hahahah,"didieu nagara congo mh the social assistance fund is corrupt, it's an evil country hahahah",0.6888888888888888,-0.4888888888888889,negatif,1,1
05/05/2021 02:11,0.0,kerja perintah urus bansos,work orders for social assistance,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 02:13,0.0,halah dki mulu kamu 2 seperti bansos jiwasraya asabri tj balai e ktapi kamu hanya benci sama anies tapi lihat jahat 2 koruptor senang iya dul,halah dki mulu you 2 are like social assistance jiwasraya asabri tj balai e but you only hate anies but see evil 2 corruptors are happy,0.7933333333333333,-0.1933333333333333,negatif,1,1
05/05/2021 02:14,0.0,ops yustisi salur paket bansos,ops justify channeling social assistance packages,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 02:14,1.0,dijadiin komisi selamat koruptor kynya nie misi selamat madam bansos kroni,"be made a commission for safe corruption, it seems like this is a safe mission for cronies social assistance madam",0.3555555555555555,0.3444444444444445,positif,2,2
05/05/2021 02:14,0.0,maling bansos usak negara maling ayam maling malu jangan koruptor a l i n g,"social assistance thief destroys the country, chicken thief, shame, don't be corrupt, aling",0.6722222222222222,-0.3555555555555555,negatif,1,1
05/05/2021 02:15,0.0,lucu bilang skandal korupsi bansos hahhahaaa masakan suap suap helowww terus mata lebih bayar damkar bayar bisa warung hitam 6000 meter 580 juta untuk 200 meter hahhaaa,it's funny to say that the social assistance corruption scandal hahhahaaa bribery bribery helowww continue to overpay the firefighters to pay for a black shop 6000 meters 580 million for 200 meters hahahahaha,0.525,0.0791666666666666,positif,2,2
05/05/2021 02:16,0.0,uang korupsi bansos copid di pake karokean tim kemensos,copid social assistance corruption money is used by the ministry of social affairs team's karokean,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 02:17,0.0,bri ngotak asli sudah seperti sembako mungkin rame karena bansos perintah umkm bri,"the original bri ngotak is like basic food, maybe it's crowded because of the social assistance ordered by umkm bri",0.3138888888888889,0.1361111111111111,positif,2,2
05/05/2021 02:17,19.0,suku anak tagih janji risma bansos pks patah hati,the tribe of children collects the promise of risma bansos pks broken heart,0.4,-0.4,negatif,1,1
05/05/2021 02:18,0.0,cek online daftar terima blt umkm banpres bpum bri bni banpres blt bansos bpum,check online accept list blt umkm banpres bpum bri bni banpres blt bansos bpum,0.0,0.0,netral,0,0
05/05/2021 02:18,0.0,madam bansos aman ini min,madam social assistance is safe min,0.2833333333333333,0.2666666666666666,positif,2,2
05/05/2021 02:19,0.0,kenal harun masiku madam bansos,know harun masiku madam bansos,0.0,0.0,netral,0,0
05/05/2021 02:20,0.0,sebenernya korup dana bansos tuju mulia ya rul tidak cipta klaster,"actually, the social assistance funds are corrupt for noble purposes, yes, rul didn't create clusters",0.5166666666666667,0.0333333333333333,positif,2,2
05/05/2021 02:24,0.0,netizen bantu bansos mnt pecat,"netizens help social assistance, please fire",0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 02:25,,yang terhormat tiga  ,dear three ,0.0,0.0,netral,0,0
05/05/2021 02:27,0.0,temu bos bumiputera nasabah janji klaim cair november 2020sesemoga cepet selesai jiwasraya bansos bpjs bakrie life kresna life,bumiputera boss meeting customers promise liquid claims november 2020hopefully it will be over soon jiwasraya bansos bpjs bakrie life kresna life,0.0,0.0,netral,0,0
05/05/2021 02:28,0.0,koruptor bansos selamat cebong gembira ria,social assistance corruptors are happy cebong happy,0.6888888888888888,0.5444444444444444,positif,2,2
05/05/2021 02:29,0.0,dakwa harry van sidabukke direktur pt pilar agro ardi idkandar maddanatja,indicted harry van sidabukke director of pt pillar agro ardi idkandar maddanatja,0.0,0.0,netral,0,0
05/05/2021 02:29,0.0,ingat pandemi lockdown total wna bansos ngecover rakyat korupsi besar hmmm,remember the total lockdown pandemic wna social assistance covers the people of big corruption hmmm,0.3055555555555555,0.0111111111111111,positif,2,2
05/05/2021 02:30,1.0,ngomongin data statistik diketawain bansos sama alat rapid bekas noh,talking about statistical data being laughed at by social assistance and used rapid tools,0.1333333333333333,0.3666666666666666,positif,2,2
05/05/2021 02:30,1.0,duka cita mati demokrasi kpk tidak bosan kritisi uu revisi kpk koruptorcontohnya simple korupsi blbi korupsi bansos gimana kabar,"mourning the death of democracy kpk is not tired of criticizing the revised law kpk corruptors, for example, simple corruption, blbi corruption, social assistance corruption, how are you",0.3746031746031746,0.0777777777777777,positif,2,2
05/05/2021 02:30,1.0,duka cita mati demokrasi kpk tidak bosan kritisi uu revisi k,kpk's death mourning democracy is not tired of criticizing our revised law,0.7,0.2,positif,2,2
05/05/2021 02:33,0.0,bersih kuruptor pesta pora kuruptor bansos selamat,"clean up corruption, debauchery, social assistance corruption, safe",0.4222222222222222,0.3,positif,2,2
05/05/2021 02:37,0.0,ngapain nyalahi orba kamu emang gimana korupsi orla kpk hemmm lihat gimana bansos rezim rakyat lapar pesta dansa oohhh omg,"why are you blaming your orba, how about corruption orla kpk hmmm see how the social assistance regime is hungry for the dance party oohhh omg",0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 02:38,0.0,faham begal bansos sampai benur banget proses sidik pretel hidup indonesia raya,understand the social assistance begal until it really sucks the process of fingerprinting the life of indonesia raya,0.1833333333333333,-0.1333333333333333,negatif,1,1
05/05/2021 02:38,,mbak risma kpk data 21 juta terima bansos bodong fiktif usaha 2 salur bansos abal 2 lengkap skenario  o bansos hak miskin skandal jahat malu masiku firli bongkar  ,ms. risma kpk data 21 million receive fake social assistance fake business 2 fake social assistance channels 2 complete scenarios o social assistance for poor rights evil scandal shame masiku firli unloading ,0.5777777777777778,-0.3,negatif,1,1
05/05/2021 02:38,489.0,mbak risma kpk data 21 juta terima bansos bodong fiktif usaha 2 salur bansos banya,ms. risma kpk data 21 million receive fake social assistance fictitious business 2 channels of social assistance a lot,0.3777777777777777,-0.1444444444444444,negatif,1,1
05/05/2021 02:39,,tidak 1tahun lebih sop bijak ambigu bonus calo tes hasil palsu alat bekas mafia karantin korupsi bansos mafia masker apada kerumun beda kerumanan  ,no more than 1 year sop wise ambiguous bonus brokers fake test results tools used mafia quarantine corruption social assistance mafia masks in different crowds ,0.6133333333333334,-0.0033333333333333,negatif,1,1
05/05/2021 02:39,0.0,tolol kalau saya sih tuju kalau maling dbunuh pake adil dtempat saya kalau maling ketangkep moddar massa maling 2 bansos itu gedeg ken bunuh wkwkwkk,"it's stupid if i'm going to kill a thief with fairness in my place, if a thief is caught, the moddar of the mass of thieves 2 social assistance is big enough to kill wkwkwkk",0.4166666666666667,-0.1916666666666666,negatif,1,1
05/05/2021 02:40,0.0,gmana kbar madam bansos dan nya,how are you madam bansos and her,0.0,0.0,netral,0,0
05/05/2021 02:41,0.0,work respect aku usaha 2 ini ultahku dirayain seperti coworkers kta urun bansos thari aku juga gaada karena bilang kerja 4,work respect i'm trying 2 this is my birthday being celebrated like coworkers we urun social assistance today i'm also not there because i said work 4,0.4083333333333333,0.1916666666666666,positif,2,2
05/05/2021 02:42,81.0,arti bejat sungguh  perusahaan sedia paket bansos fiktif rezimkacungchinarez,the meaning of depraved is that the company provides a fictitious social assistance package for the kacungchinarez regime,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 02:43,1.0,gank koruptor fitnah taliban kaum gorong fitnah juga rampok bansos jamaah,"gang of corruptors, slander of the taliban, the cultivators of slander, also rob the social assistance of the congregation",0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 02:45,0.0,tuju sih miskin sebenernya eh ntar ikut rebut bansos wkwkwkwkwk,"the goal is really poor, eh later to take the social assistance wkwkwkwkwk",0.2222222222222222,-0.1222222222222222,negatif,1,1
05/05/2021 02:51,2.0,imbau pns bima arya himbau atas presiden batal min,urge civil servant bima arya to call on the president to cancel min,0.0,0.0,netral,0,0
05/05/2021 02:51,0.0,korupsi bansos korupsi rugi negara om sampah sampah busuk busuk,"corruption, social assistance, corruption, loss to the state, omg, rotten, rotten garbage",0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 02:54,,untuk aman madam bansos  ,to be safe madam bansos ,0.5,0.5,positif,2,2
05/05/2021 02:56,0.0,sengkarut data bansos rizal ramli skandal jahat malu bansos bantuan sosial rizalramli trirismaharini,social assistance data chaotic rizal ramli scandal evil shame social assistance social assistance rizalramli trirismaharini,0.3,-0.225,negatif,1,1
05/05/2021 02:56,21.0,sengkarut data bansos rizal ramli skandal jahat malu,"the social assistance data dispute, rizal ramli, is a shameful evil scandal",0.5333333333333333,-0.4833333333333333,negatif,1,1
05/05/2021 02:57,0.0,ciri maju bikin bijak kalau baik data anggap malas wajar terima bansos sasar,"advanced features make it wise, if the data is good, consider it lazy, it's natural to receive targeted social assistance",0.5944444444444444,0.2805555555555556,positif,2,2
05/05/2021 02:58,0.0,langgar persepsi bangun serang kalau kurupsi bansos sekarang mandeg 2 nama politikus pdip hilang surat dakwa padahal nama hasil sidi libat,violate the perception of waking up to attack if the social assistance corruption has now stagnate,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 03:01,0.0,korupsi korupsi korupsi dana bansos tidak bikin miskin terus dimatiin sih,corruption corruption corruption in social assistance funds does not make the poor continue to be killed,0.2222222222222222,-0.1888888888888888,negatif,1,1
05/05/2021 03:03,0.0,bansos emg dapat blt juga dapat 300k dapat emg dasar males ngurus lapor,"social assistance really does get blt, also gets 300k, it's really lazy to take care of reports",0.4222222222222222,-0.0055555555555555,negatif,1,1
05/05/2021 03:05,30.0,takut madam bansos tangkap icw duga pecat pegawai kpk lolos tes rancang,"i'm afraid that social assistance madam arrests icw, suspected of firing kpk employees, passed the design test",0.4833333333333333,-0.2833333333333333,negatif,1,1
05/05/2021 03:07,0.0,iya benerr suka berandai-andai coba 2 positif korona wkt indo langsung lockdown country terus dana bansos korupsi,"yes, i really like to wish i could try 2 positive coronas when indonesia immediately locked the country and continued to fund the social assistance for corruption",0.2707070707070707,0.1535353535353535,positif,2,2
05/05/2021 03:07,0.0,urus ngelawak karena bicara tentang fakta tau karena berpatisipasi ngurus bansos kalau keluarga dapat mikir,"take care of jokes because you talk about facts, you know because you participate in taking care of social assistance if the family can think",0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 03:08,0.0,genjot daya beli konsumsi masyarakat lebaran perintah cepat cair bansos mei dengar kabarsiangrampati ayu rk informasi bantu sosial cair,"boost purchasing power of people's consumption for lebaran, quick order to disburse social assistance, may hear the news,siangrampati ayu rk, information on liquid social assistance",0.2111111111111111,0.1333333333333333,positif,2,2
05/05/2021 03:08,10.0,lupa maling bansos hukum mati,forget the death penalty for theft of social assistance,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 03:09,0.0,gengsi bib supaya anggap sebagai orang kaya kalau bagi bansos tetep rebut,the prestige of the bib so that you think of it as a rich person if for social assistance you still fight for it,0.4083333333333333,0.2041666666666666,positif,2,2
05/05/2021 03:14,0.0,heuh pas baca berita bansos dipake karokean hura 2 kzl haha beda jalur sih ngan pajak dipake benar orang hidup juga mudah tinggal itu fasilitas harusnya dibkin pajak,"heuh, when i read the social assistance news, it was used karokean hura 2 kzl haha, the path was different, but the tax was used correctly, people live too easily, that's a facility that should be taxed",0.4599999999999999,0.1606060606060605,positif,2,2
05/05/2021 03:15,0.0,saya anti perintah bansos daerah bogor tamansari dapat sesuai instruksi presiden dptnya kue susu kental manis saya sudah simpan bukti belum daerah bekas bansosnya potong untuk bagi dapat bansos adalagi sasar termasuk orkay tapi dapat bansos,"i am against the social assistance order in the bogor tamansari area, according to the president's instructions, i got sweetened condensed milk cake.",0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 03:16,0.0,sengkarut data bansos rizal ramli skandal jahat  memalukan,"the chaos of social assistance data, rizal ramli, scandalous evil, shameful",0.5333333333333333,-0.4833333333333333,negatif,1,1
05/05/2021 03:17,0.0,pas cerita anak papah muda karaoke teman 2 kamu nak pake uang bansos besok gitu ya okey pah laksana,"when the story is young papah's son karaoke, your 2 friends want to use the social assistance money tomorrow, okay, it's like that",0.3222222222222222,0.2111111111111111,positif,2,2
05/05/2021 03:17,0.0,props perintah strategi hadap pandemi korupsi bansos motongin libur,props orders strategy to deal with the social assistance corruption pandemic cut off holidays,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 03:17,0.0,bansos korup kpk lemah kelompok makhluk anies baswedan kotor,social assistance corrupt kpk weak group of creatures anies baswedan dirty,0.6229166666666667,-0.3604166666666666,negatif,1,1
05/05/2021 03:18,9.0,libat korupsi karaoke ciprat 1 rupiah penjara din,involved in corruption karaoke splash 1 rupiah in prison din,0.0,0.0,netral,0,0
05/05/2021 03:18,0.0,puasa puasa diajakin korupsi duit bansos batal puasa,fasting fasting invites corruption of social assistance money to cancel fasting,0.0666666666666666,0.0333333333333333,positif,2,2
05/05/2021 03:19,16.0,berani kpk sama madam bansos,dare kpk with madam bansos,0.0,0.0,netral,0,0
05/05/2021 03:19,7.0,mikirin situasi negara bikin puyeng raja boneka menteri kasbon menteri gabung iblis penjara maki,"thinking about the country's situation makes the king of puppets confused, the minister of cash, the minister joins the devil in prison, maki",0.7,-0.4,negatif,1,1
