Tanggal;Banyak Retweet;Tweet;Terjemah
09/05/2021 00:51;0.0;uang bansos triliun korupsi ade armando islam radikal intoleran telolisme-tka cina membludak saat pandemi ade armando islam radikal intoleran teroris-hutang indonesia bengkak ade armando islam radikal intoleran telor;social assistance money trillion corruption ade armando radical islam intolerant of telolism-tka china booming during the pandemic ade armando radical islam intolerant of terrorists-indonesian debt swells ade armando radical islam intolerant of eggs
09/05/2021 01:00;0.0;bansos adil;fair social assistance
09/05/2021 01:03;0.0;ngantri dana bansos;queue for social assistance funds
09/05/2021 01:06;0.0;dah hukum mati koruptor bansos seret madam banson;the social assistance corruptor has been sentenced to death by dragging madam banson
09/05/2021 01:07;1.0;bipang bunuh km 50 sepi jiwasraya asabri lupa madam bansos santai lenggang kkb tetep aman 2 negara alih;bipang kills km 50 lonely soulsraya asabri forget madam bansos relax kkb stay safe 2 countries over
09/05/2021 01:08;0.0;ituu bangett bangg masaa karaoke pake duit bansos ngetarain itunyaa wkwkwk udahlaa takut tukang bakso rumah;that's really great, when you use karaoke with social assistance money, it's just that it's okay, i'm afraid of the meatball seller at home
09/05/2021 01:12;;lha kamu akun buzzer bikin twitter seperti  ginian tidak kerja  ;you're a buzzer account, making twitter like this doesn't work 
09/05/2021 01:18;0.0;bodoh sih data bansos hubung dengan data pilres data terima bansos data pilih;it's stupid that the social assistance data connects to the election data for the data to receive the social assistance data, choose
09/05/2021 01:22;0.0;bahaya korupsi bansos uang hasil korupsi pakai makan bipang;the danger of corruption, social assistance, money from corruption uses bipang
09/05/2021 01:25;2.0;tidak apa-apa viral dolo sudah 2 booming korupsi bansos km50 harus munarman larang mudik ekonomi nyungsep korona kas kosong thari pns potong kalah viral bhkn lupa tar bilang bla bla bla alasannyangerti khaaan;it's okay, it's viral, dolo, there have been 2 booms in social assistance corruption, km50, munarman, bans economic going home. undergoing corona, empty cash today, civil servants, cut their losses, viral, bhkn, forgot to say, bla bla, blah, the reason, i understand khaaan
09/05/2021 01:26;2.0;tidak apa-apa viral dolo sudah 2 booming korupsi bansos km50 harus munarman larang mudik;it's okay, dolo, there have been 2 booms in corruption, social assistance, km50, munarman has to ban going home
09/05/2021 01:36;0.0;hai anjing berani tidak panggil puan maharani 2 di d hakim setya novanto dalam e-ktpberani tidak tuntut mati koruptor bansosjng ngomong anjing rezim;hi, brave dog, don't call ms. maharani 2, judge setya novanto in e-ktp, dare not demand death for corruptors, social assistance, talking about regime dogs
09/05/2021 01:39;1.0;pantau khawatir alih isu 2 kapal star trek bawa tka cina 2 koruptor bansos extradisi asgard 2 75 pegawai kpk kemarin gagal twk dapat paklaring;monitor, worry about transfer of issue 2 star trek ships bring chinese foreign workers 2 corruption bansos extradition asgard 2 75 kpk employees yesterday failed twk got paklaring
09/05/2021 01:42;0.0;maling maling bansos politik;political aid thief
09/05/2021 01:45;0.0;lebaran larang mudik pesan bipang ambawang online indah indo cina raya trisila ekasila gotong royong tuhan budaya korupsi bansos gimana tuh;lebaran, prohibits going home, ordering bipang ambawang, beautiful online, indo china raya, trisila ekasila, gotong royong, god, the culture of corruption, social assistance, how about that
09/05/2021 01:48;0.0;main tingkat dewa om untuk selamat bansos tuntut hukum mati;omg god level play to survive social assistance sue the death penalty
09/05/2021 01:53;0.0;sidik sensitif bansos;social assistance sensitive print
09/05/2021 01:56;0.0;terus pantau adil koruptor bansos;continue to monitor the fairness of social assistance corruptors
09/05/2021 01:57;0.0;kalau bansos dan kawan-kawan data dukcapil untuk variasi data instansi bps kemsos bumn dan kawan-kawan tapi via nota paham janji;for social assistance and friends, the dukcapil data is for variations in the data for the bps ministry of social affairs for state-owned enterprises and friends, but via a memorandum of understanding the promise
09/05/2021 01:59;0.0;takut euceu tau maling bansos panic room;i'm afraid euceu knows the thief, bansos panic room
09/05/2021 02:00;0.0;salah novel baswedan bongkar korupsi bansos tidak izin tum partai usung presiden singkir test wawasan bangsa;baswedan's novel broke the social assistance corruption, didn't allow the party tum to stretch the president out of the nation's insight test
09/05/2021 02:01;0.0;saya bukan hanya bansos koruptor di endonesa hmpir di aspek rerata giant korup;i'm not just a social assistance for corruptors in indonesia, almost in the average aspect of giant corruption
09/05/2021 02:03;0.0;pesan nangkep harus hilang masiku harus sembunyi madam bansos harus aman test bangsa;the catch message must be lost, but i have to hide, madam, social assistance, must be safe, test the nation
09/05/2021 02:04;0.0;dri dana bansos smpe alat swab bekas;from social assistance funds to used swab tools
09/05/2021 02:04;0.0;kpada yang terhormat larang mudik apresiasi tenaga kesehatan mohon izin saran dana bansos kompensasi untuk supir travel dampak terima kasih sehat;dear friends, prohibit going home, appreciation of health workers, please ask for permission to advise on compensation for social assistance funds for travel drivers, thank you, healthy
09/05/2021 02:10;;tsk kpk nama inisial tidak sembunyi data identitas tapi kait madem bansos 2 kpk hati 2  ;tsk kpk initial name does not hide identity data but hook madem bansos 2 kpk heart 2 
09/05/2021 02:15;0.0;maling dana bansos;social assistance fund thief
09/05/2021 02:22;0.0;koruptor bansosdihukum mati efek ditimbulkansangat untuk rakyat heran akan koruptorhanya kriminal negeri inimereka tidak jera;social assistance corruptors are sentenced to death. the effect is very surprising for the people, only criminals in this country, they are not deterred
09/05/2021 02:26;0.0;garong bansos blbi century;blbi century's social assistance
09/05/2021 02:27;0.0;korupsi bansos kaya raya takpunya mudik jalan kaki;corruption, social assistance, the rich, don't have to go back and forth on foot
09/05/2021 02:27;0.0;ngikik bipang jadi paham lurah urus kampung daritesting 2 pegawaimudikkerumunanurusan bansostenaga kerja luarrekor hutangpertahanan rapuhpendidikan mandegproyek mangkrakmulut saksi otak tangan hati;gikik bipang understands that the village headman manages the village from testing 2 employees back and forth, crowds, social assistance affairs, foreign workers, debt record, fragile defense, stagnant education, stalled projects, mouths, witnesses, brains, hands, hearts
09/05/2021 02:29;0.0;korupsi bansos prestasi marah kamu bong;corruption, social assistance, angry achievement, you bong
09/05/2021 02:32;0.0;lha kalau korupsi bansos makan babi panggang gimana rip;what if the social assistance corruption eats roast pork, how about rip
09/05/2021 02:37;0.0;yang terhormat bansos untuk supir subsidi untuk travel mudik larang mudik larang bagus tapi mhn supir perhati tmks;dear friends, social assistance for drivers, subsidies for homecoming travel, prohibiting going back and forth, prohibiting good but please, drivers pay attention, thx
09/05/2021 02:38;0.0;putus fakta rantai sebar bansos partai mamih biar ungkap;break the fact that the chain of distribution of social assistance for the mamih party will be revealed
09/05/2021 02:40;0.0;makan duit bansos jugaa;eat the social assistance money too
09/05/2021 02:47;0.0;pikir random ini logika koruptor dana bansos bagi masyarakat 100 rupiah orang alih rekening pribadi kalau salur bantu;this random thought is the logic of corruptors, social assistance funds for the community, 100 rupiah, people transfer personal accounts if the channel is to help
09/05/2021 02:51;0.0;asa bau busuk 2 bau bansos jiwasraya asabri masih kpk;asa stinks 2 the smell of the social assistance of jiwasraya asabri is still kpk
09/05/2021 02:51;0.0;oooh pantesan korupsi bansos kkp kait dengan kuasa negeri;oooh it's appropriate that the social assistance corruption is related to state power
09/05/2021 02:53;0.0;hei saya omongin jilat ruhut akun fake cebong ngomongin babi goblog bukan pki cebong emang otak ngomongin baba panggang pki emang stres gol makan uang hatam bansos;hey i'm talking about licking rurut fake accounts cebong talking stupid pigs not pki cebong really brains talking about roasted baba pki really stressed goals eat money hatam bansos
09/05/2021 02:56;0.0;tau sih saya perr bansos an korupsi uang sengaja selip pas cek eh uang ah in adoh selip tambahin binomskuy dulss;you know, i perr social assistance and corruption, money deliberately slipped when i checked, ah, the money ah in, slipped, added binomskuy dulss
09/05/2021 03:01;0.0;iya benar tidak apa-apa mending ngebahas korupsi bansos banjir tka cina saat wni masih banyak anggur n larang mudik ngebahas tragedi km 50 lebih ptg;yes, that's right, it's okay, let's talk about the corruption of social assistance, the flood of chinese foreign workers when the indonesians still have a lot of wine n prohibit going back and forth to discuss the tragedy of km 50 and over
09/05/2021 03:04;10.0;ironis pribumi larang mudik cina biar masuk bansos rampok asabri garong ulama didzalimi masjid;it's ironic that the natives banned the chinese going home so they could enter the social assistance, rob asabri, gang up on clerics who have been wronged by the mosque
09/05/2021 03:04;10.0;ironis pribumi larang mudik cina biar masuk bansos rampok asabri garong ulama didzalimi masjid injak ajar islam bentur  in umat adu domba makan haram endorse presiden gila masih mikir negara;it's ironic that natives ban chinese going home so they can enter social assistance, rob asabri, gang up on clerics, harassed mosques, trampled on islam, clashed in people fighting for eating haram endorsed by crazy presidents still thinking about the state
09/05/2021 03:05;5.0;astagfirullah madam bansos cilik aman sidik;astagfirullah, the little social assistance madam is safe
09/05/2021 03:09;0.0;wkwkwkkwk laku anjing gurun beri makan beri bansos tetep gigit;wkwkwkwkwk desert dogs feed and give social assistance and keep biting
09/05/2021 03:10;0.0;gantung pimpin kpk e ktapi masiku sampai bansos;hanging lead kpk e kbut still until the social assistance
09/05/2021 03:11;44.0;bipang terus goreng buzzers tutup lebih serius bukti 2 sudah lupa seperti korupsi asabri jiwasraya bansos bantai 6 laskar 2 masyarakat mudah lena dengan urus ecek 2 sebenarnya tidak manfaat;bipang continues to fry buzzers close more seriously evidence 2 has forgotten, like corruption, asabri jiwasraya, bansos, massacred 6 laskar 2, people are easily swayed by taking care of them, 2 are actually not useful
09/05/2021 03:17;0.0;hukum mati koruptorbansos mantan menteri juliari batubarabenur mantan menteri kkp edhy prabowokoruptor pajakangin prayitno dad rjhonlin baratamagunung madubank paninuntuk efek jera korupsi;death penalty for corruption, social assistance, former minister, juliari coalbenur, former kkp minister, edhy prabowo, corruptor taxangin prayitno dad rjhonlin baratamagunung madubank panin, for the deterrent effect of corruption
09/05/2021 03:18;44.0;bipang terus goreng buzzers tutup lebih serius bukti 2 sudah lupa;bipang continues to fry buzzers close more seriously proof 2 has forgotten
09/05/2021 03:19;1.0;sengaja cari sensasi tweet datang tka cina reda biasa tweet hilang mati 6 laskar mati jendral bin papua teroris kkb nanggala 402 soal twk kpk korupsi bansos;deliberately looking for sensation, tweets come, chinese tka subsides, usually tweets disappear and die 6 laskar dies, general bin papua terrorist kkb nanggala 402 about twk kpk corruption bansos
09/05/2021 03:27;3.0;pegawai kpk lolos tkw tangan korupsi bansos kkp jerat 2 menteri;kpk employees pass tkw hand of corruption social assistance kkp snare 2 ministers
09/05/2021 03:29;0.0;alih isu kpk korupsi bansos harus datang wna china ntidak text pidato tidak baca review kait waspada negeri aku gaduh adu domba juang demokrasi;over the issue of kpk corruption, social assistance must come, foreign countries, no text, speech, don't read reviews, hook alert, my country is noisy fighting for democracy
09/05/2021 03:31;0.0;sory bol dobol you faham paspor makan bansos rai dobol kon mingkem wae ndobol;sorry bol dobol you understand passport eat social assistance rai dobol kon mingkem wae ndobol
09/05/2021 03:32;0.0;duit abis korupsi triliun bansos;money after corruption, trillions of social assistance
09/05/2021 03:34;0.0;bansos sembako konon korup nilai 10 000 paket parah 10 paket sembako terima bantu tunai kadang 2 1 bulan mana sisa kpk cari;social assistance for basic necessities is said to be corrupt 10 000 severe packages 10 basic food packages receive cash assistance sometimes 2 1 month where is the rest kpk looking for
09/05/2021 03:37;0.0;emg lagi foto terima bansos;emg another photo receiving social assistance
09/05/2021 03:37;0.0;sudah makan babi korupsi eeeaalaaah itu bansos korupsi;have eaten corruption pork eeeaalaaah that's a corruption aid
09/05/2021 03:45;8.0;menteri sosial kemensos gandeng guru daerah cepat padan data terima bantu sosial bansos data duduk;minister of social affairs ministry of social affairs cooperates with regional teachers to quickly match data to receive social assistance for social assistance data sitting
09/05/2021 03:46;8.0;menteri sosial kemensos gandeng guru daerah cepat padan data terima bantuan;minister of social affairs ministry of social affairs cooperates with regional teachers to quickly match data to receive assistance
09/05/2021 03:47;71.0;nahh saksi juliari jadi tsk saksi sidang korupsi bansos covid 19 minta fee eks mensos juliari tidak minta menteri tidak hartono saksi sidang pn tipikor;nahh witness juliari became tsk witness corruption trial for social assistance covid 19 asked for fees ex minister of social juliari did not ask the minister not hartono witness to the trial of corruption eradication court
09/05/2021 03:48;0.0;sewa ajah kpk wakanda bansos;just rent kpk wakanda social assistance
09/05/2021 03:49;71.0;nahh saksi juliari jadi tsk saksi sidang korupsi bansos covid 19 minta fee;well, witness juliari became a witness for the trial of the social assistance corruption trial for covid 19 asking for a fee
09/05/2021 03:50;;mahasiwa tugas lapang bantu proses padan nik bobot 20 sks selain gandeng ojk polri kpk bpk bpkp  ;field assignment students assist with the matching process for niks weighing 20 credits in addition to cooperating with the indonesian national police ojk kpk bpk bpkp 
09/05/2021 03:52;10.0;mahasiwa tugas lapang bantu proses padan nik bobot 20 sks;field assignment students help with the matching process with 20 credits
09/05/2021 03:56;0.0;cek terima bansos bst bpnt pkh baca;check, receive social assistance bst bpnt pkh read
09/05/2021 04:07;0.0;puja muncul kalau saya sih nunggu hukum mati koruptor bansos eksekusi biar janji hukum mati koruptor bansos dar janji sampah;the puja appears when i am waiting for the death penalty for social assistance corruptors to execute so that the promise of death for social assistance corruptors is based on trash promises
09/05/2021 04:12;0.0;bpum prakerja bansosgile orang gaji;bpum pre-employment bansosgile salary person
09/05/2021 04:14;0.0;saksi tidak minta fee bansos covid;the witness did not ask for the covid assistance fee
09/05/2021 04:15;0.0;gurih n nikmat zatah bansos gelap;savory n delicious substance of dark social assistance
09/05/2021 04:20;0.0;plus 25jt nama terima bansos ganda janda 2 campur;plus 25 million names received double widows 2 mixed social assistance
09/05/2021 04:22;0.0;asabri jiwasraya bansos gimana harun masiku ko bahas;asabri jiwasraya bansos, how should harun still discuss it?
09/05/2021 04:25;0.0;ngepe tlah banyak uang bansos;need a lot of social assistance money
09/05/2021 04:27;3.0;cepat padan data bansos risma gandeng guru tinggirisma koordinasi menteri didik budaya riset teknologi nadiem makarim kait;quickly match the social assistance data, risma collaborates with high school teacher, coordinating minister for education, culture, technology research, nadiem makarim hook
09/05/2021 04:30;0.0;gandeng guru daerah cepat padan data terima bantu sosial bansos data duduk;cooperate with regional teachers to quickly match data, receive social assistance for social assistance, sit down data
09/05/2021 04:34;3.0;cepat padan data bansos risma gandeng guru tinggirisma koordinasi menteri;quickly match social assistance data risma collaborates with high school teacher risma coordinating ministers
09/05/2021 04:34;0.0;gilir dana bansos trilyunan korup cebong mingkem bang aneh;shift funds trillions of corrupt tadpole bansos odd bang mingkem
09/05/2021 04:35;3.0;iya benar audit mumpung orang hidup 1 tanah rs sumber wa;yes, it's true, audit while people live 1 land rs source wa
09/05/2021 04:41;3.0;koruptor bansos modus tes ini untuk singkir sidik yeee tau;social assistance corruption test mode is to get rid of fingerprints, you know
09/05/2021 04:49;0.0;bipang babi dikepangkpk taliban aku pikir takut libas bansos;bipang pig is wrapped by the taliban, i think i'm afraid of getting rid of the social assistance
09/05/2021 04:51;0.0;pdip maling biadab bansos petinggi pdip jabat bendahara pdip jadi korupsi petinggi pdip jabat bendahara pdip menteri sosial perintah presiden jokowi pdip;pdip savage thief of social assistance, pdip t
09/05/2021 04:54;0.0;masih nanya patriot meong sudah pengkianat makan nasgor sama madam bansos min apalagi hanya kelas cundang mereka baris khianat tidak harap masih banyak mujahid jaga negeri tangan asing aseng pki lagi kuasa;still asking, patriot meow is already a traitor eating nasgor with madam bansos, min, let alone only the cundang class, they are traitors, don't expect there are still many mujahids guarding the country, foreign hands, the pki are still in power
09/05/2021 04:55;24.0;berita nebak 2 tuju tidak sehat proses twk tutup 2 spirit bangsa seperti  bangun koruptif n manipulatif;the news of guessing 2 goals is not healthy, the process of twk closes 2 national spirits like waking up corrupt and manipulative
09/05/2021 04:56;24.0;berita nebak 2 tuju tidak sehat proses twk tutup 2 spirit bangsa seperti  ap;the news of guessing 2 goals is not healthy, the twk process closes 2 national spirits like what
09/05/2021 04:56;0.0;madam bansos lolos;madam bansos escaped
09/05/2021 04:56;0.0;pegawai kpk lolos tes bangsat tangan korupsi bansos den banyak minum air bekas cuci kaki mak banteng otak jalan lihat maling bansos;kpk employee passes the test, bastard, corruption hand, social assistance and drinks a lot of water used to wash the feet of the bull's head, the brain walks, sees the thief in social assistance
09/05/2021 04:57;0.0;mantan jubir kpk henti revisi uu kpk yang anggota partai korupsi bansos kalau otak kamu tau mesti dengerin omong;former kpk spokesman stopped revising the kpk law who is a member of the social assistance corruption party if your brain knows you have to listen to the talk
09/05/2021 05:05;0.0;mahasiswa apresiasi kapolri bansos mahasiswa tidak mudik indonesia;students appreciate the national police chief for social assistance students not going home to indonesia
09/05/2021 05:09;0.0;bansos gimane bro;how about the help bro
09/05/2021 05:12;0.0;jangan umur hidup saya ikhlas sama madam bansos n the gags termasuk dukung masukin kalau kandang macan singa buaya abis 2 deh negeri sumber bencana sumber;don't live my life, i'm sincere with madam bansos and the gags, including support, if the tiger lion and crocodile cage ends 2, the country is the source of the disaster
09/05/2021 05:15;;mana tutup bantai km50 korupsi bansos kriminalisasi ulama lemah kpk  ;where to close the massacre of km50 corruption, social assistance criminalize weak clerics kpk 
09/05/2021 05:18;0.0;tamu undang untuk santap bipang love hidup ekasilahidup madam bansoshidup hidup hidup hidup imam anus cc;invited guests to eat bipang love live ekasilalive madam bansoslive life live life live priest anus cc
09/05/2021 05:20;0.0;korupsi dana bansos hidup;corruption of live social assistance funds
09/05/2021 05:22;0.0;pegawai kpk lolos twk tangan korupsi bansos kkpkpk;kpk employees pass the hands of corruption in social assistance kkpkpk
09/05/2021 05:25;0.0;bansos juta rakyat korupsi sepi;social assistance for millions of people, corruption is quiet
09/05/2021 05:26;;isu goreng shg nutupin isu lemah kpk korupsi bansos jiwasraya asabri sengkarut ketidakadilan  ;the fried issue so as to cover up the weak issue of kpk corruption, social assistance, jiwasraya asabri, chaotic injustice 
09/05/2021 05:26;1.0;peg kpk lolos twk tangan korupsi bansos kkp heheheee tengsin;peg kpk escapes twk corruption hand of social assistance kkp heheheee tengsin
09/05/2021 05:26;0.0;wibowo mba makan babi korupsi bansos gimana donk;wibowo, madam, how do you eat corruption, social assistance, don't you think
09/05/2021 05:28;0.0;heboh menu bipang alias babi panggang elektabilitas ssaya hutang roket madam korupsi dana bansos ratus tka china bebas bukti dungu;excited about the bipang menu, aka roast pork, my electability, madam rocket, corruption, social assistance funds, hundreds of chinese foreign workers, free of stupid evidence
09/05/2021 05:32;0.0;mahasiswa apresiasi kapolri bansos mahasiswa tidak mudik;students appreciate the chief of police for social assistance, students don't go home
09/05/2021 05:34;0.0;korupsi dana bansos menteri pks darimana lupa hukum mati pa blom;where did the ministerial social assistance fund corruption, forget the death penalty, pa blom
09/05/2021 05:37;0.0;bipang madam bansos;madam bansos
09/05/2021 05:38;2.0;sudah muak lihat gabenar pilpres lurah pasar tidak bantu banjir bansos gubernur pa jokowi samping rt05rw05 sentimen maklum ikut kadrun;i'm tired of seeing the presidential election for the village head of the market not helping the flood of social assistance for the governor, pa jokowi, beside rt05rw05, the sentiment is understood to join the cadrun
09/05/2021 05:42;;kasihan babi bahan alih isu 2 besar babi;sorry for the pig, the issue of 2 big pigs
09/05/2021 05:42;1.0;mana tutup bantai km50 korupsi bansos kriminalisasi ulama lemah kp;where to shut down the massacre of km50 corruption, social assistance criminalize weak clerics kp
09/05/2021 05:44;0.0;korupsi bansos lolos;social assistance corruption escapes
09/05/2021 05:45;0.0;bubar kpk bentuk tangan korupsi korupsi bansos kkp sidik intimidasi alamat tamat lembaga nya;disbanded kpk forms a hand of corruption corruption of social assistance kkp fingerprint of intimidation the address of the institution's graduation
09/05/2021 05:46;0.0;bahaya korupsi sih tapi korupsi bansos tidak tau akelanjutannya seperti  mengkrucut jadu bahaya rezim;the danger of corruption, but the social assistance corruption doesn't know the sequel, it's like cutting down the dangers of the regime
09/05/2021 05:46;0.0;disappointed but not sureprised;disappointed but not sureprised
09/05/2021 05:47;;dengan capai 2 korupsi e-ktapi benur bansos 2 2 wawasan kecintaanya bangsa sudah tidak masalah koruptor  ;by achieving 2 corruptions, e-ktapi benur bansos 2 2 insight into the love of the nation, there is no problem with corruption 
09/05/2021 05:47;0.0;diksi masalah masalah kutu lihat eksploitasi alam tambang batu bara sawit larang mudik langgar ham korupsi bansos harun masiku pukul mahasiswa pukul jurnalis tangkap paksa aksi massa;diction, problem, problem, lice, see natural exploitation, coal mine, palm oil, prohibits going home, violates human rights, corruption, social assistance, harun masiku, beats students, beats journalists, forcibly arrests mass action
09/05/2021 05:47;0.0;isu hilang 6 laskar munarman pecat pegawai kpk struktur korupsi bansos jendral bin tewas nanggala 402;the issue of missing 6 laskar munarman fires kpk employee corruption structure social assistance general bin killed nanggala 402
09/05/2021 05:48;;berita kini kuak kpk dibunuuh istana tangan k0rupsi bansos  ;the news is now revealing that kpk was killed by the palace, the hand of corruption, social assistance 
09/05/2021 05:48;0.0;jokowi miara koruptor wkwkwka gibran euii ko tangkap bansos tuh;jokowi miara is a corruptor, wow, gibran euii, why did you arrest the social assistance?
09/05/2021 05:50;0.0;fbku suspend permanen ragara komenin madam bansos;my fb is permanently suspended because of madam bansos comments
09/05/2021 05:51;0.0;anggap citra jpkp rahma stop publikasi bansos masyarakat;consider the image of jpkp rahma to stop the publication of social assistance for the community
09/05/2021 05:55;0.0;aksi berani bhayangkari bansos zona merah;brave action bhayangkari red zone social assistance
09/05/2021 05:55;0.0;coba ngrusak islam darimananya bong otak papar faham komunis ngerti saya hidup kamu tidak bansos blt;try to destroy islam, where did you come from?
09/05/2021 05:56;0.0;laah kurupsi kroni 2 kamu pda makan babi jahanam banget akan korupsi oposisi padahal gimana oposisi korupsi bansos itu smpe cerita;laah kroni corruption 2, you eat a bad pig, it's really going to corrupt the opposition even though how is the opposition to corruption in social assistance until the story
09/05/2021 05:58;0.0;sptnya 2 partai tmsuk anung sibuk 1 ngurusin masiku 2 korupsi bansos biar ntidak madam 3 korupsi kpla daerah biar aman 4 ngurusin kpk di gembosipartai cilik tapi semoga di urus bukan cilik ngurusin penting dewe 2 sap kareppe tka urusin woy;for example 2 parties including anung are busy 1 taking care of my masiku 2 corruption of social assistance so that it doesn't madam 3 corruption of the regional kpla so that it is safe 4 taking care of the kpk in the small party but hopefully it will be taken care of not the little ones taking care of the important dewe 2 sap kareppe tka take care of woy
09/05/2021 05:59;0.0;sampah kalau ekonomi baik gausah 2 thari rata bansos tiada alas uang kosong beli alutsista enggan tni alutsista gausah framing ekonomi baik sampah;waste if the economy is good, don't worry about 2 days of social assistance, there is no empty money to buy defense equipment, don't be afraid to buy defense equipment, don't worry about framing the economy is good trash
09/05/2021 05:59;8.0;tka cyna ketutupkorupsi bansos ketutuplobster ngilang harun mashiku pulang pulang;tka cyna is covered up, social assistance corruption is closed, lobster disappears, harun mashiku goes home
09/05/2021 06:02;0.0;polemik tanya twk dewan awas grand design lemah kpk kiat korupsi siapa jahat bansospenjual vaksinpenipu tanahsumberwaras;polemics ask twk the council is wary of weak grand design kpk corruption tips who is bad social assistance vaccine seller land fraud source sane
09/05/2021 06:05;0.0;gausah jajan manfaatin bansos;don't eat snacks, take advantage of social assistance
09/05/2021 06:05;0.0;wes telat kamu bud kaget ngurus harun masiku saja ora becus kpk gembos partai kamu diem saja ap mng begitu rencana biar maling rampok bansos aman bacut rek rek;wes, you're late, bud, you're surprised to take care of harun masiku, you're not good enough, kpk, you just shut up your party, what's the plan, so that thieves rob social assistance safely, bacut rek rek
09/05/2021 06:07;0.0;jongos hasil nangkep mensos kamu tau tidak lulus bisa bongkar korupsi bansos singkirin;jongos who were caught by the social minister, you know you don't pass, you can dismantle the social assistance corruption, get rid of it
09/05/2021 06:07;0.0;tokoh jujur ikhlas tidak satu selamat kpk tunggu saja hancur hancur indonesia hilang korupsi kls kakap indonesia blbi sudah lepas dengan terbit sp3 belum bantu bansos ahok;honest and sincere figures, not one survivor, kpk, just wait for it to be destroyed, indonesia is gone, corruption, the indonesian snapper class, blbi, has been released, with the publication of sp3, yet to help with social assistance, ahok
09/05/2021 06:08;;fokus tutup bantai km50 korupsi bansos kriminalisasi ulama lemah kpk  ;focus closes massacre km50 corruption, social assistance criminalizes weak clerics kpk 
09/05/2021 06:14;0.0;bansos emang kenapa sudah adil;why is the social assistance fair?
09/05/2021 06:17;0.0;agenda mereka untuk kerdil kpk tangkap korupsi bansos bendahara pdip korupsi benur prabowo celaka petinggi kpk untuk henti alir dana korupsi putus sidik berani ganggu hegemoni;their agenda is for the dwarf kpk to arrest corruption, social assistance, pdip treasurer, corruption, prabowo fry, woe to kpk officials to stop the flow of corruption funds, break up of fingerprints, dare to disturb hegemony
