Tanggal,Screen Name,Source,Hashtags,Sentiment,Tweet,prediction
2021-05-05 00:05:00,Hinatassya,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:06:00,pikiran_tukar,Twitter Web App,"['bansos', 'bantuan', 'bantuansosial', 'tukarpikiran', 'BLT', 'BLTcair']",1,banget lo bantu sosial bansos cair mei ya ayo langsung simak info tarik sayang banget leewatkan ini bansos bantu bantuansosial tukarpikiran blt bltcair,1
2021-05-05 00:06:00,lebihpantas,Twitter for iPhone,[],0,sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l,0
2021-05-05 00:06:00,haryazid,Twitter for Android,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 00:06:00,Fery49857895,Twitter for Android,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 00:07:00,gentanggentong2,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:07:00,dindaeehh,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:08:00,metamorfosa_co,Twitter for Android,[],1,banget lo bantu sosial bansos cair mei ya ayo langsung disi,1
2021-05-05 00:08:00,Febriandirfan,Twitter for iPhone,[],0,inul vista aja pake dana bansos,0
2021-05-05 00:08:00,tocakempong,Twitter for Android,[],0,mahasiswa tagih janji kpk hukum mati koruptor bansos covid,0
2021-05-05 00:08:00,metamorfosa_co,Twitter for Android,[],0,rangkum bantu cair mei ayo pasti lumayan loh,0
2021-05-05 00:08:00,goldenroses100,Twitter for iPhone,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:09:00,FahmiYusup10,Twitter for Android,[],0,potensi sdm kpk yg uji taruh nyawa utk berantas korupsi,0
2021-05-05 00:09:00,Husaini_Yusuff,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:10:00,FalsSuara,Twitter for Android,[],0,klo pake data aja bilang ekonomi buruk doi pilih pakai tren baik jiahahahahahahaha lihai kang surpey yg nganggur bejibun pandemi nakuti bansos korup thr potong pake baik,0
2021-05-05 00:10:00,Binaone1,Twitter Web App,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:11:00,menakdobol,Twitter for Android,[],0,justeru halu radikalisme khilafah tutup fakta bahaya korupsi bansos e-ktp asabri jiwasraya korupsi yg libat partai dukung jokowi,0
2021-05-05 00:11:00,iluvatar188,Twitter for Android,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 00:11:00,follow_sahabat,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:12:00,Riooanfer,Twitter for Android,[],1,banget lo bantu sosial bansos cair mei ya ayo langsung disi,1
2021-05-05 00:12:00,ArifulBahri,Twitter for iPhone,[],0,data ganda terima bansos juta ambil data kpu milu,0
2021-05-05 00:12:00,Riooanfer,Twitter for Android,[],0,rangkum bantu cair mei ayo pasti lumayan loh,0
2021-05-05 00:12:00,AdinaArjun,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:12:00,azzahrah_maria,Twitter for Android,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 00:13:00,JalakHa23534860,Twitter for Android,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 00:14:00,Cahyadi_refa,Twitter for Android,[],0,pdip partai raja korup madam bansos terus ideologi komunis yg ganti pancasila yg men,0
2021-05-05 00:14:00,baaangp,Twitter for Android,[],0,risma data ganda terima bansos yg bobrok kerja kader pdip juliari batubara yg salah er,0
2021-05-05 00:14:00,Adudu7231,Twitter for Android,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 00:15:00,putraaawcksn,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:16:00,rizal9973,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:16:00,Fery49857895,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:17:00,1qbalbagas,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:17:00,ShowMen05,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:17:00,rndaniah,Twitter for iPhone,[],0,sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l,0
2021-05-05 00:17:00,kip13392274,Twitter for Android,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 00:18:00,Zack_1806,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:18:00,WandaAbdillah34,Twitter Web App,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 00:18:00,Cahyadi_refa,Twitter for Android,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 00:18:00,duduldulp,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:18:00,tHoNk1031,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:19:00,fajarasn,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:19:00,UnsuperMenn,Twitter Web App,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:19:00,zaenal_mustofa_,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:20:00,syarifptk,Twitter for Android,[],0,temu data ganda terima bansos risma saran mundur mensos,0
2021-05-05 00:20:00,despu,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:21:00,aldytris,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:22:00,keisukeabdul,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:22:00,azula_azulaKyu,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:22:00,Dodo02205610,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:23:00,bednboujee,Twitter Web App,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:23:00,efnita_herwit,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:25:00,Swarnad71915084,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:26:00,uketri,Twitter for Android,[],0, sidik senior tangan korupsi simulator sim bansos pd sidik korupsi,0
2021-05-05 00:26:00,BagusGenjing16,Twitter for Android,[],0,formula e ga yg perkara angkat yg aja sprti hilang harun mas bansos yg mandeg namac yg hilang surat dakwa yg udah terang benerang,0
2021-05-05 00:26:00,maju_ahmad,Twitter for Android,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 00:26:00,ajenar,Twitter Web App,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:27:00,backPM_84,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:28:00,Indahny15692156,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:28:00,Swarnad71915084,Twitter for Android,[],0,sidik kpk kendali hukum berantas korupsi us,0
2021-05-05 00:29:00,HelfiaNilChalis,Twitter Web App,[],0,juta data ganda alokasi dana bansos juta data fiktif kali salur t,0
2021-05-05 00:29:00,suryobumi,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:30:00,nggapunyatujuan,Twitter Web App,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:30:00,SriAriawaty,Twitter Web App,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:31:00,Amanyfas,Twitter for iPhone,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:31:00,Adell1ne,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:32:00,PradityaBeni,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:32:00,prodygeer,Twitter Web App,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:33:00,rinokrismasurya,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:35:00,raannggaa69,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:35:00,kvnbonauli,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:35:00,bahrunikatur,Twitter Web App,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:36:00,siluthfi,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:37:00,urraidan,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:37:00,laukdaun7,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:38:00,EddieBachroel,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:40:00,AlpaSW,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:40:00,NatushaSholihah,Twitter Web App,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:40:00,Reebdullah1,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:42:00,UncleUcok,Twitter for iPhone,[],0,orng yg korupsi bansos,0
2021-05-05 00:42:00,ok_ko1977,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:42:00,aesthete_sh,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:42:00,Jalal_RI,Twitter Web App,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:43:00,dirham23661620,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:43:00,ferd11an_,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:43:00,haniyuli3,Twitter for iPhone,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:44:00,walian76,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:44:00,Niawahdania667,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:44:00,Betadin7,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:45:00,SriAriawaty,Twitter Web App,[],0,madam bansos kabur niihpenyidik kpk duga pecat tangan korupsi kakap,0
2021-05-05 00:45:00,Rabbiyaya,Twitter for Android,[],0,sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l,0
2021-05-05 00:46:00,KnSuyono,Twitter for Android,[],0,risma data ganda terima bansos yg bobrok kerja kader pdip juliari batubara yg salah er,0
2021-05-05 00:46:00,terlahirpendosa,Twitter for iPhone,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:47:00,i_dzaqi,Twitter for Android,[],0,kau duga singkir insan baik kpk yg tangan mega korupsi bumi pertiwi spt bansos kau bi,0
2021-05-05 00:47:00,Niawahdania667,Twitter for Android,[],0,mahasiswa tagih janji kpk hukum mati koruptor bansos covid,0
2021-05-05 00:47:00,MFeisalReza,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:47:00,suryobumi,Twitter for Android,[],0,sidik kpk kendali hukum berantas korupsi us,0
2021-05-05 00:47:00,agusmalik_siak,Twitter for Android,[],0,tes wawas bangsa korupsi bansos pandemia muas pejabatb peras rakyat,0
2021-05-05 00:47:00,MUdyiana,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:48:00,zaravenue,Twitter for Android,[],0,sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l,0
2021-05-05 00:48:00,xrannu,Twitter for iPhone,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:49:00,83d326acb5b249c,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:50:00,gunkz___,Twitter for iPhone,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:51:00,deaaaym,Twitter for Android,[],0,sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l,0
2021-05-05 00:51:00,SupriadiAcu,Twitter for Android,[],0,sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l,0
2021-05-05 00:51:00,oktdw,Twitter for iPhone,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:52:00,burningbearf,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:52:00,harman_abu,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:54:00,matamera2,Twitter for Android,[],0,buram aja ente enak hidup vaksin gratis dapet bansos ye nga ye nga e,0
2021-05-05 00:54:00,fourtuness,Twitter for Android,[],0,orang freelancing sugih babi ngepet dsbcewek perkosa cowok disalahin ceweknyakorupsi uang,0
2021-05-05 00:54:00,RW06_CBK_BDG,Twitter for Android,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 00:54:00,irhandy_santoso,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:54:00,bang_oemar,Twitter for iPhone,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:55:00,,,,0,kader partai ngembat duit bansos sesuai kaidah agama sesuai pancasila impor beras garam dll tani padi,0
2021-05-05 00:55:00,ridhorahadi,Twitter for Android,[],0,kutip icw ketidakmauan boyong harun mas proses hukum hilang nama politis dlm dakwa korupsi bansos lin,0
2021-05-05 00:55:00,KampusBrandal,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:55:00,foers79,Twitter for Android,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 00:55:00,Bahrul_nuzulul,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:55:00,utamiwinanti,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:55:00,riskuadrat,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 00:56:00,Amirabanten,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:56:00,IraYantiRasyim,Twitter for iPhone,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 00:57:00,chaidar_2000,Twitter for Android,[],0, sidik senior tangan korupsi simulator sim bansos pd sidik korupsi,0
2021-05-05 00:57:00,santymarlim21,Twitter for Android,[],0,madame bansos jgn boss pimpin kepala banteng yaaa,0
2021-05-05 00:57:00,icedbluue,Twitter for Android,[],0,sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l,0
2021-05-05 00:57:00,N0bunaGun,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 00:58:00,MTorvald,Twitter for Android,[],0, sidik senior tangan korupsi simulator sim bansos pd sidik korupsi,0
2021-05-05 00:58:00,Jelantah_pedas,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 00:58:00,jorghymadya,Twitter for Android,[],0,sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l,0
2021-05-05 00:58:00,shoufi_aslelmjg,Twitter for iPhone,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 00:59:00,Niawahdania667,Twitter for Android,[],0,lapor risma kpk juta data terima bansos ganda tangan kp,0
2021-05-05 00:59:00,EmhaJoe,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 01:00:00,matrisDhafidz,Twitter for Android,[],0,sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l,0
2021-05-05 01:01:00,DodikCandra4,Twitter for Android,[],0,efek frustasi saking pandemi banyak k berita korupsi bansos swab yg pakai alat bekas pakai oknum yg tanggung yg korelasi dgn pandemi ini bisa muak efek frustasi,0
2021-05-05 01:01:00,evikusss,Twitter for iPhone,[],0,menteri sri mulyani apbn anggar pulih ekonomi nasional,0
2021-05-05 01:02:00,gandiprastyawan,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 01:02:00,lolalfriza,Twitter for iPhone,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 01:03:00,Betadin7,Twitter for Android,[],0,sidik kpk kendali hukum berantas korupsi us,0
2021-05-05 01:03:00,Joko58877407,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 01:03:00,faradhil,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 01:04:00,Fredy_Santana01,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 01:04:00,widawardhiansya,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 01:04:00,batulangit5,Twitter Web App,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 01:04:00,YetiAdriyani2,Twitter for Android,[],0,sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l,0
2021-05-05 01:04:00,HadiTiawarman7,Twitter for Android,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 01:05:00,ArniChairul,Twitter for Android,[],0,salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan,0
2021-05-05 01:05:00,BengkalisSutan,Twitter for Android,[],0,sidik kpk kendali hukum berantas korupsi us,0
2021-05-05 01:05:00,dedisupriadikrw,Twitter for Android,[],0,yg pungli y lurah pegawai lurah y siih ko pecat lurahmya klo menteri yg korupsi bansos yg pecat,0
2021-05-05 01:06:00,RamdhaniBrutus,Twitter for Android,[],0, sidik senior tangan korupsi simulator sim bansos pd sidik korupsi,0
2021-05-05 01:06:00,aniezz479,Twitter for Android,[],0,korupsi bansos tuh receh pemprov dki yg yg mata bagak ga liat,0
2021-05-05 01:07:00,udahannnn,Twitter for Android,[],0,kayak denger kalo korup dana bansos covid hukum mati ehem yuk tagih janji yukk,0
2021-05-05 01:07:00,HelmiAnwarA,Twitter for Android,[],0,selamat jiwa orang tua covid utama guna antigen bekas utama wisatawan asing masuk negeri utama juga potong dana bansos utama lagi kaya kaum elit utama,0
2021-05-05 01:07:00,RamdhaniBrutus,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 01:08:00,WandaSuhanda18,Twitter for Android,[],0,data ganda terima bansos juta ambil data kpu milu,0
2021-05-05 01:08:00,AndraJulian5,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 01:08:00,adiesoelistjo,Twitter for Android,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 01:09:00,MadameLou2,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 01:10:00,,,,0,busuk kpk degil,0
2021-05-05 01:10:00,achek_neggro,Twitter for Android,[],0,gercep bener klo coba dah klo korupsi bansos sm antigen bekas kwkw,0
2021-05-05 01:10:00,Santo_Amora,Twitter Web App,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
2021-05-05 01:10:00,Amelieeerr,Twitter for iPhone,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 01:12:00,Noname30958307,Twitter for Android,[],0,kau duga singkir insan baik kpk yg tangan mega korupsi bumi pertiwi spt bansos kau bi,0
2021-05-05 01:12:00,iya_ayy,Twitter for Android,[],0,sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l,0
2021-05-05 01:12:00,Lia_Lio,Twitter for Android,[],0,sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l,0
2021-05-05 01:12:00,beautydyah,Twitter for Android,[],0,yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk,0
2021-05-05 01:13:00,bonaonana,Twitter for Android,[],0,terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k,0
2021-05-05 01:13:00,el_rohman,Twitter Web App,[],0,usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi,0
2021-05-05 01:14:00,linbangsa,Twitter for Android,['SahabatLAPOR'],1,selamat pagi sahabatlapor jalan baru data padu sejahtera sosial dtks terima bansos te,1
2021-05-05 01:15:00,JuniOthman2,Twitter for Android,['SaveKPK'],0,tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis,0
