Tanggal;Screen Name;Source;Hashtags;Sentiment;Tweet;prediction
05/05/2021 00:21;aldytris;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 00:22;keisukeabdul;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 00:22;azula_azulaKyu;Twitter for Android;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:22;Dodo02205610;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 00:23;bednboujee;Twitter Web App;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:23;efnita_herwit;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 00:25;Swarnad71915084;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 00:26;uketri;Twitter for Android;[];0; sidik senior tangan korupsi simulator sim bansos pd sidik korupsi;0
05/05/2021 00:26;BagusGenjing16;Twitter for Android;[];0;formula e ga yg perkara angkat yg aja sprti hilang harun mas bansos yg mandeg namac yg hilang surat dakwa yg udah terang benerang;0
05/05/2021 00:26;maju_ahmad;Twitter for Android;['SaveKPK'];0;tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis;0
05/05/2021 00:26;ajenar;Twitter Web App;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 00:27;backPM_84;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 00:28;Indahny15692156;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 00:28;Swarnad71915084;Twitter for Android;[];0;sidik kpk kendali hukum berantas korupsi us;0
05/05/2021 00:29;HelfiaNilChalis;Twitter Web App;[];0;juta data ganda alokasi dana bansos juta data fiktif kali salur t;0
05/05/2021 00:29;suryobumi;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 00:30;nggapunyatujuan;Twitter Web App;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:30;SriAriawaty;Twitter Web App;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:31;Amanyfas;Twitter for iPhone;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 00:31;Adell1ne;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 00:32;PradityaBeni;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 00:32;prodygeer;Twitter Web App;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:33;rinokrismasurya;Twitter for Android;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:35;raannggaa69;Twitter for Android;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:35;kvnbonauli;Twitter for Android;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:35;bahrunikatur;Twitter Web App;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:36;siluthfi;Twitter for Android;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:37;urraidan;Twitter for Android;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:37;laukdaun7;Twitter for Android;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:38;EddieBachroel;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 00:40;AlpaSW;Twitter for Android;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:40;NatushaSholihah;Twitter Web App;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:40;Reebdullah1;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 00:42;UncleUcok;Twitter for iPhone;[];0;orng yg korupsi bansos;0
05/05/2021 00:42;ok_ko1977;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 00:42;aesthete_sh;Twitter for Android;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:42;Jalal_RI;Twitter Web App;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 00:43;dirham23661620;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 00:43;ferd11an_;Twitter for Android;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:43;haniyuli3;Twitter for iPhone;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:44;walian76;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 00:44;Niawahdania667;Twitter for Android;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:44;Betadin7;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 00:45;SriAriawaty;Twitter Web App;[];0;madam bansos kabur niihpenyidik kpk duga pecat tangan korupsi kakap;0
05/05/2021 00:45;Rabbiyaya;Twitter for Android;[];0;sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l;0
05/05/2021 00:46;KnSuyono;Twitter for Android;[];0;risma data ganda terima bansos yg bobrok kerja kader pdip juliari batubara yg salah er;0
05/05/2021 00:46;terlahirpendosa;Twitter for iPhone;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:47;i_dzaqi;Twitter for Android;[];0;kau duga singkir insan baik kpk yg tangan mega korupsi bumi pertiwi spt bansos kau bi;0
05/05/2021 00:47;Niawahdania667;Twitter for Android;[];0;mahasiswa tagih janji kpk hukum mati koruptor bansos covid;0
05/05/2021 00:47;MFeisalReza;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 00:47;suryobumi;Twitter for Android;[];0;sidik kpk kendali hukum berantas korupsi us;0
05/05/2021 00:47;agusmalik_siak;Twitter for Android;[];0;tes wawas bangsa korupsi bansos pandemia muas pejabatb peras rakyat;0
05/05/2021 00:47;MUdyiana;Twitter for Android;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:48;zaravenue;Twitter for Android;[];0;sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l;0
05/05/2021 00:48;xrannu;Twitter for iPhone;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:49;83d326acb5b249c;Twitter for Android;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:50;gunkz___;Twitter for iPhone;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:51;deaaaym;Twitter for Android;[];0;sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l;0
05/05/2021 00:51;SupriadiAcu;Twitter for Android;[];0;sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l;0
05/05/2021 00:51;oktdw;Twitter for iPhone;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:52;burningbearf;Twitter for Android;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:52;harman_abu;Twitter for Android;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:54;matamera2;Twitter for Android;[];0;buram aja ente enak hidup vaksin gratis dapet bansos ye nga ye nga e;0
05/05/2021 00:54;fourtuness;Twitter for Android;[];0;orang freelancing sugih babi ngepet dsbcewek perkosa cowok disalahin ceweknyakorupsi uang;0
05/05/2021 00:54;RW06_CBK_BDG;Twitter for Android;['SaveKPK'];0;tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis;0
05/05/2021 00:54;irhandy_santoso;Twitter for Android;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:54;bang_oemar;Twitter for iPhone;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:55;;;;0;kader partai ngembat duit bansos sesuai kaidah agama sesuai pancasila impor beras garam dll tani padi;0
05/05/2021 00:55;ridhorahadi;Twitter for Android;[];0;kutip icw ketidakmauan boyong harun mas proses hukum hilang nama politis dlm dakwa korupsi bansos lin;0
05/05/2021 00:55;KampusBrandal;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 00:55;foers79;Twitter for Android;['SaveKPK'];0;tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis;0
05/05/2021 00:55;Bahrul_nuzulul;Twitter for Android;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:55;utamiwinanti;Twitter for Android;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:55;riskuadrat;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 00:56;Amirabanten;Twitter for Android;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:56;IraYantiRasyim;Twitter for iPhone;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 00:57;chaidar_2000;Twitter for Android;[];0; sidik senior tangan korupsi simulator sim bansos pd sidik korupsi;0
05/05/2021 00:57;santymarlim21;Twitter for Android;[];0;madame bansos jgn boss pimpin kepala banteng yaaa;0
05/05/2021 00:57;icedbluue;Twitter for Android;[];0;sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l;0
05/05/2021 00:57;N0bunaGun;Twitter for Android;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 00:58;MTorvald;Twitter for Android;[];0; sidik senior tangan korupsi simulator sim bansos pd sidik korupsi;0
05/05/2021 00:58;Jelantah_pedas;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 00:58;jorghymadya;Twitter for Android;[];0;sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l;0
05/05/2021 00:58;shoufi_aslelmjg;Twitter for iPhone;['SaveKPK'];0;tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis;0
05/05/2021 00:59;Niawahdania667;Twitter for Android;[];0;lapor risma kpk juta data terima bansos ganda tangan kp;0
05/05/2021 00:59;EmhaJoe;Twitter for Android;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 01:00;matrisDhafidz;Twitter for Android;[];0;sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l;0
05/05/2021 01:01;DodikCandra4;Twitter for Android;[];0;efek frustasi saking pandemi banyak k berita korupsi bansos swab yg pakai alat bekas pakai oknum yg tanggung yg korelasi dgn pandemi ini bisa muak efek frustasi;0
05/05/2021 01:01;evikusss;Twitter for iPhone;[];0;menteri sri mulyani apbn anggar pulih ekonomi nasional;0
05/05/2021 01:02;gandiprastyawan;Twitter for Android;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 01:02;lolalfriza;Twitter for iPhone;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 01:03;Betadin7;Twitter for Android;[];0;sidik kpk kendali hukum berantas korupsi us;0
05/05/2021 01:03;Joko58877407;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 01:03;faradhil;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 01:04;Fredy_Santana01;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 01:04;widawardhiansya;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 01:04;batulangit5;Twitter Web App;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 01:04;YetiAdriyani2;Twitter for Android;[];0;sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l;0
05/05/2021 01:04;HadiTiawarman7;Twitter for Android;['SaveKPK'];0;tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis;0
05/05/2021 01:05;ArniChairul;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
05/05/2021 01:05;BengkalisSutan;Twitter for Android;[];0;sidik kpk kendali hukum berantas korupsi us;0
05/05/2021 01:05;dedisupriadikrw;Twitter for Android;[];0;yg pungli y lurah pegawai lurah y siih ko pecat lurahmya klo menteri yg korupsi bansos yg pecat;0
05/05/2021 01:06;RamdhaniBrutus;Twitter for Android;[];0; sidik senior tangan korupsi simulator sim bansos pd sidik korupsi;0
05/05/2021 01:06;aniezz479;Twitter for Android;[];0;korupsi bansos tuh receh pemprov dki yg yg mata bagak ga liat;0
05/05/2021 01:07;udahannnn;Twitter for Android;[];0;kayak denger kalo korup dana bansos covid hukum mati ehem yuk tagih janji yukk;0
05/05/2021 01:07;HelmiAnwarA;Twitter for Android;[];0;selamat jiwa orang tua covid utama guna antigen bekas utama wisatawan asing masuk negeri utama juga potong dana bansos utama lagi kaya kaum elit utama;0
05/05/2021 01:07;RamdhaniBrutus;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 01:08;WandaSuhanda18;Twitter for Android;[];0;data ganda terima bansos juta ambil data kpu milu;0
05/05/2021 01:08;AndraJulian5;Twitter for Android;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 01:08;adiesoelistjo;Twitter for Android;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 01:09;MadameLou2;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 01:10;;;;0;busuk kpk degil;0
05/05/2021 01:10;achek_neggro;Twitter for Android;[];0;gercep bener klo coba dah klo korupsi bansos sm antigen bekas kwkw;0
05/05/2021 01:10;Santo_Amora;Twitter Web App;['SaveKPK'];0;tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis;0
05/05/2021 01:10;Amelieeerr;Twitter for iPhone;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 01:12;Noname30958307;Twitter for Android;[];0;kau duga singkir insan baik kpk yg tangan mega korupsi bumi pertiwi spt bansos kau bi;0
05/05/2021 01:12;iya_ayy;Twitter for Android;[];0;sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l;0
05/05/2021 01:12;Lia_Lio;Twitter for Android;[];0;sidik yg bongkar korupsi kakap spt e-ktp simulator sim ekspor benur jg bansos bisa jd asn krn tdk l;0
05/05/2021 01:12;beautydyah;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 01:13;bonaonana;Twitter for Android;[];0;terang saksi dakwa jabat kemensos ajak tim teknis bagi bansos karaoke senayan hadiah k;0
05/05/2021 01:13;el_rohman;Twitter Web App;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 01:14;linbangsa;Twitter for Android;['SahabatLAPOR'];1;selamat pagi sahabatlapor jalan baru data padu sejahtera sosial dtks terima bansos te;1
05/05/2021 01:15;JuniOthman2;Twitter for Android;['SaveKPK'];0;tangkap madam bansos savekpkbambang widjojanto indikasi sdm kpk habis;0
05/05/2021 01:15;kingstaryadi;Twitter for Android;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 01:16;;;;0;kerja panitia ada barang;0
05/05/2021 01:16;ojongoyo;Twitter for Android;[];0;usaha sedia paket bansos fiktif emang laku korupsi bansos udah nyikat komisi;0
05/05/2021 01:16;hary717;Twitter Web App;[];0;yg skrg sdg tangan sejumlah sidik yg nama edar media singkir dr kpk;0
05/05/2021 01:17;samiaji63;Twitter for iPhone;[];0;bagi bansos dikentit a b bangsat pilih a;0
05/05/2021 01:17;AcepCevot;Twitter for Android;[];0;salah hadap kpk mega korupsi bansos ekspor benih lobstersamin tan taipan;0
