Tanggal,Screen Name,Source,Hashtags,Banyak Retweet,Dif,Sentiment,Tweet,prediction
05/05/2021 01:24,iankrambil,Twitter for Android,[],1.0,5,0,si batak waras lsg diem jg kepingin liat korupsi bansos cpt slsai tp kpk lambat skali kerja 2 sengaja lambat biar u sudut perintah,0
05/05/2021 01:25,_AnakKolong,Twitter for Android,[],1.0,5,0,si batak waras lsg diem jg kepingin liat korupsi bansos cpt slsai tp kpk lambat skali,0
05/05/2021 01:29,PineksoRoyi1,Twitter for Android,[],53.0,5,0,lolos tes wawas bangsa,0
05/05/2021 01:29,Arianto80301875,Twitter for Android,[],9.0,5,0,klo 21 juta data ganda terima bansos lapor kpk bukti patut,0
05/05/2021 01:34,gindoduri,Twitter for iPhone,[],43.0,5,0,allah yak pimpin kek  ngga sempurna peduli dah pas rakyat susah bansos,0
05/05/2021 01:41,capparuni,Twitter for Android,[],0.0,5,0,bahagia utang duit glontorkan bansos utang korupsi bayar rakyat eh korupsi ngomong usaha fiktif ujung 2 rakyat nanggung utang gpp,0
05/05/2021 01:50,hahalajaaa7,Twitter for Android,[],2.0,5,0,bansos korupsi klaim transparan 60 000 angka mati covid 19 politik,0
05/05/2021 01:52,MasJono85,Twitter Web App,[],0.0,5,0,maen api sih spt bansos aman bos 2024 heheh,0
05/05/2021 01:53,MerySaputri6,Twitter for iPad,[],0.0,5,0,upaya jegal ungkap maling dana bansos misteri sang madam,0
05/05/2021 01:55,PajakPayakumbuh,Twitter for iPhone,[],5.0,5,0,apbn peran sentral pulih ekonomi nasional cermin kerja apbn 2021 pada kuartal i realisasi bel,0
05/05/2021 01:57,MijnheerDoli,Twitter Web App,[],32.0,5,0,janji ngatur korupsi bansos korup,0
05/05/2021 02:04,hutauruk_alex,Twitter Web App,[],0.0,5,0,korupsi 2 tuju politik korupsi bansos partai ideologi ideologi koruptor pancasila keluarga koruptor dampak korupsi tidak timbul takut koruptor hina teroris alamat opm,0
05/05/2021 02:04,NasgorSeafood,Twitter for Android,[],0.0,5,0,kurang nyelewengin dana bansos hukum mati hemmm hemm heemm,0
05/05/2021 02:09,danangzu,Twitter for Android,[],25.0,5,0,tes bangsa variabel nya sok hak sendiri padahal korup bansos embat,0
05/05/2021 02:11,huzprince90,Twitter for Android,[],0.0,5,0,didieu nagara kongo mh dana bansos ge d korup emang negara jahanam hahahah,0
05/05/2021 02:11,BandungHouse,Twitter for Android,[],0.0,5,0,kerja perintah urus bansos,0
05/05/2021 02:13,tanyaAzka,Twitter for Android,[],0.0,5,0,halah dki mulu lo 2 kayak bansos jiwasraya asabri tj balai e ktp lu cm benci sm anies tp lihat jahat 2 koruptor senang iya dul,0
05/05/2021 02:14,Babehstmke12,Twitter for iPhone,[],0.0,5,0,maling bansos usak negara maling ayam maling malu jgn koruptor a l i n g,0
05/05/2021 02:14,AlianHumas,Twitter for Android,[],0.0,4,1,ops yustisi salur paket bansos,1
05/05/2021 02:14,mbelgedesk,Twitter for Android,[],1.0,5,0,dijadiin komisi selamat koruptor kynya nie misi selamat madam bansos kroni,0
05/05/2021 02:15,marintaneeoezr,Twitter for iPhone,[],0.0,5,0,lucu bilang skandal korupsi bansos hahhahaaa masakan suap suap helowww trus mata lebih bayar damkar bayar bisa warung hitam 6000 meter 580 juta utk 200 meter hahhaaa,0
05/05/2021 02:16,panjiavdotya,Twitter for Android,[],0.0,5,0,uang korupsi bansos copid d pake karokean tim kemensos,0
05/05/2021 02:17,Noni33697740,Twitter for Android,[],19.0,5,0,suku anak tagih janji risma bansos pks patah hati,0
05/05/2021 02:17,ariehrynt,Twitter for Android,[],0.0,4,1,bri ngotak asli udh kyak sembako mungkin rame karna bansos perintah umkm bri,1
05/05/2021 02:18,berita_diy,Twitter Web App,"['Banpres', 'BLT', 'Bansos', 'BPUM']",0.0,4,1,cek online daftar terima blt umkm banpres bpum bri bni banpres blt bansos bpum,1
05/05/2021 02:18,Kaca67890,Twitter for Android,[],0.0,5,0,madam bansos aman nih min,0
05/05/2021 02:19,122_pratama,Twitter for Android,[],0.0,5,0,kenal harun mas madam bansos,0
05/05/2021 02:20,AkuFatkhur,Twitter for Android,[],0.0,5,0,sebenernya korup dana bansos tuju mulia yaa rul tidak cipta klaster,0
05/05/2021 02:24,misaq_ulia,Twitter for Android,[],0.0,5,0,netizen bantu bansos mnt pecat,0
05/05/2021 02:25,,,,,5,0,yth tiga amp,0
05/05/2021 02:27,KuswonoMulya,TweetDeck,[],0.0,4,1,temu bos bumiputera nasabah janji klaim cair november 2020semoga cepet selesai jiwasraya bansos bpjs bakrie life kresna life,1
05/05/2021 02:28,JokoTol91438592,Twitter for Android,[],0.0,5,0,koruptor bansos selamat cebong gembira ria,0
05/05/2021 02:29,suaradotcom,dlvr.it,[],0.0,5,1,dakwa harry van sidabukke direktur pt pilar agro ardi idkandar maddanatja,1
05/05/2021 02:29,rrrrrrlitaa,Twitter for Android,[],0.0,5,0,inget pandemi lockdown total wna bansos ngecover rakyat korupsi besar hmmm,0
05/05/2021 02:30,Fajara48,Twitter for Android,[],1.0,5,0,duka cita mati demokrasi kpk tidak bosan nya kritisi uu revisi kpk koruptorcontohnya simple korupsi blbi korupsi bansos gimana kabar,0
05/05/2021 02:30,TimeDrak,Twitter for Android,[],1.0,5,0,duka cita mati demokrasi kpk tidak bosan nya kritisi uu revisi k,0
05/05/2021 02:30,thaliarianaaa,Twitter for iPhone,[],1.0,5,0,ngomongin data statistik diketawain bansos ama alat rapid bekas noh,0
05/05/2021 02:33,JokoTol91438592,Twitter for Android,[],0.0,5,0,bersih kuruptor pesta pora kuruptor bansos selamat,0
05/05/2021 02:37,Rubi_Salm0,Twitter for Android,[],0.0,5,0,ngapain nyalahi orba loe emang gimana korupsi orla kpk hemmm lihat gimana bansos rezim rakyat lapar pesta dansa oohhh omg,0
05/05/2021 02:38,kentang_super,Twitter Web App,[],489.0,5,0,mbak risma kpk data 21 juta terima bansos bodong fiktif usaha 2 salur bansos banya,0
05/05/2021 02:38,,,,,5,1,mbak risma kpk data 21 juta terima bansos bodong fiktif usaha 2 salur bansos abal 2 lengkap skenario ampo bansos hak miskin skandal jahat malu mas firli bongkar amp,1
05/05/2021 02:38,hervanka,Twitter for Android,[],0.0,5,0,faham begal bansos sampe benur banget proses sidik pretel hidup indonesia raya,0
05/05/2021 02:39,,,,,5,0,tidak 1tahun lebih sop bijak ambigu bonus calo tes hasil palsu alat bekas mafia karantin korupsi bansos mafia masker apd kerumun beda kerumanan amp,0
05/05/2021 02:39,GioFarubi,Twitter for Android,[],0.0,5,0,tolol klo gua sih tuju klo maling dbunuh pake adil dtempat gue klo maling ketangkep moddar massa maling 2 bansos tuh gedeg ken bunuh wkwkwkk,0
05/05/2021 02:40,Amirabanten,Twitter for Android,[],0.0,5,0,gmna kbar madam bansos dn nya,0
05/05/2021 02:41,worksfess,w o r k s f e s s,[],0.0,5,0,work respect ku usaha 2 nih ultahku dirayain sperti coworkers kta urun bansos thr ku jg gaada karna bilang kerja 4,0
05/05/2021 02:42,aka_abzhary,Twitter for Android,['RezimKacungChina'],81.0,5,0,arti bejat sungguh  perusahaan sedia paket bansos fiktif rezimkacungchinarez,0
05/05/2021 02:43,jay_baraya,Twitter for Android,[],1.0,5,0,gank koruptor fitnah talib kaum gorong fitnah jg rampok bansos jamaah,0
05/05/2021 02:45,gajae6,Twitter Web App,[],0.0,5,0,tuju sih miskin sebenernya eh ntar ikut rebut bansos wkwkwkwkwk,0
05/05/2021 02:51,kangncah,Twitter for Android,[],0.0,5,0,korupsi bansos korupsi rugi negara om sampah sampah busuk busuk,0
05/05/2021 02:51,latarterkemban4,Twitter Web App,[],2.0,5,0,imbau pns bima arya himbau atas presiden batal min,0
05/05/2021 02:54,,,,,5,0,utk aman madam bansos amp,0
05/05/2021 02:56,AdiMuammar,Twitter Web App,[],21.0,5,0,sengkarut data bansos rizal ramli skandal jahat malu,0
05/05/2021 02:56,fajaronline,FAJAR.CO.ID,"['bansos', 'BantuanSosial', 'RizalRamli', 'TriRismaharini']",0.0,5,0,sengkarut data bansos rizal ramli skandal jahat malu bansos bantuansosial rizalramli trirismaharini,0
05/05/2021 02:57,TulipKuning5,Twitter for Android,[],0.0,5,0,ciri maju bikin bijak 2an kalo baik data anggap malas wajar terima bansos sasar,0
05/05/2021 02:58,BagusGenjing16,Twitter for Android,[],0.0,5,0,langgar persepsi bangun serang klo kurupsi bansos skrng mandeg 2 nama politikus pdip hilang surat dakwa pdhl nama hasil sidi libat,0
05/05/2021 03:01,ard xo,Twitter for Android,[],0.0,5,0,korupsi korupsi korupsi dana bansos ngga bikin miskin trus dimatiin sih,0
05/05/2021 03:03,danielJSeb,Twitter for iPhone,[],0.0,5,0,bansos emg dapet blt jg dapet 300k dapet emg dasar males ngurus lapor,0
05/05/2021 03:05,shoufi_aslelmjg,Twitter for iPhone,[],30.0,5,0,takut madam bansos tangkap icw duga pecat pegawai kpk lolos tes rancang,0
05/05/2021 03:07,rrrrrrlitaa,Twitter for Android,[],0.0,5,0,iyaa benerr suka berandai-andai coba 2 positif korona wkt indo lgsg lockdown country trus dana bansos korupsi,0
05/05/2021 03:07,danielJSeb,Twitter for iPhone,[],0.0,5,0,urus ngelawak karna bicara ttg fakta tau karna berpatisipasi ngurus bansos kalo keluarga dapet mikir,0
05/05/2021 03:08,ramapati__pas,Twitter for Android,['KabarSiangRampati'],0.0,4,1,genjot daya beli konsumsi masyarakat lebaran perintah cepat cair bansos mei dengar kabarsiangrampati ayu rk informasi bantu sosial cair,1
05/05/2021 03:08,RaisaTjokrodnta,Twitter for Android,[],10.0,5,1,lupa maling bansos hukum mati,1
05/05/2021 03:09,sukisno_anton,Twitter for Android,[],0.0,5,0,gengsi bib spy anggap sbg org kaya kl bagi bansos tetep rebut,0
05/05/2021 03:14,rosesundwine,Twitter for Android,[],0.0,5,0,heuh pas baca berita bansos dipake karokean hura 2 kzl haha beda jalur sih ngan pajak dipake bener org hidup jg mudah tinggal tuh fasilitas hrsnya dibkin pajak,0
05/05/2021 03:15,sofiashabrina92,Twitter for Android,[],0.0,5,0,sy anti perintah bansos daerah bogor tamansari dpt sesuai instruksi presiden dptnya kue susu kental manis sy sdh simpan bukti blm daerah bekas bansosnya potong utk bagi dpt bansos adalagi sasar trmsk orkay tp dpt bansos,0
05/05/2021 03:16,kabarpolitik,WordPress.com,[],0.0,5,0,sengkarut data bansos rizal ramli skandal jahat  memalukan,0
05/05/2021 03:17,kangjengfarhan,Twitter for Android,[],0.0,5,0,bansos korup kpk lemah kelompok makhluk anies baswedan kotor,0
05/05/2021 03:17,Hellowannn,Twitter for Android,[],0.0,5,0,pas cerita anak papah muda karaoke tmn 2 lo nak pake uang bansos bsk gitu yaa okey pah laksana,0
05/05/2021 03:17,Ukhthicc_,Twitter for Android,[],0.0,5,0,props perintah strategi hadap pandemi korupsi bansos motongin libur,0
05/05/2021 03:18,JeFrgg,Twitter for Android,[],0.0,5,0,puasa puasa diajakin korupsi duit bansos batal puasa,0
05/05/2021 03:18,maungngomul,Twitter for iPhone,[],9.0,5,0,libat korupsi karaoke ciprat 1 rupiah penjara din,0
05/05/2021 03:19,MartavakVanzos,Twitter for Android,[],16.0,5,0,berani kpk sm madam bansos,0
05/05/2021 03:19,ulunShella,Twitter for Android,[],7.0,5,0,mikirin situasi negara bikin puyeng raja boneka menteri kasbon menteri gabung iblis penjara maki,0
05/05/2021 03:20,hadycrbn,Twitter for Android,[],0.0,5,0,kpk lemah krna byk mantan anggota dewan akn bisnis bansos dn lobster,0
05/05/2021 03:23,adisasoedarso,Twitter for Android,[],0.0,5,0,pusing banget baca berita dana bansos pakai hura 2 2nya tega jahat,0
05/05/2021 03:26,feri_ulakan,Twitter for Android,[],0.0,5,0,buzzerp bansos lu,0
05/05/2021 03:26,holyholyho,Twitter Web App,[],0.0,4,0,bansos yaa,0
05/05/2021 03:26,,,,,5,0,kmrn 2 tp nyangkut madam bansos amp,0
05/05/2021 03:26,gilangyampes,Twitter for Android,[],0.0,5,0,bumn bulog tidak sbg sedia bansos kemensosnya nyari cuan bumn kasih cuan,0
05/05/2021 03:27,IbnuMuhamad_S,Twitter for Android,[],0.0,5,0,21 juta ganda kalo 1 dikentit g 2 1x bansos 300rb 6m embat garong,0
05/05/2021 03:28,holyholyho,Twitter Web App,[],0.0,4,0,bansos kota bogor sasar tinggal dapet bansos 1 keluarga dapet double triple bagi,0
05/05/2021 03:30,myputun,Twitter for Android,[],1.0,5,0,sidik pecat kpk tangan bansos covid 19 benur e-ktp,0
05/05/2021 03:31,Binsaragih1,Twitter for Android,[],0.0,5,0,gegayaan luh zakat nyombongin aje luh dana bansos lu embat gblk,0
05/05/2021 03:35,deeahn_saja,Twitter for iPhone,[],0.0,5,0,maksud korupsi jatah jabat pns non-pajak inget korupsi bansos pns wajib korupsi pake tukin ato kagak,0
05/05/2021 03:36,Binsaragih1,Twitter for Android,[],0.0,5,0,lu pikir efektif duit utang korup dana bansos nya mikir tong,0
05/05/2021 03:36,pkstaktakan,Twitter for Android,[],0.0,5,1,temu 21 juta data ganda terima bansos aleg pks dpr panggil menteri sosial,1
05/05/2021 03:38,ininaawaa,Twitter for Android,[],0.0,5,0,kayane sih neng indo makmur sejahtera bansos lancar gada korupsi perintah bersih kilap,0
05/05/2021 03:39,prastow,Twitter for iPhone,[],0.0,5,0,subsidi bunga jamin utk bantu modal bantu modal umkm pajak umkm tanggung perintah skema bansos msh,0
05/05/2021 03:42,Putra_Adi_YM,Twitter Web App,[],0.0,5,0,aneh nama madam bansos anak lurah hilang sama ramai islamphobia isu radikal radikul main buzzrp,0
05/05/2021 03:43,ZulfadlanZN,Twitter Web App,[],0.0,5,0,bansos kek nya ni,0
05/05/2021 03:48,bukhori_uby,Twitter for Android,[],10.0,5,1,aleg pks bukhori yusuf komisi viii dpr ri panggil menteri sosial risma kait lapor,1
05/05/2021 03:48,ratihnrafsyah,Twitter for iPhone,[],0.0,5,0,banget baca vice korupsi bansos covid kemaren dipake karokean ngebayangin ngorting makan expired rakyat miskin mati lapar halhal maksiat double kill,0
05/05/2021 03:49,georgegandhos,Twitter for Android,[],0.0,5,0,ngembat bansos tidak hub dgn partai dl gubernur sumut pks jg ngembat presiden pks jg ngembat sapi jenggot agama bajing,0
05/05/2021 03:50,angga_rusmanto,Twitter Web App,[],0.0,5,0,jgn diputarbalik bener klw novel dkk disingkirin bs tuh korupsi bansos sampe petinggi nye sampe madam cilaka deh lu jegal org lindung koruptor,0
05/05/2021 03:50,Putra_Adi_YM,Twitter Web App,[],0.0,5,0,madam bansos mafia kaum oligarki berkalaborasi taipan hitam,0
05/05/2021 03:50,Anglingyoga_,Twitter for Android,[],0.0,5,0,mahal karaoke jakarta pakai duit bansos bayar pakai duit pribadi ku karaoke 80k jam rame rame,0
05/05/2021 03:50,RaisaTjokrodnta,Twitter for Android,[],3.0,5,0,uang pungli kembali uang bansos sikat,0
05/05/2021 03:50,Ndons_Back,Twitter for Android,[],266.0,5,0,,0
05/05/2021 03:51,shiokaze777,Twitter for Android,[],0.0,5,0,jabat korup bansos 2 daerah bal oknum 2 manfaatin pandemi kaya korban 2 emang negara sehopeless,0
05/05/2021 03:52,oomlukman,Twitter Web App,[],0.0,5,0,korupsi bansos kaya keren banget adegan film karaoke deal deal an negara darurat ciamik,0
05/05/2021 03:54,angedespoir5,Twitter for iPhone,[],37.0,5,0,duga takut klompok nya tdk lolos tes bangsa syarat asn ngawur insan baik bkn focus korupsi bansos kes politis kalau insan coba dalam duga seleweng apbd dp formula e lebih bayar damkar,0
05/05/2021 03:54,arwidodo,Twitter for Android,[],2.0,5,0,lanjut usut korupsi bansos kemensos,0
05/05/2021 03:56,MirzaRadhika,Twitter for iPhone,[],37.0,5,0,duga takut klompok nya tdk lolos tes bangsa syarat asn ngawur insan baik,0
05/05/2021 03:59,MaulanaAdiKusu1,Twitter for Android,[],0.0,5,0,sp3 blbi rekomendasi sidik bilang sidik tidak lolos tangan mega korupsi bansos tp blbi d sp3 sehat,0
05/05/2021 03:59,jajajajguy,Twitter for Android,[],0.0,5,0,sih hukum lapor lupa kereta cepat jakarta-bandung proyek mangkrak covid but risma bilang 21 juta terima bansos palsu puluh lipat biaya formula e,0
05/05/2021 04:00,SINDOnews,TweetDeck,[],7.0,5,1,dpr panggil risma kait 21 juta data ganda terima bansos,1
05/05/2021 04:05,hiroditto,Twitter for Android,[],0.0,5,0,bau sembako bansos,0
05/05/2021 04:06,lennytant,Twitter for Android,[],0.0,5,0,bansos receh situ waras data ganda 21 jt bilang mensos bantu sunat si juli tolol lu zer zer zer,0
05/05/2021 04:11,rasebasod,Twitter for iPhone,[],1.0,5,0,yaolo anak bansos,0
05/05/2021 04:11,Zulkarn58515636,Twitter for Android,[],0.0,5,0,korupsi dana bansos benar musuh miskin musuh rakyat public enemy,0
05/05/2021 04:12,Hery94757383,Twitter for Android,[],0.0,5,0,markas koruptor bansos gimana nih,0
05/05/2021 04:12,Bhilman_,Twitter for Android,[],0.0,5,0,sliweran berita dana bansos dipake karaoke tarik pl balik,0
05/05/2021 04:13,TeWe51,Twitter for Android,[],0.0,5,0,kayak maling uang bansos atw dg kader pdip nama ngilang berkas korupsi bansos,0
05/05/2021 04:14,Teds86312800,Twitter Web App,[],0.0,5,0, kebanyakan gugur tanya madam bansos jaya koruptor hidup korupsi sikat uang negara,0
05/05/2021 04:14,YMerbabu,Twitter for Android,[],0.0,5,0,rampok bansos pdip rampok payudara nasdem,0
05/05/2021 04:15,rmol_id,Twitter Web App,[],38.0,5,1,firli bahuri bongkar 21 juta data ganda terima bansos salur abal-abal,1
05/05/2021 04:15,mdsusanto94,Twitter for Android,[],0.0,5,0,2 pecat sidik senior tangkap suap kpu sangka harun mas suap bansos covid wawas korupsi kelas kakap berani bongkar pecat,0
05/05/2021 04:17,rdnderi,Twitter for Android,[],0.0,5,0,akal arah lidi korupsi bansos,0
05/05/2021 04:17,seroja_merah,Twitter for Android,[],0.0,5,0,iya buzzer bansos biar bansos sasar teroris terima bansos juga bukan buzzer salur bansos tuju juliari hukum mati,0
05/05/2021 04:19,liputan otcom,TweetDeck,['LIP d'],0.0,5,0,lip  d 21 juta data bansos ganda dpr mensos pahlawan,0
05/05/2021 04:19,DzakwanFirst,Twitter for Android,[],0.0,5,0,maksud lu korupsi bansos covid e-ktp hitung milyar wkyg buta mata hati mati sbg anak bangsa,0
05/05/2021 04:20,syafruddin_tjg,Twitter for iPhone,[],0.0,5,0,21 juta akun bodong bansos lapor buk risma wauu sungguh jahat,0
05/05/2021 04:20,radarmasnetwork,WordPress.com,[],1.0,5,1,data ganda terima bansos risma panggil dpr,1
05/05/2021 04:22,victorpangkey,Twitter Web App,[],0.0,5,0,tepat fraksi fekaes bu mensos benarcc,0
05/05/2021 04:25,CasperBeWin1,Twitter for Android,['KpkIsDead'],5.0,5,0,bansos misteri,0
05/05/2021 04:25,cangklong_the,Twitter for Android,[],0.0,5,0,ouwhh korupsi bansos jancuukk,0
05/05/2021 04:27,geloraco,Twitter for Android,[],50.0,5,1,rizal ramli firli bahuri bongkar 21 juta data ganda terima bansos salur abal-abal,1
05/05/2021 04:28,hardi_hardiman2,Twitter for Android,[],0.0,5,0,tega ngembat hak rakyat pandemi covid 19 rakyat butuh bantu ekonomi merosot harga banting murah tdk beli daya beli anjlok penngentit bansos roboh negara,0
05/05/2021 04:28,TotokSSH,Twitter for Android,[],0.0,5,0,teriak saran duit duit dah habis utk ada pandemi bansos eh bansosnya korupsi,0
05/05/2021 04:28,Salvxia_,Twitter for Android,[],0.0,4,0,emak bpk gw kalo lg susah diem lg duit diem ampe anggap keluarga kalo dpt bansos kek org 2 tuh aneh gitu liat pdhl hey ortu gw nyembunyiin susah anjir,0
