ID,Tweet,Sentiment
"1,39E+18",beri bansos langsung bukti hadir negara tengah rakyatdukungkebaikanuntuknkri,1.0
"1,39E+18",beri bansos langsung korban bencana solok mensos risma bukti hadir negara masyarakat dukungkebaikanuntuknkri,1.0
"1,39E+18",besan sby udah masuk penjara mas bro sdh inkracht adil benur bansos ada tanah dki yg nyenggol madam elit banteng proses adil,0.0
"1,39E+18",besok besok kalo positif ga kasih bansos ngeyel,0.0
"1,39E+18",bhabinkamtibmas desa kedungglugu bripka eko prasetyo r salur bansos peduli covid warga desa bina,1.0
"1,39E+18",bhabinkamtibmas polsek widasari laksana giat distribusi beras bansos polres indramayu yayasan budha tzu chi masyarakat jompo desa leuwigede camat widasari beras kemas kg,1.0
"1,39E+18",biar adil mana uang bansos yg sikat,0.0
"1,39E+18",biar mampus tabrak kontainer yg makan dana bansos umat keluargabya malu,0.0
"1,39E+18",bilang sih kpk dari baiat baiat yg rugi negara satu republik indonesia waktu kpk sapuh bersih bupati walikota gubenur yg sengaja pungli korupsi manipulasi uang rakyat uang bansos kembali modal nyalon,0.0
,bipangers nyinyir palestina ya neng kpk bansos dll alih moslembongs shia amp,0.0
"1,39E+18",bknnya slh isi bansos dkijakarta y,1.0
"1,39E+18",blbi korupsi zaman lo tau gag gogling blbi ashabri bansos tindak criminal yg hukum berat coment mu sprti junjung mu coment gag tau berita nya ente tolol gampang kibulin ama junjung lo,0.0
"1,39E+18",blt umkm rp juta cair klik cek terima bpum bri bnitribunkaltim bpum bltumkm bansos via,1.0
"1,39E+18",boneka madam bansos,0.0
"1,39E+18",bongkar korupsi bansos sampe akar nya,0.0
"1,39E+18",brunei yg adem ayem aja covids kalo negeri sibuk bansos corona korupsi,0.0
"1,39E+18",buas harimau makan daging manusia kendali nafsu buas binatang makan aspal makan semen makan bansos makan timbang makan jabat makan dorong nafsu,0.0
"1,39E+18",bukti acau nkri gerombol maling bansos yg sok nkri nama maling maling duit rakyat gk bilang maling kuasa,0.0
"1,39E+18",bun bansos panjang,1.0
"1,39E+18",busyet jatah wmang bansos sue lu brooh salam perrsaudaraan,1.0
"1,39E+18",buzzer istana bodoh dan dongok bisa serang individu diskusi yg coba ajak diskusi maling bansos maling bansos hukum mati ga bahas,0.0
"1,39E+18",buzzerp bansos,0.0
"1,39E+18",buzzerrp bantu perintah berantas korupsi nih yg sdh sumbang perintah spy gak korupsi masak gak usaha koar doang mah anak bisa sampe dana u bansos sikat ramai ramai bantu perintah kasihan,0.0
"1,39E+18",candi hambalang sdh tdk laku lg krna yg baru bus karat jakarta kereta cepat jkt bandung mangkrak jiwasraya asabri koruptor bansos harun mas,0.0
"1,39E+18",cb banding rugi hambalang dgn bansos gede,0.0
"1,39E+18",cewe cewe suka pake baju hasil korupsi dana bansos yah,0.0
"1,39E+18",cobac sentuh madam bansos langsung ga lulus uji wawas bangsat,0.0
"1,39E+18",cocok dikasik gelar anak madam bansos ato ratu mic cc,0.0
"1,39E+18",contoh nikmat babi panggang albany ben i banget islam umat islam rejim junjung partai koruptor bansos mukidi,0.0
"1,39E+18",contoh orang idiot yg kalo pandemi sembako ama bansos tunai udahlah bantu bantu harap stop besok besok kalo pandemi mah biarin aja mati,0.0
"1,39E+18",contoh ruu omnibus law buruh garang tolak buruh sumpal dana bansos rb bulan buruh auto mingkem ruu lenggang mnjdi uu omnibus law,0.0
"1,39E+18",covid selesai klo ga yg korupsi lockdow karantina total beres resin tuh koruptor koruptor kelas kakap koruptor bansos kemaren,0.0
"1,39E+18",csalah politikus partai banteng moncong putih dpr upaya lapor risma masalah pdip suasana akibat duga korupsi dana bansos mantan kader,0.0
"1,39E+18",dalang madam bansos,0.0
"1,39E+18",dampak lawan kelompok difabel rugi sidik hasil ungkap korupsi bansos mensos nonaktif kelompok difabel sikap gabung,0.0
"1,39E+18",dana bansos blt dds mei cair manfaat kpm,1.0
"1,39E+18",dana bansos eh,1.0
"1,39E+18",dana bansos pen mana heuheu,0.0
"1,39E+18",dapet bansos iya vaksin gratis biaya karantina gratis obat gratistp nuntut muluk,0.0
"1,39E+18",dapet bansos udah jamin,1.0
"1,39E+18",dapet hampers isi sarden nikimura bansos,1.0
"1,39E+18",dapet thr aja udah syukur dapet korupsi bansos,0.0
"1,39E+18",darimana coba cuman urus nerusin bangun mah planga plongo gampang ngusut status quo udah ubah macem blbi century gate kabar pret bansos jalan bom inkracht,0.0
,data positif tambah gt,1.0
"1,39E+18",dia kandang rampok bansos,0.0
"1,39E+18",distribusi bansos kacau kodrat sunyoto kambinghitamkan kepala desa via,0.0
"1,39E+18",dongkrak ekonomi rakyat perintah salur program bansos airlangga airlanggauntukrakyat,1.0
"1,39E+18",drpd gerombol lu rampok bansos kabar madam bansos harun mas minggat mana,0.0
"1,39E+18",duit bansos gurih ya mpok,0.0
"1,39E+18",duit bansos iklan ginian,0.0
"1,39E+18",ebong hasil ternak bansos aka harun mas terlucknut,0.0
"1,39E+18",emang bansos,0.0
"1,39E+18",emang skr zaman binatang acr takbir jaga pakai laras mall biarin desa kpk lemah bansos jiwasraya bpjs garong tka biar masuk org lebaran suruh makan bipang ngak salah faisal basri bilang bangkrut moral ef,0.0
"1,39E+18",eta teh kek bansos,1.0
"1,39E+18",fans city ngantri bansos,0.0
,fff tarida indah fffternyata rezim orde rezim order inflasi korupsi bansos korupsi bener turun amp,0.0
"1,39E+18",firli pempimpin gak becus nangkap harusn mas madam bansos aja gak pimpin,0.0
"1,39E+18",ga bain koruptor jarang lihat ngetweet bansos bibit lobsters benci bikin ga buat adil bang,0.0
"1,39E+18",ga kau bilang koruptor si juliari batubara kader partai cilik yg tega embat bansos cilik,0.0
"1,39E+18",gak kesana bansos aja kirim rakyat papua,1.0
"1,39E+18",galang dana korupsi hamas lu bukti emang dana bansos maling,0.0
"1,39E+18",gampang buang sumber sakit togog jae madam bansos n the gangs serta dukung nya,0.0
"1,39E+18",ganti main rezim korup demokrat pindah rezim korupsi bansos sekarang yg pesta yg kuasa buzzer mudah komisaris kader ngembat proyek,0.0
"1,39E+18",gantung dapat sayur ikan beli dana hasil korupsi bansos nipu ya aja haram islam,0.0
"1,39E+18",gara madam bansos nyaman,0.0
"1,39E+18",gasss periksa si ngibulin ott dana bansos biar keringet dingin,0.0
"1,39E+18",gembira harun mas blockchain bansos wak haji,0.0
"1,39E+18",gerombol pura lupa gimana petral udah bubar eks dirutnya udah ketangkep century gate ampe skrg aja kaga ungkap bansos kasus jalan lu pikir era kemaren mah aja bobrok,0.0
"1,39E+18",gimana yaaa sih gua pro covid kesini bongkar gimana bobrok nya ketangkep nya praktek kotor swab korupsi bansos dll ngerasa kaya covid bikin indo sampe anggar habis covid selesai hehehe,0.0
,gin ott yg msh selamat muka kpk pasca revisi uu amp,0.0
"1,39E+18",gmn bayar duit bansos aja korup,0.0
"1,39E+18",gmn lanjut bansos ngabalin,0.0
"1,39E+18",gue ni org dpt dri bansos,1.0
"1,39E+18",hahaha thr udah cair blm orang ngurus korupsi yg gede bnyak yg bukti korup duga asabri bansos harun nasi dll,0.0
"1,39E+18",hai guoblog menteri sosial yg korupsi bansos sdh kerangkeng ancam hukum mati gw dukung adil kasih hukum berat si menteri nuduh org sembarang loe njing,0.0
"1,39E+18",hakim albertus melintir terang saksi lindung aria bima anggota partai koruptor bansos heran wkwkwland tegak hukum bodong,0.0
"1,39E+18",halah jilat jasa terhdap tega korupsi indonesia koar koar radikal radikul kadrun aja korupsi indonesia contoh bansos blbi senyap aja,0.0
"1,39E+18",hambalang bae basih noh asabri jiwasraya bansos tppi abrek lu mingkem cangkemmu,0.0
"1,39E+18",hambalang m gak banding dgn bansos asabri blbi tolol idiot,0.0
"1,39E+18",hambalang tanah nya bangun nya kalo bansos asabri jiwasraya mana uang nya,0.0
,hancur rezim tark dut bnk ramaisolusi gt,0.0
"1,39E+18",harap partai kamuflase juang empat sampe dana bansos jatah orang miskin aj diembata fakta ngapain sih ngarepin presiden kuasa empat ucap ga kurang nama almarhum,0.0
"1,39E+18",harun mas madam bansos aman,0.0
"1,39E+18",hasil seret garong bansos seret madam,0.0
"1,39E+18",heran memang perintah sedia lapang kerja bansos embat tutup wajib perintah masyarakat sedia lapang kerja,0.0
"1,39E+18",hhh trasjakarta tuan ahok aman ea bang bansos jugak aman ea bank rumah sakit sumber waras ea bank dll klompok dukung koruptor rena makanx hasil korupsi tampa kerja banting tulang tp bayar meliyaran,0.0
"1,39E+18",hhhmmm kait dgn cpewawasan bangsa pegawai kpk jokowi sebut sidang suap bansos juliari batubara cepat serap anggar kemensos,0.0
"1,39E+18",hidup skrg era kpk jadi main spt boneka pinokio krn org hasil tangkap rampok bansos juliari b yg kader pdip,0.0
"1,39E+18",hooiii bipang tua hambalang gak nilai korupsi rezim bansos jiwasraya asabri gak kuota hambalang ungkit,0.0
"1,39E+18",hormat bendera upacara an kau amanah uang bansos khianat hormat negara uhukk,0.0
"1,39E+18",hubung korupsi dana bansos yg libat parpol kuasa,0.0
"1,39E+18",hujat koruptor bansos blbi jiwasraya asabri,0.0
"1,39E+18",iblis nya ngumpet dana bansos bu,0.0
"1,39E+18",insentif nakes susah dana bansos limpah ruah,0.0
"1,39E+18",insentif tunda duit mana bansos,0.0
"1,39E+18",ironi bos sisi linimasa gemblang saji berita korupsi bansos covid menteri oknum kimia farma yg jual stik swab antigen bekas ya ngana pikir nggak bikin kesel negara sih,0.0
"1,39E+18",isi bansos kalo korupsi,0.0
"1,39E+18",isi bansos perintah buka endorsement,1.0
"1,39E+18",isi bansos perintah kerja keras raffi nagita,1.0
"1,39E+18",isi berita pdip januari tone-nya negatif harun mas korupsi bansos tolak vaksin rika ciptaning berita gerindra rri papua liput yan p mandenas februari,0.0
"1,39E+18",istirahat kantin penuh bgt yg literally penuh bgt sampe empet empet kaya ngantri bansos,0.0
"1,39E+18",iya bansos blt turunkanbiar korupsi,0.0
"1,39E+18",iya korupsi yg ga parah rezim lihai sembunyi dengan kerah buzzer giring opini biar rezim bersih bansos aja korup urus partai,0.0
"1,39E+18",iya negara sih hadir pas mungutin pajak aja wkwkwk bijak plintat-plintut dana bansos korupsi kpk gembos sampe dapat medsos aja ngeri ciduk minimal kepung bajer,0.0
"1,39E+18",iya tinggal tunggu hebat kpk tangkap koruptor bansos yg seri partai,0.0
"1,39E+18",jahat jahat demokrat besan sby sikat ka sikat jawat yg comot kpk exix taji kalo kaga ade jalunye bro bubarin aje ngabisin anggar mending bansos ape didik anggarannye,0.0
"1,39E+18",jaman sby cuman bansos jaman jokowi wkwkwkw kang fitnah kang mangkrak,0.0
,janji fajar bustomi vino main total hariyangdijanjikan poverty porn yg relevan isu pandemi tonton keluarga hangat mesti susup psa bansos amp,0.0
"1,39E+18",jd ga mesti nunggu kakap bansos kkp yg mrka urus,0.0
"1,39E+18",jelang raya perintah cepat salur bansos masyarakat airlangga airlanggauntukrakyat,1.0
"1,39E+18",jgn beeharap geng koruptor bansos utk bela sungkawa alm,0.0
"1,39E+18",jgn jebak qunut jadi tameng spy kesan restu nu krn novel dkk balik ott bansos,0.0
"1,39E+18",jokowi laknatullah sidang korupsi bansos,0.0
"1,39E+18",jokowi sebut sidang suap bansos juliari batubara cepat serap anggar kemensos no komen ahhh,0.0
"1,39E+18",juta dana bansos ganda itu tahu,0.0
"1,39E+18",juta data ganda bansos bansos orang tara dana triliun belum selisih harga alat medis pcr minimal juta,0.0
"1,39E+18",kabar bansos,0.0
"1,39E+18",kabar bansos tari nari,0.0
"1,39E+18",kadang suka mikir ya allah tanah air gin ya kalo yg tertib tertibin tuh dana bansos,0.0
,kader merah jaring ott novel baswedan cs amp,0.0
"1,39E+18",kader partai korupsi bansos udh gak yg percaya,0.0
"1,39E+18",kagak bagi bansos ape begimana nih sampe ngejarah,0.0
"1,39E+18",kait mamih bansos kali yaa,0.0
"1,39E+18",kalo bansos gimana pang,0.0
,kalo biaya alokasi bansos amp,0.0
"1,39E+18",kalo foto uda kayak terima bansos,0.0
"1,39E+18",kalo golong mangguk ya dkasi bansos ga mutu mangguk aj kasi beras import neng aj kasi tol tarif mahal sujud syukur hahaha,0.0
"1,39E+18",kalo harun mas madam bansos uda ketangkep level kpk tangkap lurah camat,0.0
"1,39E+18",kalo korupsi bansos udah ganti rugi ya partai serius nanya,0.0
"1,39E+18",kalo yg korupsi bansos kader gadungan bina ya denger partai yg,0.0
"1,39E+18",karakter geng rampok jamaah dana bansos yg moral,0.0
"1,39E+18",kardus durenmadam bansosanak lurah,0.0
"1,39E+18",kasus korupsi bansos gak asabri jiwasraya total korup gede tp ga kejam korupsi bansos,0.0
"1,39E+18",katecnye sih samac jaga kpk walhasil kpk ancam tinggal nama ngungkap korupsi kelas paus bersamac jaga ketat gerak rezim lindung koruptor harun mas mane woy bansos sampe mane,0.0
"1,39E+18",kau jadi duta bansos,0.0
"1,39E+18",kaya nerima bansos,0.0
"1,39E+18",kayak ngabalin libat korupsi bansos libat korupsi benih benur,0.0
"1,39E+18",kebyakan yg penganguran tuh cebong dana bansos ajj korup makan lu cebi yg imut bin najis,0.0
"1,39E+18",kecewa banget renta sedih liat yg mudik yg udah gapunya kerja yg nanggung biaya hidup jakarta renta bansos aja korupsi,0.0
"1,39E+18",kelen pancasila gadungan ngaku pancasila ngembat duit bansos mana,0.0
"1,39E+18",kemarin korupsi bansos yg nangkep kpk,0.0
"1,39E+18",kembali dana bansos maaf dosonya mis mic,0.0
"1,39E+18",ken nya sikh bayar daya mmg kaga uang bayar insentif nakes dana bansos nya dah garong,0.0
"1,39E+18",kencang bicara ancam hukum mati koruptor bansos kpkrasacukong kpkrasacukong,0.0
"1,39E+18",kenceng banget madam bansos iklan pilpres,0.0
"1,39E+18",kentitan gurih,0.0
,kl savekpk aja bubarkankpkbiar ga sandiwara ga korupsi bansos yg hukum mati pakai bumbu nkri pancasila wawas kebangsaanterserah bapak amp,0.0
"1,39E+18",klo investor kuasa smua lini hidup trus rakyat diam aja rakyat butuh kerja bansos embat kuasa,0.0
"1,39E+18",kompas anak paklurah hub ma bansos babe gawat,0.0
"1,39E+18",kontribusi eh maksud distribusi hasil curi dana bansos,0.0
"1,39E+18",korup bansos bijak linglung larang boleh si a salah si b salah percaya pandemi luka kecewa akibat rakyat hilang percaya hrs nyala tanda bahaya,0.0
"1,39E+18",korupsi bansos,0.0
"1,39E+18",korupsi bansos adl bukti a aja skelas perintah palagi aksksks,0.0
"1,39E+18",korupsi bansos covid m kalo dibandingin rugi negara hambalang e-ktp jiwasraya blbi relatif untung covid vs resiko yg tanggung perintah rusuh perintah lengser ngga banding,0.0
"1,39E+18",korupsi bansos gmn hilang,0.0
"1,39E+18",korupsi bansos kau yg korupsi asabri kau yg sp blbi kau,0.0
"1,39E+18",korupsi bansos koni pltu jokowi kena menteri kena tahan kpk ya minimal saksi engga pimpin kena kalo bukti curiga tuduh,0.0
,korupsi bansos masuk kategori peduli amp,0.0
"1,39E+18",korupsi kolusi tumbuh subur kang harun mas mudik bansos curi,0.0
"1,39E+18",korupsi lobster gk om koruptor bansos layak hukum mati,0.0
"1,39E+18",korupsi papua adlh krn nkri koruptif asai oligarki bansos yg jkt aja embat lg dana otsus papua inti negara gagal wajar papua merdeka kalo negara gagal sejati ga puas merdeka papua yg momentum,0.0
"1,39E+18",korupsi radikalisme korupsi dana bansos jahat manusia biadab,0.0
"1,39E+18",koruptor alutsista jamaah spt bansos e ktp blbi dll sulit menhan sapu bersih korupsi sapu hrs bersih tdk dmkn tdk efektif,0.0
"1,39E+18",koruptor mensos juliari batubara pdip dana rakyat,0.0
"1,39E+18",kpk gak berani nyentuh anak ki lurah madam bansos yg si thor merah kpk bubar ya,0.0
"1,39E+18",kpk jaman sby hasil nangkep ketua partai kuasa skrg e-ktp nyenggol ganjar aja udh mentok kpu nyenggol hasto harun mas sdh ngilang bom madam anak lurah bansos itu beda kpk kuat kpk lemah jelas,0.0
"1,39E+18",kpk jekas lemah dg lolos sidik senior kpk test bangsa sarat asn yg ada bkn kpk hantu koruptor sidik kpk yg tangan tindak korupsi bansos kemensos maikarta harun masicu bupati nganjuk,0.0
"1,39E+18",kwkwkwkwkw harun mas madam bansos gak tangkap,0.0
"1,39E+18",lha iya koruptor suka ama novel dkk apalgai kemarin bansos benur dibongkatnoleh novel dkk gw koruptor dukung buzzerp yg suka ama tuh orang,0.0
"1,39E+18",lihat bansos korupsi pegawai kpk begitu kayak metode barbar nggak heran anak muda bangga pamer aib medsos wkwk kalau nakal ya diem-diem be cari metode nakal alus,0.0
"1,39E+18",lu bilang media nikmat duit bansos bukti kalo lo ga bukti ya fitnah,0.0
,lupa endonesah mrk kapasitas lurah yg kerja based on remote controll dr madam bansos engkong xi ping opung lbp amp,0.0
"1,39E+18",lupa makan duit bansos,0.0
"1,39E+18",lupa temu bpk simpang dana bansos pemda sumbar,0.0
"1,39E+18",lurah sdg sibuk dapur bantuin istri masak lontong dkk kastengel dkk ga perintah dr madame bansos opung lbp engkong xi ji ping utk rapat ttg serang laknatullah israel,0.0
,lurah sdg sibuk masak ktupat opor rendang kastengel dkk ga dtg prundingan kpl negara sstt kapasitas nyampe kpl keluarga kapasitas otak pa lurah ga nyampe utk urus bginian amp,0.0
"1,39E+18",maaf ya rupiah terima blt sebut eh nya blt bansos banyak korupsi ah,0.0
"1,39E+18",maap ngab bebal tp bosan gak org tinggal non kopit dikopitin wna masuk bawa virus bansos korup hahaha sndiri kmna jg ttep prokes tp klo dnger atur jngan mudik halooo pilkada kmaren kmna haha,0.0
"1,39E+18",madam bansos aja biar lepas,0.0
"1,39E+18",madam bansos anak lurah sidi korupsi bansos media fitnah,0.0
"1,39E+18",madam bansos bs jd kongkalikong sm ki lurah,0.0
"1,39E+18",madam bansos cerita,0.0
"1,39E+18",madam bansos dll,0.0
"1,39E+18",madam bansos gimana kabar,0.0
"1,39E+18",madam bansos goodie bag anak lurah aja lenyap,0.0
"1,39E+18",madam bansos mana rimba lenyap harun mas,0.0
"1,39E+18",madam bansos megawati,0.0
"1,39E+18",mah imajinasi imajinasi nikmat korupsi bansos,0.0
"1,39E+18",mah jelasanggaran bansos copit dipake seneng-senengkasus anak anggota dprd yg perkosa jual anak bawah umur tindak yah negara mah,0.0
"1,39E+18",mah selisih yg dikentit,0.0
"1,39E+18",maikarta harun mas bansos kemensos bupati nganjuk tangan sidik kpk sidik lolos test bangsa asn kpk lemah korupsi tuntas jawab tunggu,0.0
"1,39E+18",makan duit bansos,0.0
"1,39E+18",maklum hp bansos,0.0
"1,39E+18",maling bansos jiwasraya asabri papar opo,0.0
"1,39E+18",maling dana bansos,0.0
"1,39E+18",maneh na kaluar lamun kajadianna indo mang karak maruncul kos rek bagi bansos,1.0
"1,39E+18",mbak bansos aja d koruppp hadeuuhhh,0.0
"1,39E+18",min numpang bansos covid dr kemensos alih alih kemensos,0.0
"1,39E+18",miskin negara kadang bansosdan makan nasidi korea utara gak bansos nasi anggap makan mewah makan kodok tikus belalang serangga bunga,0.0
"1,39E+18",mk nya gw tantang gk dlm bulan depan ott aja org baik yg singkir gk dapet info yg mumpuni ttg mas bansos benur gub sulsel yg kerja keras dr org,0.0
"1,39E+18",modusss kpk sengaja obrak abrik takut alir dana korupsi bansos telusur,0.0
"1,39E+18",moga dgn zakat fitrah bantu yg lg sulit sisir lingkung biar g kyk data bansos,0.0
"1,39E+18",moga maling dana bansos covid milyar proses,0.0
"1,39E+18",moga pegawai kpk yg lolos integritas moga bs bongkar korupsi bansos yg libat kader partai mbokde tunggu kabar,1.0
"1,39E+18",moment yg pas main catur mana mayoritas indo duka palestina lebaran sengit liga spanyol tetep kawal isu kpka bansos lobster e-ktp mana integritas alam tahun kalah twk,0.0
"1,39E+18",mudah gada potong ribu ya kaya bansos kemarin,0.0
"1,39E+18",muhammadiyah ken cap radikal kali ya ama jilat madam bansos,0.0
"1,39E+18",muncul cluster uda gk heran sih pandemi indo gk kelar uda gk heran sih yg tinggal uda gk heran sih bikin heran uang bansos mana,0.0
"1,39E+18",nama toleransi koruptor enak indonesia teransi gak agama kjahatan korupsi toleransi contoh klanjutan korup bansos si tri hukum brapa beritahilang,0.0
"1,39E+18",nampak mana posisi bicara lantur mana kelompok yg diam mega korupsi bansos yg korban antero nasional,0.0
"1,39E+18",ngabalin otak anus kpk kudu periksa ngabalin duit korupsi bansos yg sembunyi pantat qi qi qi koruptor bansos omong,0.0
,ngabalin otak sungsangmosok beranijujurpecat otak sungsang hambat amp,0.0
"1,39E+18",ngapain hormat madam bansos hilang tuh berkas,0.0
"1,39E+18",ngene iki trus piye,0.0
"1,39E+18",ngeri kali korupsi madam bansos goodie bag anak lurah media bungkam langsung nikmat korupsi bansps,0.0
"1,39E+18",ngga coba kasih susu anak beneran aja kek bansos perintah kasih duit suka disalahgunakan emg,0.0
"1,39E+18",ngga data gilir bansos yg sdh korup mingkem,0.0
"1,39E+18",ngga ngerti sebenernya indonesia sih kayak masalah omnibus law uu kpk korupsi bansos kpk ujung mati,0.0
"1,39E+18",nggak orang mikir ya silah aja kali kata nggak logis juta data ganda bansos tara dana triliun,0.0
"1,39E+18",nggih tuju gera mbah pesimisme mbah tp realita lapang nggak mbah kemensos depan pake data sepenuh pake data fiktif yg bansos ngomong bu risma lho,0.0
"1,39E+18",ngomong aja sukac kau pak kalau harun mas kader partai kau yg garong bansos dng sanding,0.0
"1,39E+18",ni kmarin lg sibuk ngurus bansosalhamdulillah ni yg tunggu tunggu dr,0.0
"1,39E+18",ni sm dapet zakat ama bansos,1.0
"1,39E+18",nikmat duit korupsi bansos jiwasraya asabri ramai nyerang pribadi kader demokrat pks,0.0
"1,39E+18",nomer axis bank bri layak udah dapet bansos,1.0
"1,39E+18",non aktivkan orang ungkap dana bansos,0.0
"1,39E+18",novel yg cokok si juli koruptor bansos copid ya yg dana isu bagi partai ya ooo ya ya,0.0
"1,39E+18",nuduh gue tantang lu bacot gue gk gue bilang gak langsung lu wakil madam bansos ya media aja diem lu ngamuk gue media nama,0.0
"1,39E+18",nunggu bansos cairr sopir tp habiss bersih korupsi,0.0
"1,39E+18",nyata janji kuat berani tangkap madam bansos n koruptor pecat beranijujurpecat alangkah lucu negeri,0.0
"1,39E+18",nyuruh pindah negara tolong nyuruh jabat jabat nyontohin bener kagak lu contoh duit bansos korupsi bentar bansos keluarin tuh blt cair,0.0
"1,39E+18",ohhh benur bansos,0.0
"1,39E+18",oke bagus trima kasih kawan saran bansos solimi nya d,0.0
"1,39E+18",oke gua bilangin yg dana bansos,1.0
"1,39E+18",om om yg ngirimin dana korupsi bansos gimana,0.0
"1,39E+18",ooo politikus partai juara korupsi yg kader ngembat uang bansos e,0.0
"1,39E+18",orang sawang si nawang besok lebaran uang gak ada utang puasa lumayan banyak kalau utang makan jatah bansos korupsi daftar kali kali kenapa jabat ber agama ini sudah cari yg,0.0
"1,39E+18",orang tsb pegang mega korupsi bansos e-ktp export benur tanjung balai dll sih yg bikin sontoloyo tsb,0.0
"1,39E+18",pakabar bansos,0.0
"1,39E+18",paket bansos,0.0
,pandai cerpen hayalan coba cerpen yg nyata hilang si harun mas amp,0.0
