ID,Sentiment,tweet_clean
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
,0,"['aa', 'johan', 'budi', 'mantan', 'juru', 'bicara', 'kpk', 'politis', 'pdi', 'pfc', 'kejut', 'kasatgas', 'pegawai', 'eselon', 'i']"
"1,39E+18",0,"['abai', 'tolong', 'up', 'aja', 'hutang', 'biadab', 'korupsi', 'bansos', 'kolonisasi', 'aseng', 'morowali']"
"1,39E+18",0,"['abang', 'senang', 'dgn', 'laku', 'rezim', 'keluar', 'pegawai', 'kpk', 'yg', 'usut', 'madam', 'bansos', 'sukses', 'abang', 'dunia', 'berat', 'tanggung', 'jawab', 'allah', 'swt', 'bang', '']"
"1,39E+18",1,"['abis', 'terima', 'bansos']"
"1,39E+18",0,"['abur', 'bias', 'sesat', 'tarik', 'simpati', 'non-muslim', 'sy', 'yg', 'non-muslim', 'aja', 'geram', 'marah', 'l']"
"1,39E+18",0,"['abur', 'bias', 'sesat', 'tarik', 'simpati', 'non-muslim', 'sy', 'yg', 'non-muslim', 'aja', 'geram', 'marah', 'l']"
"1,39E+18",0,"['abur', 'bias', 'sesat', 'tarik', 'simpati', 'non-muslim', 'sy', 'yg', 'non-muslim', 'aja', 'geram', 'marah', 'l']"
"1,39E+18",0,"['abur', 'bias', 'sesat', 'tarik', 'simpati', 'non-muslim', 'sy', 'yg', 'non-muslim', 'aja', 'geram', 'marah', 'l']"
"1,39E+18",0,"['abur', 'bias', 'sesat', 'tarik', 'simpati', 'non-muslim', 'sy', 'yg', 'non-muslim', 'aja', 'geram', 'marah', 'l']"
"1,39E+18",0,"['abur', 'bias', 'sesat', 'tarik', 'simpati', 'non-muslim', 'sy', 'yg', 'non-muslim', 'aja', 'geram', 'marah', 'l']"
"1,39E+18",0,"['abur', 'bias', 'sesat', 'tarik', 'simpati', 'non-muslim', 'sy', 'yg', 'non-muslim', 'aja', 'geram', 'marah', 'l']"
"1,39E+18",0,"['abur', 'bias', 'sesat', 'tarik', 'simpati', 'non-muslim', 'sy', 'yg', 'non-muslim', 'aja', 'geram', 'marah', 'l']"
"1,39E+18",0,"['abur', 'bias', 'sesat', 'tarik', 'simpati', 'non-muslim', 'sy', 'yg', 'non-muslim', 'aja', 'geram', 'marah', 'l']"
,0,"['abur', 'bias', 'sesat', 'tarik', 'simpati', 'non-muslim', 'sy', 'yg', 'non-muslim', 'aja', 'geram', 'marah', 'liat', 'pidato', 'sulit', 'utk', 'tumpul', 'logika', 'pidato', 'cari', 'muka']"
"1,39E+18",1,"['ace', 'hasan', 'perintah', 'pasti', 'data', 'ganda', 'penerimacbansos']"
"1,39E+18",1,"['ace', 'hasan', 'perintah', 'pasti', 'data', 'ganda', 'penerimacbansos']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapa']"
"1,39E+18",1,"['ada', 'bansos', 'bantu', 'covid', 'tiga', 'milik', 'etika', 'lindung', 'hukum', 'dapat', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",1,"['ada', 'bansos', 'lindung', 'hukum', 'uulindungipenanganancovid']"
"1,39E+18",0,"['ada', 'logistik', 'bansos', 'untung', 'karaoke']"
"1,39E+18",0,"['ada', 'tas', 'bansos', 'yg', 'seret', 'nama']"
"1,39E+18",0,"['adek', 'gw', 'klo', 'main', 'petas', 'kyk', 'warga', 'bansos', 'anjirt', 'berisik', 'banget']"
"1,39E+18",0,"['adu', 'domba', 'masyarakat', 'bansos']"
"1,39E+18",0,"['aduh', 'aduh', '', 'bener', 'dah', 'doa', 'aja', 'biar', 'aja', 'yg', 'mudik', 'ya', 'mudik', 'yg', 'gak', 'ya', 'gak', 'smua', 'dah', 'bosan', 'jg', 'bebal', 'mreka', 'dah', 'kesel', 'muak', 'liat', 'brita', 'wna', 'masuk', 'bansos', 'korupsi', 'dll', 'so', '', 'yaudah', 'doa', 'aja', 'awokawokawaok']"
"1,39E+18",0,"['aduh', 'g', 'banget', '', 'yg', 'madam', 'bansos', 'sih']"
"1,39E+18",0,"['agama', 'sang', 'nenek', 'si', 'madam', 'bansos', 'om']"
"1,39E+18",0,"['agenda', 'henti', 'alir', 'dana', 'bansos', 'madam', 'ketua', 'colong', 'bendahara', 'pdip', 'cokok', 'novel', 'dkk', 'jdnya', 'ya', 'malu', 'emak']"
"1,39E+18",0,"['agenda', 'mrk', 'utk', 'kerdil', 'kpk', 'tangkap', 'korupsi', 'bansos', 'bendahara', 'pdip', 'korupsi', 'benur', 'orang', 'prabowo', 'celaka', 'petinggi', 'kpk', 'utk', 'henti', 'alir', 'dana', 'korupsi', 'ya', 'putus', 'sidik', 'yg', 'berani', 'ganggu', 'hegemoni']"
"1,39E+18",0,"['ah', 'anjir', 'w', 'mikir', 'itu rupa', 'ribu', 'dana', 'bansos']"
