Tanggal,Tweet,Sentiment,Screen Name,Source,Hashtags
05/05/2021 00:12,data ganda terima bansos jut ambil data kpu milu,0,ArifulBahri,Twitter for iPhone,[]
05/05/2021 00:14,pdip parta raj korup madam bansos terus ideolog komunis gant pancasila men,0,Cahyadi_refa,Twitter for Android,[]
05/05/2021 00:14,risma data ganda terima bansos bobrok kerja kader pdip juliar batubar salah er,0,baaangp,Twitter for Android,[]
05/05/2021 00:20,temu data ganda terima bansos risma saran mundur mensos,0,syarifptk,Twitter for Android,[]
05/05/2021 00:26, sidik senior tangan korupsi  simulator sim bansos pd sidik korupsi ,0,uketri,Twitter for Android,[]
05/05/2021 00:26,formul e perkar angkat sprt hilang harun masiku bansos mandeg namac hilang surat dakw terang benerang,0,BagusGenjing16,Twitter for Android,[]
05/05/2021 00:28,sidik kpk kendal hukum berantas korupsi  us,0,Swarnad71915084,Twitter for Android,[]
05/05/2021 00:29,jut data ganda alokas dan bansos jut data fiktif salur t,0,HelfiaNilChalis,Twitter Web App,[]
05/05/2021 00:42,orng korupsi  bansos,0,UncleUcok,Twitter for iPhone,[]
05/05/2021 00:45,madam bansos kabur niihpenyidik kpk dug pecat tangan korupsi  kakap,0,SriAriawaty,Twitter Web App,[]
05/05/2021 00:47,dug singkir insan baik kpk tangan meg korupsi  bum pertiw spt bansos bi,0,i_dzaqi,Twitter for Android,[]
05/05/2021 00:47,tes wawas bangs korupsi  bansos pandem muas pejabatb peras rakyat,0,agusmalik_siak,Twitter for Android,[]
05/05/2021 00:54,buram ente enak hidup vaksin gratis dapet bansos ye ng ye ng e,0,matamera2,Twitter for Android,[]
05/05/2021 00:54,freelancing sugih bab ngepet dsbcewek perkos cowok disalahin ceweknyakorupsi  uang,0,fourtuness,Twitter for Android,[]
05/05/2021 00:55,kader parta ngembat duit bansos sesua kaidah agam sesua pancasila impor beras garam tan padi,0,,,
05/05/2021 00:55,kutip icw ketidakmauan boyong harun masiku proses hukum hilang nam politis dlm dakw korupsi  bansos lin,0,ridhorahadi,Twitter for Android,[]
05/05/2021 00:57,madame bansos jgn boss pimpin kepal banteng yaaa,0,santymarlim21,Twitter for Android,[]
05/05/2021 00:59,lapor risma kpk jut data terima bansos ganda tangan kp,0,Niawahdania667,Twitter for Android,[]
05/05/2021 01:01,menteri sr mulyan apbn anggar pulih ekonomi nasional,0,evikusss,Twitter for iPhone,[]
05/05/2021 01:01,efek frustas saking pandem banyak berit korupsi  bansos swab paka alat bekas paka oknum tanggung korelas dgn pandem in bis muak efek frustasi,0,DodikCandra4,Twitter for Android,[]
05/05/2021 01:05,pungl y lurah pegawai lurah y siih ko pecat lurahmy klo menteri korupsi  bansos pecat,0,dedisupriadikrw,Twitter for Android,[]
05/05/2021 01:07,kayak denger kalo korup dan bansos covid hukum mat ehem yuk tagih janji yukk,0,udahannnn,Twitter for Android,[]
05/05/2021 01:07,selamat jiw tu covid utam gun antigen bekas utam wisatawan asing neger utam jug potong dan bansos utam lag kay kaum elit utama,0,HelmiAnwarA,Twitter for Android,[]
05/05/2021 01:10,gercep bener klo cob dah klo korupsi  bansos sm antigen bekas kwkw,0,achek_neggro,Twitter for Android,[]
05/05/2021 01:10,busuk kpk degil,0,,,
05/05/2021 01:14,selamat pag sahabatlapor jalan baru data padu sejahter sosial dtks terima bansos te,1,linbangsa,Twitter for Android,['SahabatLAPOR']
05/05/2021 01:16,kerja panit ada barang,0,,,
05/05/2021 01:17,bag bansos dikentit  b bangsat pilih a,0,samiaji63,Twitter for iPhone,[]
05/05/2021 01:19,dah indonesia ngomongin covid gu kag percaya  bansos covid korup teg bener kuas teg orang kag tuh maap publik kamer kag kay artis ketangkep narkob maap kamer tumpul tumpul tumpul,0,ApolloCreed80,Twitter for Android,[]
05/05/2021 01:19,tangkap buzzer bayar sert dedengkot bahay nkr hukum mat libat korupsi  bansos,0,zainuddinmassa,Twitter for Android,[]
05/05/2021 01:22,bansos ambil bang,0,penghobi_tidur,Twitter for Android,[]
05/05/2021 01:22,halaahhh meg korupsi  bansos doang fee formul e lebih bayar formul e lebih bayar usut gue dukung kpk skrng,0,Muminae4,Twitter for Android,[]
05/05/2021 01:23,problem data problem utam seringkal sumber data bed data tenta,0,abudabudan,Twitter for Android,[]
05/05/2021 01:24,s batak waras lsg diem jg kepingin liat korupsi  bansos cpt slsa tp kpk lambat skal kerja sengaj lambat biar u sudut perintah,0,iankrambil,Twitter for Android,[]
05/05/2021 01:25,s batak waras lsg diem jg kepingin liat korupsi  bansos cpt slsa tp kpk lambat skali,0,_AnakKolong,Twitter for Android,[]
05/05/2021 01:29,klo jut data ganda terima bansos lapor kpk bukti patut,1,Arianto80301875,Twitter for Android,[]
05/05/2021 01:29,lolos tes wawas bangsa,0,PineksoRoyi1,Twitter for Android,[]
05/05/2021 01:34,allah yak pimpin kek ngg sempurn pedulidah pas rakyat susah bansos,0,gindoduri,Twitter for iPhone,[]
05/05/2021 01:41,maaf kak bansos ush curhat dapat kurang begay sesuain budget ngikutin jaman,0,satria_gas,Twitter for Android,[]
05/05/2021 01:41,bahag utang duit glontorkan bansos utang korupsi  bayar rakyat eh korupsi  ngomong usah fiktif ujung rakyat nanggung utang gpp,0,capparuni,Twitter for Android,[]
05/05/2021 01:50,bansos korupsi  klaim transparan angk mat covid politik,0,hahalajaaa7,Twitter for Android,[]
05/05/2021 01:52,maen ap sih spt bansos aman bos heheh,0,MasJono85,Twitter Web App,[]
05/05/2021 01:53,upay jegal ungkap maling dan bansos mister sang madam,0,MerySaputri6,Twitter for iPad,[]
05/05/2021 01:55,apbn peran sentral pulih ekonomi nasional cermin kerja apbn kuartal  realisas bel,1,PajakPayakumbuh,Twitter for iPhone,[]
05/05/2021 01:57,janji ngatur korupsi  bansos korup,0,MijnheerDoli,Twitter Web App,[]
05/05/2021 02:04,korupsi  tuju politik korupsi  bansos parta ideolog ideolog koruptor pancasila keluarg koruptor dampak korupsi  timbul takut koruptor hin teroris alamat opm,0,hutauruk_alex,Twitter Web App,[]
05/05/2021 02:04,kurang nyelewengin dan bansos hukum mat hemmm hemm heemm,0,NasgorSeafood,Twitter for Android,[]
05/05/2021 02:06,korupsi  bansos meg yaa ngigo enteman lanjut blb century e ktp dll kalo bubarin kpkudah bloon kerja,0,Rian__Az,Twitter for Android,[]
05/05/2021 02:09,tes bangs variabel ny sok hak sendir padahal korup bansos embat,0,danangzu,Twitter for Android,[]
05/05/2021 02:10,koe hay bansos anis giman tu jeng,0,ARIAS38831029,Twitter for Android,[]
05/05/2021 02:11,didieu nagar kongo mh dan bansos ge d korup emang negar jahanam hahahah,0,huzprince90,Twitter for Android,[]
05/05/2021 02:11,kerja perintah urus bansos,0,BandungHouse,Twitter for Android,[]
05/05/2021 02:13,halah dk mulu lo kayak bansos jiwasraya asabr tj bala e ktp lu cm benc sm anies tp lihat jahat koruptor senang iy dul,0,tanyaAzka,Twitter for Android,[]
05/05/2021 02:14,maling bansos usak negar c maling ayam maling malu jgn koruptor c  l  n g,0,Babehstmke12,Twitter for iPhone,[]
05/05/2021 02:14,ops yustis salur paket bansos,0,AlianHumas,Twitter for Android,[]
05/05/2021 02:14,dijadiin komis selamat koruptor kyny nie mis selamat madam bansos kroni,0,mbelgedesk,Twitter for Android,[]
05/05/2021 02:15,lucu bilang skandal korupsi  bansos hahhahaa masakan suap suap helowww trus mat lebih bayar damkar bayar bis warung hitam meter jut utk meter hahhaaa,0,marintaneeoezr,Twitter for iPhone,[]
05/05/2021 02:16,uang korupsi  bansos copid d pake karokean tim kemensos,0,panjiavdotya,Twitter for Android,[]
05/05/2021 02:17,suku anak tagih janji risma bansos pks patah hati,0,Noni33697740,Twitter for Android,[]
05/05/2021 02:17,br ngotak asl udh kyak sembako ko mungkin rame karn bansos perintah umkm bri,0,ariehrynt,Twitter for Android,[]
05/05/2021 02:18,cek online daftar terima blt umkm banpres bpum br bn banpres blt bansos bpum,1,berita_diy,Twitter Web App,"['Banpres', 'BLT', 'Bansos', 'BPUM']"
05/05/2021 02:18,madam bansos aman nih min,0,Kaca67890,Twitter for Android,[]
05/05/2021 02:19,kenal harun masiku madam bansos,0,122_pratama,Twitter for Android,[]
05/05/2021 02:20,sebenerny korup dan bansos tuju mul ya rul cipt klaster,0,AkuFatkhur,Twitter for Android,[]
05/05/2021 02:24,netizen bantu bansos mnt pecat,0,misaq_ulia,Twitter for Android,[]
05/05/2021 02:25,yth tiga,0,,,
05/05/2021 02:27,temu bos bumiputera nasabah janji klaim cair november mog cepet selesa jiwasraya bansos bpjs bakrie  kresna life,1,KuswonoMulya,TweetDeck,[]
05/05/2021 02:28,koruptor bansos selamat cebong gembir ria,0,JokoTol91438592,Twitter for Android,[]
05/05/2021 02:29,dakw harry van sidabukke direktur pt pilar agro ard idkandar maddanatja,0,suaradotcom,dlvr.it,[]
05/05/2021 02:29,inget pandem lockdown total wn bansos ngecover rakyat korupsi  besar hmmm,0,rrrrrrlitaa,Twitter for Android,[]
05/05/2021 02:30,duk cit mat demokras kpk bosan ny kritis uu revis k,0,TimeDrak,Twitter for Android,[]
05/05/2021 02:30,duk cit mat demokras kpk bosan ny kritis uu revis kpk koruptorcontohny simple korupsi  blb korupsi  bansos giman kabar,0,Fajara48,Twitter for Android,[]
05/05/2021 02:30,ngomongin data statistik diketawain bansos am alat rapid bekas noh,0,thaliarianaaa,Twitter for iPhone,[]
05/05/2021 02:33,bersih kuruptor pest por kuruptor bansos selamat,0,JokoTol91438592,Twitter for Android,[]
05/05/2021 02:37,ngapain nyalah orb loe emang giman korupsi  orl kpk hemmm lihat giman bansos rezim rakyat lapar pest dans oohhh omg,0,Rubi_Salm0,Twitter for Android,[]
05/05/2021 02:38,mbak risma kpk data jut terima bansos bodong fiktif usah salur bansos,0,kentang_super,Twitter Web App,[]
05/05/2021 02:38,mbak risma kpk data jut terima bansos bodong fiktif usah salur bansos abal lengkap skenario ampo bansos hak miskin skandal jahat malu masiku firl bongkar,0,,,
05/05/2021 02:38,faham begal bansos sampe benur banget proses sidik pretel hidup indonesia raya,0,hervanka,Twitter for Android,[]
05/05/2021 02:39,lebih sop bijak ambigu bonus calo tes hasila palsu alat bekas maf karantin korupsi  bansos maf masker apd kerumun bed kerumanan,0,,,
05/05/2021 02:39,tolol klo gu sih tuju klo maling dbunuh pake adil dtempat gue klo maling ketangkep moddar mass maling bansos tuh gedeg ken bunuh wkwkwkk,0,GioFarubi,Twitter for Android,[]
05/05/2021 02:40,gmn kbar madam bansos dn nya,0,Amirabanten,Twitter for Android,[]
05/05/2021 02:41,work respect ku usah nih ultahku dirayain spert coworkers kt urun bansos thr ku jg gaada karn bilang kerja,0,worksfess,w o r k s f e s s,[]
05/05/2021 02:42,art bejat sesungguhnyacefperusahaan sed paket bansos fiktif rezimkacungchinarez,0,aka_abzhary,Twitter for Android,['RezimKacungChina']
05/05/2021 02:43,gank koruptor fitnah talib kaum gorongc fitnah jg rampok bansos jamaah,0,jay_baraya,Twitter for Android,[]
05/05/2021 02:45,tuju sih miskin sebenerny eh ntar ikut rebut bansos wkwkwkwkwk,0,gajae6,Twitter Web App,[]
05/05/2021 02:51,imbau pns bim ary himbau atas presiden batal min,0,latarterkemban4,Twitter Web App,[]
05/05/2021 02:51,korupsi  bansos korupsi  rug negar om sampah sampah busuk busuk,0,kangncah,Twitter for Android,[]
05/05/2021 02:54,utk aman madam bansos,0,,,
05/05/2021 02:55,temen gue juar lomb kaligraf weh hadiah kayak bansos gue pikir kemasiku pake kardus gede gitutauny is beneran indomie,1,soitsjaemin,Twitter for Android,[]
05/05/2021 02:56,sengkarut data bansos rizal raml skandal jahat malu,0,AdiMuammar,Twitter Web App,[]
05/05/2021 02:56,sengkarut data bansos rizal raml skandal jahat malu bansos bantuansosial rizalraml trirismaharini,0,fajaronline,FAJAR.CO.ID,"['bansos', 'BantuanSosial', 'RizalRamli', 'TriRismaharini']"
05/05/2021 02:57,cir maju bikin bijak asal kalo baik data anggap malas wajar terima bansos sasar,0,TulipKuning5,Twitter for Android,[]
05/05/2021 02:58,langgar perseps bangun serang klo kurups bansos skrng mandeg nam politikus pdip hilang surat dakw pdhl nam hasila sid libat,0,BagusGenjing16,Twitter for Android,[]
05/05/2021 03:01,korupsi  korupsi  korupsi  dan bansos ngg bikin miskin trus dimatiin sih,0,ardxaxo,Twitter for Android,[]
05/05/2021 03:03,bansos emg dapet blt jg dapet k dapet emg dasar males ngurus lapor,0,danielJSeb,Twitter for iPhone,[]
05/05/2021 03:05,takut madam bansos tangkap icw dug pecat pegawai kpk lolos tes rancang,0,shoufi_aslelmjg,Twitter for iPhone,[]
05/05/2021 03:07,urus ngelawak karn bicar ttg fakt tau karn berpatisipas ngurus bansos kalo keluarg dapet mikir,0,danielJSeb,Twitter for iPhone,[]
05/05/2021 03:07,iya benerr suk berandai-anda cob positif koron wkt indo lgsg lockdown country trus dan bansos korupsi i,0,rrrrrrlitaa,Twitter for Android,[]
05/05/2021 03:08,genjot day bel konsums masyarakat lebaran perintah cepat cair bansos me dengar kabarsiangrampat ayu rk informasiku bantu sosial cair,1,ramapati__pas,Twitter for Android,['KabarSiangRampati']
05/05/2021 03:08,lup maling bansos hukum mati,0,RaisaTjokrodnta,Twitter for Android,[]
05/05/2021 03:09,gengs bib spy anggap sbg org kay kl bag bansos tetep rebut,0,sukisno_anton,Twitter for Android,[]
05/05/2021 03:14,heuh pas bac berit bansos dipake karokean hur kzl hah bed jalur sih ngan pajak dipake bener org hidup jg mudah tinggal tuh fasilitas hrsny dibkin pajak,0,rosesundwine,Twitter for Android,[]
05/05/2021 03:15,sy ant perintah bansos daerah bogor tamansar dpt sesua instruks presiden dptny kuec susu kental manis sy sdh simpan buktic blm daerah bekas bansosny potong utk bag dpt bansos adalag sasar trmsk orkay tp dpt bansos,0,sofiashabrina92,Twitter for Android,[]
05/05/2021 03:16,sengkarut data bansos rizal raml skandal jahat yangcmemalukan,0,kabarpolitik,WordPress.com,[]
05/05/2021 03:17,props perintah strateg hadap pandem korupsi  bansos motongin libur,0,Ukhthicc_,Twitter for Android,[]
05/05/2021 03:17,pas cerit anak papah mud karaoke tmn lo nak pake uang bansos bsk gitu ya okey pah laksana,0,Hellowannn,Twitter for Android,[]
05/05/2021 03:17,bansos korup kpk lemah kelompok makhluk anies baswedan kotor,0,kangjengfarhan,Twitter for Android,[]
05/05/2021 03:18,libat korupsi  karaoke ciprat rupiah penjar din,0,maungngomul,Twitter for iPhone,[]
05/05/2021 03:18,puas puas diajakin korupsi  duit bansos batal puasa,0,JeFrgg,Twitter for Android,[]
05/05/2021 03:19,mikirin situas negar bikin puyeng raj bonek menteri kasbon menteri gabung iblis penjar maki,0,ulunShella,Twitter for Android,[]
05/05/2021 03:19,beran kpk sm madam bansos,0,MartavakVanzos,Twitter for Android,[]
05/05/2021 03:20,kpk lemah krn byk mantan anggot dewan akn bisnis bansos dn lobster,0,hadycrbn,Twitter for Android,[]
05/05/2021 03:23,pusing banget bac berit dan bansos paka hur bis teg jahat,0,adisasoedarso,Twitter for Android,[]
05/05/2021 03:26,kmrn tp nyangkut madam bansos,0,,,
05/05/2021 03:26,bumn bulog sbg sed bansos kemensosny nyar cuan bumn kasih cuan,0,gilangyampes,Twitter for Android,[]
05/05/2021 03:26,buzzerp bansos lu,0,feri_ulakan,Twitter for Android,[]
05/05/2021 03:26,bansos yaa,0,holyholyho,Twitter Web App,[]
05/05/2021 03:27,jut ganda kalo dikentit g x bansos rb embat garong,0,IbnuMuhamad_S,Twitter for Android,[]
05/05/2021 03:28,bansos kot bogor sasar tinggal dapet bansos keluarg dapet double triple bagi,0,holyholyho,Twitter Web App,[]
05/05/2021 03:30,sidik pecat kpk tangan bansos covid benur e-ktp,0,myputun,Twitter for Android,[]
05/05/2021 03:31,gegayaan luh zakat nyombongin aje luh dan bansos lu embat gblk,0,Binsaragih1,Twitter for Android,[]
05/05/2021 03:35,maksud korupsi  jatah jabat pns non-pajak inget korupsi  bansos pns wajib korupsi  pake tukin ato kagak,0,deeahn_saja,Twitter for iPhone,[]
05/05/2021 03:35,gu liat ig ny mah buk jam jr nyampe udh rame beneran rame kyk antr bansos emg gu dtg pag dah,0,pingkyypr,Twitter for Android,[]
05/05/2021 03:36,temu jut data ganda terima bansos caleg pks dpr panggil menteri sosial,0,pkstaktakan,Twitter for Android,[]
05/05/2021 03:36,lu pikir efektif duit utang korup dan bansos ny mikir tong,0,Binsaragih1,Twitter for Android,[]
05/05/2021 03:38,kayane sih neng indo makmur sejahter bansos lancar gada korupsi  perintah bersih kilap,0,ininaawaa,Twitter for Android,[]
05/05/2021 03:39,subsid bung jamin utk bantu modal bantu modal umkm pajak umkm tanggung perintah skem bansos msh,1,prastow,Twitter for iPhone,[]
05/05/2021 03:42,aneh nam madam bansos anak lurah hilang sam rama islamphob isu radikal radikul main buzzrp,0,Putra_Adi_YM,Twitter Web App,[]
05/05/2021 03:43,bansos kek ny ni,0,ZulfadlanZN,Twitter Web App,[]
05/05/2021 03:48,caleg pks bukhor yusuf komis vii dpr r panggil menteri sosial risma kait lapor,1,bukhori_uby,Twitter for Android,[]
05/05/2021 03:48,banget bac vice korupsi  bansos covid kemaren dipake karokean ngebayangin ngorting makan expired rakyat miskin mat lapar halhal maksiat double kill,0,ratihnrafsyah,Twitter for iPhone,[]
05/05/2021 03:49,ngembat bansos hub dgn parta dl gubernur sumut pks jg ngembat presiden pks jg ngembat sap jenggot agam bajing,0,georgegandhos,Twitter for Android,[]
05/05/2021 03:50,jgn diputarbalik bener klw novel dkk disingkirin bs tuh korupsi  bansos sampe petingg nye sampe madam cilak deh lu jegal org lindung koruptor,0,angga_rusmanto,Twitter Web App,[]
05/05/2021 03:50,madam bansos maf kaum oligark berkalaboras taipan hitam,0,Putra_Adi_YM,Twitter Web App,[]
05/05/2021 03:50,mahal karaoke jakart paka duit bansos bayar paka duit pribada ku karaoke k jam rame rame,0,Anglingyoga_,Twitter for Android,[]
05/05/2021 03:50,uang hasila korupsi  bansos covid paka karaoke tim kemensos vice,0,Ndons_Back,Twitter for Android,[]
05/05/2021 03:50,uang pungl kembal uang bansos sikat,0,RaisaTjokrodnta,Twitter for Android,[]
05/05/2021 03:51,jabat korup bansos daerah bal oknum manfaatin pandem kay korban emang negar sehopeless,0,shiokaze777,Twitter for Android,[]
05/05/2021 03:52,korupsi  bansos kay keren banget adegan film karaoke deal deal an negar darurat ciamik,0,oomlukman,Twitter Web App,[]
05/05/2021 03:54,lanjut usut korupsi  bansos kemensos,0,arwidodo,Twitter for Android,[]
05/05/2021 03:54,dug takut klompok ny lolos tes bangs syarat asn ngawur insan baik bkn focus korupsi  bansos kes politis kalau insan cob dalam dug seleweng apbd dp formul e lebih bayar damkar,0,angedespoir5,Twitter for iPhone,[]
05/05/2021 03:56,dug takut klompok ny lolos tes bangs syarat asn ngawur insan baik,0,bima_kencana19,Twitter for iPhone,[]
05/05/2021 03:59,sih hukum lapor lup keret cepat jakarta-bandung proyek mangkrak covid but risma bilang jut terima bansos palsu puluh lipat biay formul e,0,jajajajguy,Twitter for Android,[]
05/05/2021 03:59,sp blb rekomendas sidik bilang sidik lolos tangan meg korupsi  bansos tp blb d sp sehat,0,MaulanaAdiKusu1,Twitter for Android,[]
05/05/2021 04:00,dpr panggil risma kait jut data ganda terima bansos,1,SINDOnews,TweetDeck,[]
05/05/2021 04:05,bau sembako ko bansos,1,hiroditto,Twitter for Android,[]
05/05/2021 04:06,bansos receh situ waras data ganda jt bilang mensos bantu sunat s jul tolol lu zer zer zer,0,lennytant,Twitter for Android,[]
05/05/2021 04:11,korupsi  dan bansos benar musuh miskin musuh rakyat public enemy,0,Zulkarn58515636,Twitter for Android,[]
05/05/2021 04:11,yaolo anak bansos itubdefbdefbdef,0,rasebasod,Twitter for iPhone,[]
05/05/2021 04:12,sliweran berit dan bansos dipake karaoke tarik pl balik,0,Bhilman_,Twitter for Android,[]
05/05/2021 04:12,markas koruptor bansos giman nih,0,Hery94757383,Twitter for Android,[]
05/05/2021 04:12,ditelpond foto kek terima bansos,0,hyyysptt,Twitter for Android,[]
05/05/2021 04:13,kayak maling uang bansos atw dg kader pdip nam ngilang berkas korupsi  bansos,0,TeWe51,Twitter for Android,[]
05/05/2021 04:14,banyak gugur tany madam bansos jay koruptor hidup korupsi  sikat uang negara,0,Teds86312800,Twitter Web App,[]
05/05/2021 04:14,rampok bansos pdip rampok payudar nasdem,0,YMerbabu,Twitter for Android,[]
05/05/2021 04:15,pecat sidik senior tangkap suap kpu sangk harun masiku suap bansos covid wawas korupsi  kelas kakap beran bongkar pecat,0,mdsusanto94,Twitter for Android,[]
05/05/2021 04:15,firl bahur bongkar jut data ganda terima bansos salur abal-abal,0,rmol_id,Twitter Web App,[]
05/05/2021 04:17,akal arah lid korupsi  bansos,0,rdnderi,Twitter for Android,[]
05/05/2021 04:17,iy buzzer bansos biar bansos sasar teroris terima bansos jug bukan buzzer salur bansos tuju juliar hukum mati,0,seroja_merah,Twitter for Android,[]
05/05/2021 04:17,wkwk sial ktw bgt bansos tuh,0,abeelasis,Twitter for Android,[]
05/05/2021 04:19,lipid jut data bansos ganda dpr mensos pahlawan,0,liputan6dotcom,TweetDeck,['LIP6id']
05/05/2021 04:19,maksud lu korupsi  bansos covid e-ktp hitung milyar wkyg but mat hat mat sbg anak bangsa,0,DzakwanFirst,Twitter for Android,[]
05/05/2021 04:20,data ganda terima bansos risma panggil dpr,0,radarmasnetwork,WordPress.com,[]
05/05/2021 04:20,jut akun bodong bansos lapor buk risma wauu sungguh jahat,0,syafruddin_tjg,Twitter for iPhone,[]
05/05/2021 04:21,mei,0,sarden_bansos,Twitter for Android,[]
05/05/2021 04:22,tepat fraks fekaes bu mensos benarcc,0,victorpangkey,Twitter Web App,[]
05/05/2021 04:25,ouwhh korupsi  bansos jancuukk,0,cangklong_the,Twitter for Android,[]
05/05/2021 04:25,bansos misteri,0,CasperBeWin1,Twitter for Android,['KpkIsDead']
05/05/2021 04:27,rizal raml firl bahur bongkar jut data ganda terima bansos salur abal-abal,0,geloraco,Twitter for Android,[]
05/05/2021 04:28,teriak saran duit duit dah habis utk ada pandem bansos eh bansosny korupsi i,0,TotokSSH,Twitter for Android,[]
05/05/2021 04:28,teg ngembat hak rakyat pandem covid rakyat butuh bantu ekonomi merosot harg banting murah bel day bel anjlok penngentit bansos roboh negara,0,hardi_hardiman2,Twitter for Android,[]
05/05/2021 04:28,emak bpk gw kalo lg susah diem lg duit diem ampe anggap keluarg kalo dpt bansos kek org tuh aneh gitu liat pdhl hey ortu gw nyembunyiin susah anjir,0,Salvxia_,Twitter for Android,[]
05/05/2021 04:36,lolos integritas zaman lob radikal radikal gagal korupsi  radikal musuh bisnis bansos ditangkep radikal,0,ahcmadriskiy7,Twitter for Android,[]
05/05/2021 04:38,temu jut data ganda terima bansos dpr panggil,0,,,
05/05/2021 04:39,bab ngepet panda nyanyi,0,Abd1Akbar,Twitter for iPhone,[]
05/05/2021 04:40,bongkar tuntas jut data ganda cair bansos,0,basoamir,Twitter Web App,[]
05/05/2021 04:43,komis vii dpr r terima lapor kait data ganda terima bansos pertinyiinny dpr kerja terima lapor ruwet,0,Priagarislurus,Twitter for Android,[]
05/05/2021 04:43,bacot kao mbambang bansos kao bilang meg korupsi  taek kao but liat seleweng dki,0,gedearyana,Twitter for Android,[]
05/05/2021 04:45,bktm rejomulyo aipd bustanul arifinpemantauan monitoring salur bansos sahabat tahap  kel rejomulyo,1,polsekkdrkota,Twitter for Android,[]
05/05/2021 04:48,insentif bansos,0,AyuPangesti19,Twitter for Android,[]
05/05/2021 04:48,rakyat tuntut rumah jag jarak gaboleh mudik gilir atas korup bansos masukin wna,0,yogiiprasetyo,Twitter for Android,[]
05/05/2021 04:50, like this guy bilang nenek lampir cengar cengir wae ngangon banteng korupsi  bansosbayangin rezim komunis aju anggar dpr bansos bansos blt pr kerja dllternyat korup,0,WesRandi,Twitter for Android,[]
05/05/2021 04:50,makny ngandung ngidam dan bansos kag nga,0,ikrarpriyo69,Twitter for iPhone,[]
05/05/2021 04:51,harus apresiasitalib berantas korupsi  indonesia e-ktp tsk samin sety novanto bansos r underground model talib nusantar dukung ny bom rakus ilmu nya,0,ichanbio,Twitter for Android,[]
05/05/2021 04:53,karokean bansos wkwk,0,balikci_kerem,Twitter Web App,[]
05/05/2021 04:55,gembar gembor silikon valey industr big data teor teleportas bicar ndakik sampek paham bank rekening terima bansos baw surat lengkap giman mas,0,Alhamdulillahm7,Twitter for Android,[]
05/05/2021 05:00,s madam makan duit rakyat proses kejam duit bansos ditabilitas makan pilih kasih tangan,0,wilidonaf,Twitter for Android,[]
05/05/2021 05:00,keur nakol koruptor bansos oge ieu mah kang,0,PetugasBebersih,Twitter for Android,[]
05/05/2021 05:05,self reward pake uang korupsi  bansos gue aneh plus sinting,0,tekstual,Twitter Web App,[]
