Tanggal,Tweets,Sentiment,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags
05/05/2021 11:01,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",deaboy1,36.0,Twitter for Android,1.0,[]
05/05/2021 10:54,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",Suyarno13,36.0,Twitter for Android,1.0,[]
05/05/2021 10:35,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",Jaya93180022,36.0,Twitter for Android,1.0,[]
05/05/2021 10:25,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",salehug,36.0,Twitter Web App,1.0,[]
05/05/2021 09:53,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",Masdjodi1,36.0,Twitter for Android,1.0,[]
05/05/2021 09:39,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",idaharjuno90,36.0,Twitter for Android,1.0,[]
05/05/2021 09:32,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",Fansurycmp2,36.0,Twitter for Android,1.0,[]
05/05/2021 09:32,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",jakartaanies24,36.0,Twitter for iPhone,1.0,[]
05/05/2021 09:31,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",Ibrahim96374387,36.0,Twitter for Android,1.0,[]
05/05/2021 09:28,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",aliflapasere,36.0,Twitter for Android,1.0,[]
05/05/2021 09:25,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",maxaghie,36.0,Twitter for Android,1.0,[]
05/05/2021 09:25,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",agung_faysm,36.0,Twitter for Android,1.0,[]
05/05/2021 09:24,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",manager_54m,36.0,Twitter for Android,1.0,[]
05/05/2021 09:23,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",supriadi_nana,36.0,Twitter for Android,1.0,[]
05/05/2021 09:22,"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""",0.0,"1,39E+18",RamliRizal,36.0,Twitter for iPhone,1.0,[]
10/05/2021 09:03,"b""RT @Bisniscom: Dirjen Linjamsos Akui Juliari 'Potek' Rp10.000 per Paket Bansos https://t.co/iKVcibuaK5""",0.0,"1,39E+18",MBT_Utama,1.0,Twitter for iPhone,1.0,[]
08/05/2021 17:02,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",rajawaliNKRI,31.0,Twitter for Android,1.0,[]
08/05/2021 12:00,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",aydnizam,31.0,Twitter for Android,1.0,[]
08/05/2021 11:46,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",AJazuli5,31.0,Twitter for Android,1.0,[]
08/05/2021 09:54,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",SyarifWarsoma,31.0,Twitter for Android,1.0,[]
08/05/2021 06:29,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",bima_____,31.0,Twitter for Android,1.0,[]
08/05/2021 04:36,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",doel_sattar,31.0,Twitter for Android,1.0,[]
08/05/2021 03:52,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",Mahesa_Murti,31.0,Twitter for Android,1.0,[]
08/05/2021 03:40,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",Masdjodi1,31.0,Twitter for Android,1.0,[]
08/05/2021 03:40,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",kang_professor,31.0,Twitter for Android,1.0,[]
08/05/2021 03:29,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",Fansurycmp2,31.0,Twitter for Android,1.0,[]
08/05/2021 03:28,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",Rozi17136983,31.0,Twitter Web App,1.0,[]
08/05/2021 03:02,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",EdySukirdi9,31.0,Twitter for Android,1.0,[]
08/05/2021 02:48,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",bgintingb,31.0,Twitter for iPhone,1.0,[]
08/05/2021 02:44,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",WariorXman,31.0,Twitter Web App,1.0,[]
08/05/2021 02:23,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",rizayana,31.0,Twitter for iPhone,1.0,[]
08/05/2021 02:13,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",Margono_eMGe,31.0,Twitter Web App,1.0,[]
08/05/2021 02:05,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",0nc075,31.0,Twitter Web App,1.0,[]
08/05/2021 02:05,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",BinarisSitumor2,31.0,Twitter for Android,1.0,[]
08/05/2021 02:04,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",agus8876,31.0,Twitter for Android,1.0,[]
08/05/2021 01:58,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",daffa2323,31.0,Twitter for iPhone,1.0,[]
08/05/2021 01:58,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",suka_tx,31.0,Twitter for Android,1.0,[]
08/05/2021 01:57,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",SutanEKayo,31.0,Twitter Web App,1.0,[]
08/05/2021 01:57,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",Wrp73RM,31.0,Twitter for Android,1.0,[]
08/05/2021 01:55,"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""",0.0,"1,39E+18",RamliRizal,31.0,Twitter for iPhone,1.0,[]
05/05/2021 22:40,"b""RT @yuesefa: @hipohan Apakah si madam (maling dana masyarakat) bansos ini baca cuitan kita ya?\nBantu dong sampaikan ke do'i.""",0.0,"1,39E+18",SMujsin,1.0,Twitter for Android,1.0,[]
10/05/2021 14:00,"b'""Secara menyeluruh Rp74 miliar, untuk kategori ketidakwajaran Rp8 miliar,"" jelas Pepen.\n\nhttps://t.co/TWLeRZmcBA'",0.0,"1,39E+18",mediaindonesia,0.0,TweetDeck,0.0,[]
11/05/2021 15:55,"b'""Sejak bansos juga dikorupsi, nurani sudah mati suri!"" https://t.co/JfqLYkolDK'",0.0,"1,39E+18",agusjabo333,18.0,Twitter for Android,0.0,[]
05/05/2021 14:32,"b""Sekjen Kemensos mengaku dapat sepeda Brompton, bukan 'fee' uang bansos - ANTARA News Jawa Barat https://t.co/Cvy7e3bb7e""",0.0,"1,39E+18",Antara_Jabar,0.0,Twitter Web App,0.0,[]
08/05/2021 17:17,"b""Semakin terang benderang...\nBansos jadi bancak an penguasa\n\n----'\nBeberapa Pegawai KPK yang Tak Lolos TWK Ternyata sedang Tangani Korupsi Bansos sampai KKP https://t.co/QjSlqVPWwm""",0.0,"1,39E+18",YusnalOezer,0.0,Twitter for Android,0.0,[]
09/05/2021 07:43,"b""Sepakat Bisa Melanjutkan Korupsi Berjamaah Lagi Seperti yg sdh di Lakukan Personil Partai Pengusul RUU HIP pada Kasus Dana Bansos Covid 19.\n\nTokoh Pemerintah dan Parpol 'Bungkam' di Tengah Kritik TWK KPK, Emil Salim: Diam Berarti Sepakat? https://t.co/HQNNMHqpoj""",0.0,"1,39E+18",myputun,1.0,Twitter for Android,0.0,[]
10/05/2021 11:03,"b'""Setahu saya (pemotongan) itu inisiatif mereka,"" ucap Pepen. https://t.co/4TrliF5ViK'",0.0,"1,39E+18",suaradotcom,0.0,dlvr.it,0.0,[]
08/05/2021 01:45,"b""Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SINDOnews\n\nTapi skrg pegawai2 KPK yang berintegritas malah dijerat TWK\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb""",0.0,"1,39E+18",Sahabat_Bangsa,31.0,Twitter for Android,0.0,[]
06/05/2021 02:27,"b'""Tidak pernah dapat uang dari bansos. Namun, saya dikirimi sepeda Brompton dari Adi Wahyono melalui sopirnya."" https://t.co/84EkR0vkpk'",0.0,"1,39E+18",kompascom,4.0,dlvr.it,0.0,[]
08/05/2021 10:44,"b""Tjakep! \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f dari 75 penyidik KPK yg gak lolos tes 'wawasan kebangsaan?' itu yang berhasil bongkar kasus e-KTP, simulator SIM, ekspor benur, sama bansos. Kelas semua! Kentara pisan eta per-ma-i-nan \xf0\x9f\xa4\xa3 https://t.co/JYooPAEwl8 https://t.co/eS7HBG6UIX https://t.co/5SCNjZJjlr""",0.0,"1,39E+18",oniikkun,0.0,Twitter for Android,0.0,[]
12/05/2021 20:06,"b'#BeraniJujurPecat\nMendukung pemecatan 75 anggota kpk, dan mengganti dengan personil baru yg lebih bersih berani dan tidak berpolitik, berani tangkap harun masiku dan madam bansos'",0.0,"1,39E+18",Awanzamrud,0.0,Twitter for Android,0.0,['BeraniJujurPecat']
05/05/2021 04:19,"b'#LIP6id Ada 21 Juta Data Bansos Ganda, DPR: Mensos Jangan Jadi Pahlawan Sendiri\nhttps://t.co/VFaxFmGgG3'",0.0,"1,39E+18",liputan6dotcom,0.0,TweetDeck,0.0,['LIP6id']
06/05/2021 13:44,"b'#PatuhTidakMudik ini konyol sekali.\nNegara mu Patuh menekan Angka Pendatang Asing juga, Gak?\n\nBansos di Korup,\nSwab Test Second di Bisniskan,\nPresiden jadi Saksi Hajatan Nikah,\nWNA Cina, India, Lolos Masuk.\n\nBicara Prokes, sengaja melanggar malah di Hukum jd Duta Prokes.\n\nSakit!'",0.0,"1,39E+18",_____IS_______,70.0,Twitter for Android,0.0,['PatuhTidakMudik']
12/05/2021 01:56,b'#TangkapAnakPakLurah Korupsi Bansos https://t.co/UMBZhKCSgK https://t.co/7gD6ySBEVr',0.0,"1,39E+18",sumantriom,0.0,Twitter Web App,0.0,['TangkapAnakPakLurah']
06/05/2021 03:58,"b'#UUNo2th2020\nLebih lanjut dipakarkan Ninoy, termasuk juga terkait penyediaan bahan sembilan bahan pokok (sembako) untuk bantuan sosial (Bansos). Berdasarkan UU Nomor 2/2020, penyediaan bahan sembako pun diputuskan untuk melakukan tindakan darurat",0.0,,,,,,
06/05/2021 03:58,"b'#UUNo2th2020\nPemenuhan stok untuk penyaluran bansos harus diperhatikan. Merek dan produsen barang menjadi isu yang tidak penting. Yang terpenting barang kriteria kesehatan, untuk keperluan darurat.. https://t.co/DnDY6r0y70'",0.0,"1,39E+18",Adekeci97022190,8.0,Twitter for Android,0.0,['UUNo2th2020']
08/05/2021 03:29,"b'(1) Resmikan Pengolah Sampah Energi Listrik, Jokowi: dari 7 Kota yg sy tunjuk, Surabaya yg Pertama JADI #PSELBenowo \n\nIbu Tri Risma Harini memang top. Ditunggu kiprah lanjutannya bu. Itulho 21juta data bansos terduplikasi \xf0\x9f\x98\xac\xf0\x9f\x98\x81 https://t.co/K3Mo9NcbpU'",0.0,"1,39E+18",poisons,0.0,Twitter for iPhone,0.0,['PSELBenowo']
12/05/2021 07:38,"b'(22)Isi berita tentang PDIP sepanjang Januari 2021 tone-nya negatif semua. Harun Masiku. Korupsi Bansos. Penolakan vaksin oleh Rika Ciptaning. Sedang 7 berita untuk Gerindra tak lain RRI ikut ke Papua untuk meliput Yan P Mandenas, 19-25 Februari 2021.'",0.0,"1,39E+18",PortmanSunarsih,0.0,Twitter Web App,0.0,[]
05/05/2021 03:17,"b'*pas cerita ke anaknya*\n\xf0\x9f\xa7\x94 : Papah dulu waktu muda sering karaokean sama tmn2 lo nak pake uang Bansos, bsk kamu harus gitu juga yaa\xf0\x9f\x98\x98\n\xf0\x9f\x91\xb2 : Okey Pah laksanakan\xf0\x9f\xa5\xb3 https://t.co/VAYqLzfQWV'",0.0,"1,39E+18",Hellowannn,0.0,Twitter for Android,0.0,[]
08/05/2021 14:35,b'@___Mr_J03n4____ @Mr_703n4_______ Hadeuuuh. .. !!! \n\nYg lain malah ada yg bancakan bansos',0.0,"1,39E+18",Purwantosastro4,0.0,Twitter for Android,0.0,[]
05/05/2021 16:21,"b'@__H5h_Aina___ Aktifis 98 itu kan bentuka madam bansos,tu anggota nya tedi sama faisal'",0.0,"1,39E+18",bentanjunx,0.0,Twitter for Android,0.0,[]
05/05/2021 08:10,b'@__MV_llestari__ @SeruniPuspaAlam But..but...but... menteri yg korupsi bansos nilai pmp nya berapa ya? Kok bisa naik kelas jd menteri...\xf0\x9f\x98\xb0',0.0,"1,39E+18",huitutbuwaw,0.0,Twitter for iPhone,0.0,[]
05/05/2021 08:39,b'@__MV_llestari__ \xe2\x80\x9cButa nasionalisme tapi ngarep\xe2\x80\x9d ya contohnya yg korupsi bansos ketika rakyat susah..coba tanya berapa nilai pmp nya para koruptor itu waktu sekolah? \xf0\x9f\x98\xae..',0.0,"1,39E+18",huitutbuwaw,0.0,Twitter for iPhone,0.0,[]
10/05/2021 05:44,b'@__pejalan angkutan bansos',0.0,"1,39E+18",cuwicoconut,0.0,Twitter for iPhone,0.0,[]
08/05/2021 20:56,"b'@_AnakKolong @me_thefarmer Kyk cerita madam bansos yaa,kasusnya dihilangkan'",0.0,"1,39E+18",Sikkam9,0.0,Twitter for Android,0.0,[]
